成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
09:30:01,3.33,0.0,222,73777.0,买盘
09:30:03,3.33,0.0,6761,2251113.56,买盘
09:30:06,3.33,0.0,2364,784810.8400000003,买盘
09:30:09,3.33,0.0,560,186152.41999999993,买盘
09:30:14,3.32,-0.010000000000000231,223,74114.0,卖盘
09:30:17,3.3,-0.020000000000000018,1030,340980.0,卖盘
09:30:20,3.3,0.0,2661,878794.5999999996,卖盘
09:30:24,3.3,0.0,632,207980.0,买盘
09:30:27,3.29,-0.009999999999999787,1324,436897.8200000003,中性盘
09:30:30,3.29,0.0,155,51134.639999999665,买盘
09:30:33,3.29,0.0,546,179748.9299999997,卖盘
09:30:36,3.29,0.0,548,180442.43000000063,卖盘
09:30:39,3.29,0.0,957,315054.31999999937,买盘
09:30:45,3.29,0.0,636,209569.8200000003,卖盘
09:30:48,3.29,0.0,702,231173.41999999993,卖盘
09:30:51,3.29,0.0,540,177854.11000000034,买盘
09:30:54,3.29,0.0,1108,364764.8200000003,卖盘
09:30:57,3.29,0.0,476,156510.0,卖盘
09:31:00,3.29,0.0,279,92064.8200000003,卖盘
09:31:03,3.28,-0.010000000000000231,501,164810.25,卖盘
09:31:06,3.29,0.010000000000000231,151,49758.859999999404,买盘
09:31:10,3.29,0.0,266,87704.8200000003,卖盘
09:31:14,3.29,0.0,272,89451.3200000003,卖盘
09:31:15,3.29,0.0,250,82250.0,买盘
09:31:18,3.29,0.0,183,60351.51999999955,买盘
09:31:21,3.28,-0.010000000000000231,1886,620082.0,卖盘
09:31:24,3.3,0.020000000000000018,435,143308.8200000003,买盘
09:31:29,3.29,-0.009999999999999787,60,19779.0,卖盘
09:31:31,3.3,0.009999999999999787,1361,448798.8200000003,买盘
09:31:35,3.3,0.0,689,227564.69999999925,买盘
09:31:39,3.31,0.010000000000000231,53,17506.41000000015,买盘
09:31:42,3.31,0.0,146,48386.40000000037,买盘
09:31:45,3.31,0.0,753,249133.0,买盘
09:31:48,3.31,0.0,345,114341.39999999851,买盘
09:31:51,3.31,0.0,395,131146.29000000097,卖盘
09:31:54,3.32,0.009999999999999787,194,64288.0,买盘
09:31:57,3.32,0.0,131,43671.98000000045,买盘
09:32:00,3.32,0.0,343,113998.2899999991,买盘
09:32:03,3.32,0.0,56,18590.0,买盘
09:32:06,3.32,0.0,217,71960.0,买盘
09:32:11,3.32,0.0,259,85885.0,买盘
09:32:14,3.32,0.0,1082,359192.0,买盘
09:32:18,3.32,0.0,431,143001.0,买盘
09:32:21,3.32,0.0,579,192222.0,买盘
09:32:24,3.32,0.0,718,238419.0,卖盘
09:32:27,3.32,0.0,537,178342.0,卖盘
09:32:30,3.32,0.0,512,170004.0,卖盘
09:32:33,3.32,0.0,60,19938.0,买盘
09:32:36,3.32,0.0,1022,339779.0,买盘
09:32:42,3.32,0.0,465,154339.0,卖盘
09:32:45,3.32,0.0,951,315629.0,买盘
09:32:49,3.32,0.0,738,245006.0,买盘
09:32:54,3.32,0.0,227,75270.0,买盘
09:32:57,3.33,0.010000000000000231,2324,771959.0,买盘
09:33:02,3.32,-0.010000000000000231,102,33956.0,卖盘
09:33:03,3.33,0.010000000000000231,90,29970.0,买盘
09:33:06,3.32,-0.010000000000000231,478,158696.0,卖盘
09:33:09,3.32,0.0,260,86317.0,买盘
09:33:12,3.32,0.0,240,79678.0,买盘
09:33:18,3.32,0.0,281,93292.0,买盘
09:33:21,3.31,-0.009999999999999787,104,34494.0,卖盘
09:33:24,3.32,0.009999999999999787,138,45811.0,买盘
09:33:29,3.31,-0.009999999999999787,650,215244.0,卖盘
09:33:33,3.32,0.009999999999999787,88,29142.0,买盘
09:33:36,3.31,-0.009999999999999787,300,99449.0,卖盘
09:33:45,3.31,0.0,490,162359.0,卖盘
09:33:48,3.32,0.009999999999999787,83,27533.0,买盘
09:33:51,3.31,-0.009999999999999787,369,122200.0,卖盘
09:33:54,3.32,0.009999999999999787,263,87312.0,买盘
09:33:59,3.31,-0.009999999999999787,201,66692.0,卖盘
09:34:01,3.31,0.0,185,61367.0,卖盘
