成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
09:30:01,3.45,0.0,1530,527657.0,买盘
09:30:03,3.45,0.0,5455,1879446.0,卖盘
09:30:06,3.45,0.0,1260,434742.0,卖盘
09:30:09,3.45,0.0,1345,464095.0,卖盘
09:30:12,3.46,0.009999999999999787,1032,357100.0,买盘
09:30:17,3.46,0.0,725,251566.0,卖盘
09:30:20,3.48,0.020000000000000018,934,324733.0,买盘
09:30:23,3.48,0.0,174,60537.0,买盘
09:30:26,3.47,-0.009999999999999787,1957,681118.0,卖盘
09:30:30,3.48,0.009999999999999787,206,71681.0,买盘
09:30:33,3.48,0.0,386,134101.0,买盘
09:30:36,3.47,-0.009999999999999787,1029,356862.0,卖盘
09:30:39,3.47,0.0,398,138084.0,买盘
09:30:42,3.47,0.0,616,213548.0,买盘
09:30:45,3.47,0.0,449,155673.0,买盘
09:30:48,3.45,-0.020000000000000018,462,160102.0,卖盘
09:30:51,3.47,0.020000000000000018,213,73721.0,买盘
09:30:54,3.46,-0.010000000000000231,573,198573.0,卖盘
09:30:57,3.46,0.0,183,63321.0,买盘
09:31:00,3.46,0.0,367,126982.0,买盘
09:31:03,3.46,0.0,144,49786.0,买盘
09:31:06,3.46,0.0,731,252885.0,买盘
09:31:09,3.46,0.0,468,162174.0,卖盘
09:31:14,3.46,0.0,1106,381947.0,卖盘
09:31:17,3.46,0.0,330,114158.0,买盘
09:31:18,3.46,0.0,217,75014.0,买盘
09:31:23,3.45,-0.009999999999999787,527,182035.0,卖盘
09:31:26,3.46,0.009999999999999787,1682,580484.0,买盘
09:31:30,3.45,-0.009999999999999787,587,202516.0,卖盘
09:31:33,3.45,0.0,1247,430215.0,买盘
09:31:36,3.45,0.0,3350,1152264.0,买盘
09:31:39,3.45,0.0,618,212956.0,买盘
09:31:42,3.44,-0.010000000000000231,304,104680.0,卖盘
09:31:45,3.46,0.020000000000000018,2659,915888.0,买盘
09:31:48,3.47,0.010000000000000231,291,100752.0,买盘
09:31:51,3.47,0.0,500,173021.0,买盘
09:31:54,3.46,-0.010000000000000231,325,112323.0,中性盘
09:31:57,3.46,0.0,76,26292.0,买盘
09:32:00,3.46,0.0,426,147117.0,买盘
09:32:03,3.46,0.0,176,60912.0,买盘
09:32:07,3.46,0.0,408,140923.0,买盘
09:32:11,3.46,0.0,378,130740.0,买盘
09:32:14,3.45,-0.009999999999999787,2296,789385.0,卖盘
09:32:17,3.45,0.0,914,315365.0,买盘
09:32:20,3.45,0.0,828,285624.0,卖盘
09:32:24,3.43,-0.020000000000000018,264,90753.0,卖盘
09:32:27,3.44,0.009999999999999787,396,136224.0,买盘
09:32:30,3.44,0.0,384,132159.0,买盘
09:32:33,3.44,0.0,778,266925.0,买盘
09:32:36,3.43,-0.009999999999999787,449,153969.0,卖盘
09:32:39,3.43,0.0,367,125835.0,买盘
09:32:42,3.42,-0.010000000000000231,2679,917915.0,卖盘
09:32:45,3.42,0.0,256,87612.0,卖盘
09:32:48,3.42,0.0,1899,649447.0,卖盘
09:32:51,3.41,-0.009999999999999787,609,207706.0,卖盘
09:32:54,3.41,0.0,423,144313.0,卖盘
09:32:57,3.41,0.0,1092,372492.0,卖盘
09:33:01,3.41,0.0,2845,970138.0,卖盘
09:33:03,3.41,0.0,5852,1989729.0,买盘
09:33:06,3.4,-0.010000000000000231,1210,411759.0,卖盘
09:33:11,3.4,0.0,988,335927.0,卖盘
