成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
09:25:06,3.2,0.020000000000000018,7812,2499840,买盘
09:30:00,3.21,0.009999999999999787,4447,1423105,买盘
09:30:03,3.2,-0.009999999999999787,4473,1436462,卖盘
09:30:09,3.2,0.0,2175,695993,卖盘
09:30:12,3.19,-0.010000000000000231,241,77086,卖盘
09:30:16,3.2,0.010000000000000231,312,99662,买盘
09:30:20,3.2,0.0,450,144405,卖盘
09:30:23,3.22,0.020000000000000018,35,11257,买盘
09:30:26,3.22,0.0,242,77734,买盘
09:30:29,3.22,0.0,166,53442,买盘
09:30:32,3.23,0.009999999999999787,373,120128,买盘
09:30:35,3.22,-0.009999999999999787,273,87938,买盘
09:30:39,3.22,0.0,1316,425028,卖盘
09:30:42,3.23,0.009999999999999787,1471,474280,中性盘
09:30:45,3.24,0.010000000000000231,1011,325006,买盘
09:30:48,3.23,-0.010000000000000231,704,227965,中性盘
09:30:51,3.23,0.0,271,87524,卖盘
09:30:54,3.22,-0.009999999999999787,1886,609406,中性盘
09:30:57,3.23,0.009999999999999787,567,182610,买盘
09:31:00,3.23,0.0,399,128851,买盘
09:31:03,3.22,-0.009999999999999787,182,58606,卖盘
09:31:06,3.22,0.0,291,93869,买盘
09:31:09,3.22,0.0,813,261786,卖盘
09:31:13,3.22,0.0,1059,341001,买盘
09:31:16,3.23,0.009999999999999787,3856,1242859,买盘
09:31:19,3.23,0.0,1440,464205,买盘
09:31:23,3.23,0.0,207,66829,买盘
09:31:26,3.23,0.0,933,300818,中性盘
09:31:29,3.24,0.010000000000000231,884,285285,买盘
09:31:32,3.23,-0.010000000000000231,647,208695,买盘
09:31:36,3.23,0.0,438,141748,买盘
09:31:39,3.24,0.010000000000000231,273,88302,买盘
09:31:42,3.24,0.0,6,1944,买盘
09:31:45,3.23,-0.010000000000000231,1863,603323,卖盘
09:31:48,3.24,0.010000000000000231,1619,524852,买盘
09:31:51,3.24,0.0,861,279299,买盘
09:31:54,3.26,0.019999999999999574,4532,1472881,买盘
09:31:57,3.25,-0.009999999999999787,167,54324,卖盘
09:32:00,3.26,0.009999999999999787,274,89293,买盘
09:32:03,3.26,0.0,3989,1301633,买盘
09:32:06,3.27,0.010000000000000231,804,262723,买盘
09:32:10,3.27,0.0,913,298786,买盘
09:32:13,3.29,0.020000000000000018,1789,586892,买盘
09:32:17,3.29,0.0,120,39432,买盘
09:32:20,3.28,-0.010000000000000231,675,221950,卖盘
09:32:23,3.29,0.010000000000000231,1160,381434,买盘
09:32:26,3.29,0.0,209,68767,买盘
09:32:29,3.29,0.0,260,85654,卖盘
09:32:33,3.29,0.0,543,179084,卖盘
09:32:36,3.29,0.0,651,214371,卖盘
09:32:39,3.29,0.0,1706,561969,卖盘
09:32:42,3.29,0.0,947,312277,卖盘
09:32:45,3.28,-0.010000000000000231,482,158266,卖盘
09:32:48,3.29,0.010000000000000231,274,89962,买盘
09:32:51,3.28,-0.010000000000000231,1605,527316,卖盘
09:32:54,3.28,0.0,208,68224,买盘
09:32:57,3.28,0.0,989,324373,买盘
09:33:00,3.28,0.0,219,71728,买盘
09:33:03,3.27,-0.009999999999999787,579,189371,卖盘
09:33:06,3.27,0.0,212,69405,卖盘
09:33:10,3.26,-0.010000000000000231,506,165479,卖盘
09:33:13,3.27,0.010000000000000231,253,82730,买盘
09:33:17,3.26,-0.010000000000000231,886,288593,卖盘
09:33:20,3.26,0.0,293,95510,买盘
09:33:23,3.25,-0.009999999999999787,505,164570,卖盘
09:33:26,3.26,0.009999999999999787,131,42607,买盘
09:33:29,3.25,-0.009999999999999787,235,76382,卖盘
09:33:33,3.26,0.009999999999999787,407,132606,买盘
09:33:35,3.25,-0.009999999999999787,172,56034,卖盘
09:33:39,3.26,0.009999999999999787,713,231859,买盘
09:33:42,3.26,0.0,37,12059,买盘
09:33:45,3.26,0.0,499,162429,买盘
09:33:48,3.25,-0.009999999999999787,673,218913,卖盘
09:33:51,3.25,0.0,417,135857,卖盘
