成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
09:25:03,3.26,-0.03000000000000025,3703,1207178.0,买盘
09:30:00,3.25,-0.009999999999999787,6724,2191304.0,卖盘
09:30:04,3.26,0.009999999999999787,2445,795146.0,买盘
09:30:08,3.26,0.0,1344,437621.0,买盘
09:30:12,3.24,-0.019999999999999574,727,236296.0,卖盘
09:30:18,3.25,0.009999999999999787,656,212827.0,中性盘
09:30:21,3.25,0.0,173,56266.0,买盘
09:30:27,3.25,0.0,1255,408617.0,卖盘
09:30:31,3.25,0.0,572,185910.0,买盘
09:30:34,3.25,0.0,347,112972.0,卖盘
09:30:39,3.25,0.0,384,124985.0,卖盘
09:30:42,3.25,0.0,615,200435.0,卖盘
09:30:45,3.26,0.009999999999999787,3526,1149327.0,买盘
09:30:51,3.27,0.020000000000000018,140,45436.0,买盘
09:30:54,3.27,0.0,77,25047.0,买盘
09:30:57,3.25,-0.020000000000000018,257,83565.0,卖盘
09:31:00,3.26,0.009999999999999787,50,16300.0,中性盘
09:31:03,3.26,0.0,214,69923.0,卖盘
09:31:06,3.27,0.010000000000000231,207,67669.0,买盘
09:31:09,3.26,-0.010000000000000231,1576,515327.0,卖盘
09:31:15,3.27,0.010000000000000231,141,46034.0,卖盘
09:31:18,3.27,0.0,256,83736.0,卖盘
09:31:21,3.27,0.0,2732,890119.0,买盘
09:31:24,3.28,0.009999999999999787,63,20615.0,买盘
09:31:30,3.27,-0.009999999999999787,4069,1325891.0,卖盘
09:31:36,3.28,0.009999999999999787,39,12768.0,买盘
09:31:39,3.28,0.0,46,15088.0,买盘
09:31:42,3.28,0.0,95,31160.0,买盘
09:31:45,3.28,0.0,581,190293.0,买盘
09:31:48,3.28,0.0,108,35421.0,买盘
09:31:51,3.28,0.0,91,29815.0,买盘
09:31:54,3.27,-0.009999999999999787,81,26508.0,卖盘
09:31:57,3.28,0.009999999999999787,197,64567.0,买盘
09:32:00,3.26,-0.020000000000000018,1264,413710.0,卖盘
09:32:06,3.24,-0.019999999999999574,1902,619517.0,卖盘
09:32:09,3.27,0.029999999999999805,365,119582.0,买盘
09:32:14,3.27,0.0,398,130148.0,卖盘
09:32:17,3.28,0.009999999999999787,18,5888.0,买盘
09:32:22,3.28,0.009999999999999787,3,982.0,买盘
09:32:26,3.27,-0.009999999999999787,177,57883.0,卖盘
09:32:30,3.27,0.0,193,63111.0,卖盘
09:32:36,3.27,-0.009999999999999787,387,126581.0,卖盘
09:32:39,3.27,0.0,424,138649.0,买盘
09:32:42,3.27,0.0,1,327.0,买盘
09:32:45,3.27,0.0,198,64746.0,买盘
09:32:48,3.27,0.0,1510,493689.0,买盘
09:32:51,3.25,-0.020000000000000018,531,172914.0,卖盘
09:32:54,3.26,0.009999999999999787,1018,331002.0,中性盘
09:32:57,3.25,-0.009999999999999787,28,9103.0,卖盘
09:33:00,3.25,0.0,6427,2078493.0,卖盘
09:33:03,3.25,0.0,340,110110.0,买盘
09:33:06,3.23,-0.020000000000000018,1105,357185.0,卖盘
09:33:09,3.23,0.0,1066,344486.0,卖盘
09:33:13,3.25,0.020000000000000018,511,165447.0,买盘
09:33:16,3.24,-0.009999999999999787,264,85969.0,卖盘
09:33:21,3.27,0.029999999999999805,677,220616.0,买盘
09:33:23,3.27,0.0,70,22834.0,买盘
09:33:33,3.26,0.0,155,50624.0,卖盘
09:33:36,3.27,0.010000000000000231,391,127467.0,买盘
09:33:42,3.26,-0.010000000000000231,89,29034.0,卖盘
09:33:45,3.27,0.010000000000000231,824,269378.0,买盘
09:33:48,3.26,-0.010000000000000231,407,133064.0,卖盘
09:33:51,3.26,0.0,57,18583.0,卖盘
09:33:54,3.26,0.0,227,74134.0,卖盘
09:33:57,3.26,0.0,267,87044.0,卖盘
09:34:00,3.26,0.0,99,32274.0,卖盘
09:34:04,3.26,0.0,365,118973.0,卖盘
09:34:07,3.26,0.0,160,52160.0,卖盘
09:34:10,3.26,0.0,120,39120.0,卖盘
09:34:14,3.27,0.010000000000000231,247,80532.0,买盘
09:34:21,3.26,0.0,61,19886.0,买盘
09:34:24,3.26,0.0,130,42380.0,买盘
09:34:27,3.26,0.0,79,25706.0,买盘
09:34:30,3.25,-0.009999999999999787,257,83530.0,卖盘
09:34:33,3.26,0.009999999999999787,222,72372.0,买盘
09:34:36,3.25,-0.009999999999999787,405,131921.0,卖盘
09:34:39,3.25,0.0,7,2277.0,卖盘
09:34:42,3.25,0.0,443,143975.0,卖盘
09:34:47,3.26,0.009999999999999787,10,3260.0,买盘
