成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
09:30:02,3.4,-0.050000000000000266,2813,960372.0,卖盘
09:30:03,3.43,0.03000000000000025,5146,1759358.0,买盘
09:30:08,3.41,-0.020000000000000018,1124,384368.0,卖盘
09:30:11,3.42,0.009999999999999787,3458,1185213.0,中性盘
09:30:15,3.42,0.0,636,217580.0,卖盘
09:30:18,3.43,0.010000000000000231,1170,400885.0,买盘
09:30:21,3.41,-0.020000000000000018,1397,478711.0,卖盘
09:30:24,3.42,0.009999999999999787,392,134162.0,买盘
09:30:27,3.42,0.0,203,69319.0,买盘
09:30:30,3.42,0.0,431,147327.0,买盘
09:30:33,3.42,0.0,3172,1082977.0,卖盘
09:30:36,3.44,0.020000000000000018,2368,812180.0,买盘
09:30:39,3.42,-0.020000000000000018,2109,722708.0,卖盘
09:30:42,3.42,0.0,361,123444.0,买盘
09:30:45,3.41,-0.009999999999999787,2221,761238.0,卖盘
09:30:48,3.43,0.020000000000000018,282,96696.0,买盘
09:30:51,3.42,-0.010000000000000231,320,109530.0,卖盘
09:30:54,3.43,0.010000000000000231,714,244791.0,买盘
09:30:57,3.42,-0.010000000000000231,197,67450.0,卖盘
09:31:01,3.42,0.0,178,60864.0,买盘
09:31:08,3.44,0.029999999999999805,3873,1331131.0,买盘
09:31:12,3.45,0.010000000000000231,6430,2215273.0,买盘
09:31:15,3.45,0.0,1112,383198.0,买盘
09:31:18,3.44,-0.010000000000000231,1000,344209.0,卖盘
09:31:21,3.44,0.0,1416,487104.0,买盘
09:31:24,3.45,0.010000000000000231,997,343253.0,买盘
09:31:27,3.44,-0.010000000000000231,260,89441.0,卖盘
09:31:33,3.44,0.0,1065,366302.0,买盘
09:31:36,3.44,0.0,1314,451860.0,买盘
09:31:39,3.43,-0.009999999999999787,586,201524.0,卖盘
09:31:42,3.44,0.009999999999999787,1006,345656.0,买盘
09:31:45,3.44,0.0,3114,1074150.0,买盘
09:31:50,3.44,0.0,234,80387.0,买盘
09:31:56,3.43,-0.009999999999999787,130,44713.0,卖盘
09:31:59,3.44,0.009999999999999787,1796,617807.0,买盘
09:32:02,3.44,0.0,1816,626919.0,买盘
09:32:06,3.45,0.010000000000000231,1163,402747.0,卖盘
09:32:09,3.45,0.0,721,248906.0,买盘
09:32:12,3.47,0.020000000000000018,458,158228.0,买盘
