成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
09:25:03,3.62,0.010000000000000231,20417,7390954.0,买盘
09:30:03,3.62,0.0,4009,1451016.0,买盘
09:30:06,3.62,0.0,24955,9052440.0,卖盘
09:30:09,3.61,-0.010000000000000231,1804,651104.0,中性盘
09:30:12,3.62,0.010000000000000231,675,243905.0,买盘
09:30:15,3.62,0.0,451,163039.0,买盘
09:30:19,3.61,-0.010000000000000231,1434,518160.0,卖盘
09:30:22,3.63,0.020000000000000018,653,236397.0,买盘
09:30:24,3.62,-0.009999999999999787,677,245287.0,卖盘
09:30:29,3.64,0.020000000000000018,1057,383062.0,买盘
09:30:35,3.61,-0.010000000000000231,837,303513.0,卖盘
09:30:38,3.62,0.010000000000000231,1066,387214.0,卖盘
09:30:41,3.63,0.009999999999999787,522,189756.0,中性盘
09:30:48,3.64,0.0,567,206290.0,买盘
09:30:51,3.64,0.0,651,236740.0,卖盘
09:30:54,3.64,0.0,1618,588515.0,卖盘
09:30:57,3.66,0.020000000000000018,2803,1023882.0,买盘
09:31:00,3.65,-0.010000000000000231,6789,2474402.0,卖盘
09:31:03,3.66,0.010000000000000231,12,4393.0,中性盘
09:31:06,3.66,0.0,1132,414044.5,卖盘
09:31:09,3.66,0.0,11852,4348580.5,买盘
09:31:12,3.66,0.0,2859,1046827.5,买盘
09:31:15,3.66,0.0,581,212885.0,买盘
09:31:18,3.67,0.009999999999999787,2023,742023.0,买盘
09:31:21,3.67,0.0,1448,530779.0,买盘
09:31:24,3.67,0.0,1092,400823.0,买盘
09:31:30,3.67,0.0,4142,1519674.0,卖盘
09:31:36,3.67,0.0,1062,389234.5,买盘
09:31:39,3.67,0.0,1782,653748.0,买盘
09:31:42,3.67,0.0,3378,1235385.5,买盘
09:31:45,3.66,-0.009999999999999787,729,266657.0,卖盘
09:31:48,3.65,-0.010000000000000231,3792,1388135.5,买盘
09:31:54,3.64,-0.009999999999999787,4206,1533136.0,卖盘
09:31:57,3.64,0.0,3239,1178190.0,买盘
09:32:00,3.66,0.020000000000000018,2435,885871.5,买盘
09:32:03,3.64,-0.020000000000000018,12225,4434870.5,卖盘
09:32:12,3.62,-0.020000000000000018,2443,883950.5,卖盘
09:32:15,3.61,-0.010000000000000231,1326,479779.0,卖盘
09:32:18,3.6,-0.009999999999999787,10528,3798424.0,卖盘
09:32:21,3.61,0.009999999999999787,575,207127.0,买盘
09:32:26,3.6,-0.009999999999999787,1407,506788.5,卖盘
09:32:31,3.61,0.0,1247,447630.5,买盘
09:32:35,3.59,-0.020000000000000018,603,216379.5,中性盘
09:32:39,3.56,-0.029999999999999805,7249,2584537.5,卖盘
09:32:42,3.53,-0.03000000000000025,1188,419941.5,卖盘
09:32:47,3.52,-0.009999999999999787,640,225568.5,卖盘
09:32:50,3.53,0.009999999999999787,6617,2323617.5,中性盘
09:32:54,3.54,0.010000000000000231,2321,818587.0,买盘
09:32:56,3.53,-0.010000000000000231,1417,499902.0,卖盘
