成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
09:30:02,3.26,-0.010000000000000231,264,86064.0,中性盘
09:30:04,3.26,0.0,779,254345.0,卖盘
09:30:08,3.25,-0.009999999999999787,958,312603.0,卖盘
09:30:11,3.26,0.009999999999999787,455,148058.0,中性盘
09:30:14,3.26,0.0,834,271673.0,卖盘
09:30:18,3.25,-0.009999999999999787,148,48113.0,卖盘
09:30:21,3.25,0.0,87,28275.0,卖盘
09:30:24,3.25,0.0,68,22121.0,卖盘
09:30:27,3.24,-0.009999999999999787,400,129683.0,卖盘
09:30:30,3.24,0.0,276,89484.0,卖盘
09:30:33,3.24,0.0,960,311039.0,卖盘
09:30:36,3.24,0.0,314,101462.0,买盘
09:30:39,3.24,0.0,370,119760.0,买盘
09:30:42,3.24,0.0,495,160452.0,买盘
09:30:45,3.24,0.0,51,16552.0,卖盘
09:30:48,3.24,0.0,434,140931.0,卖盘
09:30:54,3.25,0.009999999999999787,232,75391.0,买盘
09:30:58,3.25,0.0,20,6500.0,买盘
09:31:03,3.25,0.0,219,71175.0,买盘
09:31:07,3.24,-0.009999999999999787,267,86745.0,卖盘
09:31:12,3.25,0.009999999999999787,62,20140.0,买盘
09:31:15,3.25,0.0,28,9090.0,卖盘
09:31:18,3.24,-0.009999999999999787,108,34992.0,卖盘
09:31:20,3.25,0.009999999999999787,36,11700.0,买盘
09:31:24,3.24,-0.009999999999999787,236,76483.0,卖盘
09:31:27,3.24,0.0,37,11990.0,卖盘
09:31:30,3.24,0.0,71,23004.0,卖盘
09:31:33,3.24,0.0,125,40500.0,卖盘
09:31:36,3.25,0.009999999999999787,97,31477.0,买盘
09:31:39,3.24,-0.009999999999999787,58,18792.0,卖盘
09:31:45,3.24,0.0,207,67118.0,卖盘
09:31:48,3.24,0.0,356,115344.0,卖盘
09:31:51,3.24,0.0,67,21708.0,卖盘
09:31:57,3.23,-0.010000000000000231,112,36176.0,卖盘
09:31:58,3.24,0.010000000000000231,85,27460.0,买盘
09:32:05,3.23,0.0,177,57201.0,卖盘
09:32:08,3.23,0.0,203,65535.0,卖盘
09:32:12,3.23,0.0,125,40295.0,买盘
09:32:15,3.23,0.0,14,4522.0,买盘
09:32:18,3.23,0.0,56,18048.0,买盘
09:32:24,3.22,-0.009999999999999787,525,169405.0,卖盘
09:32:27,3.23,0.009999999999999787,37,11947.0,买盘
09:32:30,3.22,-0.009999999999999787,117,37690.0,卖盘
09:32:33,3.22,0.0,92,29635.0,卖盘
09:32:36,3.22,0.0,366,117902.0,卖盘
09:32:40,3.22,0.0,32,10304.0,卖盘
09:32:44,3.22,0.0,495,159393.0,卖盘
09:32:47,3.22,0.0,109,35117.0,卖盘
09:32:50,3.23,0.009999999999999787,22,7106.0,买盘
09:32:54,3.23,0.0,184,59262.0,买盘
09:32:58,3.22,-0.009999999999999787,388,125012.0,卖盘
09:33:03,3.22,0.0,158,50876.0,卖盘
09:33:06,3.22,0.0,125,40306.0,卖盘
09:33:09,3.23,0.009999999999999787,201,64823.0,买盘
09:33:12,3.22,-0.009999999999999787,132,42616.0,卖盘
09:33:15,3.23,0.009999999999999787,302,97546.0,买盘
09:33:18,3.23,0.0,296,95608.0,买盘
09:33:24,3.23,0.0,451,145593.0,买盘
09:33:27,3.23,0.0,63,20349.0,卖盘
09:33:30,3.23,0.0,98,31654.0,卖盘
09:33:33,3.23,0.0,290,93679.0,卖盘
09:33:41,3.23,0.0,45,14535.0,卖盘
09:33:44,3.23,0.0,27,8721.0,卖盘
09:33:47,3.23,0.0,115,37146.0,卖盘
09:33:51,3.23,0.0,6,1938.0,卖盘
09:33:54,3.23,0.0,436,141074.0,卖盘
09:33:57,3.23,0.0,153,49419.0,卖盘
09:34:00,3.23,0.0,82,26486.0,卖盘
09:34:03,3.23,0.0,411,132753.0,卖盘
09:34:06,3.23,0.0,37,11951.0,卖盘
09:34:09,3.23,0.0,49,15827.0,卖盘
09:34:12,3.23,0.0,85,27455.0,卖盘
09:34:15,3.23,0.0,241,77843.0,卖盘
09:34:21,3.23,0.0,23,7429.0,卖盘
09:34:29,3.23,0.0,2,646.0,卖盘
09:34:31,3.23,0.0,54,17442.0,卖盘
09:34:38,3.24,0.010000000000000231,121,39102.0,买盘
09:34:41,3.23,-0.010000000000000231,220,71060.0,卖盘
09:34:44,3.24,0.010000000000000231,5,1620.0,买盘
09:34:51,3.23,-0.010000000000000231,10,3230.0,卖盘
09:34:54,3.24,0.010000000000000231,121,39138.0,买盘
09:34:57,3.23,-0.010000000000000231,39,12597.0,卖盘
09:35:00,3.24,0.010000000000000231,58,18792.0,买盘
09:35:03,3.24,0.0,30,9720.0,买盘
09:35:06,3.24,0.0,361,116963.0,买盘
09:35:09,3.23,-0.010000000000000231,30,9690.0,卖盘
09:35:12,3.24,0.010000000000000231,6,1944.0,买盘
09:35:15,3.24,0.0,297,95993.0,买盘
09:35:19,3.24,0.0,65,21055.0,买盘
09:35:26,3.24,0.0,195,63180.0,买盘
09:35:29,3.24,0.0,4,1296.0,卖盘
09:35:32,3.24,0.0,5,1620.0,卖盘
