日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2019-08-19,14974177,15577755,603578,0,0,0
2019-08-20,17272520,12097756,9799413,18000,18000,0
2019-08-21,15943315,2584689,3913894,16300,200,1900
2019-08-22,19812155,10539574,6670734,12000,6800,11100
2019-08-23,26110236,19667735,13369654,16100,4100,0
2019-08-26,34434128,13184725,4860833,13800,0,2300
2019-08-27,30910756,7608397,11131769,15000,1400,200
2019-08-28,35778979,11851245,6983022,22200,7400,200
2019-08-29,32934162,3958787,6803604,25100,7500,4600
2019-08-30,23521930,11171420,20583652,64700,45800,6200
2019-09-02,33094902,15114161,5541189,49400,5200,20500
2019-09-03,33063690,8356979,8388191,49000,10900,11300
2019-09-04,35726013,6837872,4175549,49600,21000,20400
2019-09-05,37016210,10646143,9355946,36100,13600,27100
2019-09-06,38477531,8930181,7468860,37800,15800,14100
2019-09-09,40744621,7570603,5303513,63200,31400,6000
2019-09-10,46090046,11382820,6037395,56300,4100,11000
2019-09-11,51259356,12508147,7338837,62000,12600,6900
2019-09-12,48933175,13152838,15479019,60000,4400,6400
2019-09-16,46921997,7608699,9619877,67700,9700,2000
2019-09-17,62154319,22262495,7030173,64000,1100,4800
2019-09-18,46196747,12243484,28201056,70900,11800,4900
2019-09-19,63428611,25061874,7830010,59400,0,11500
2019-09-20,63116131,21287152,21599632,98900,39500,0
2019-09-23,61621779,8199249,9693601,62800,3400,39500
2019-09-24,64629303,15178338,12170814,62800,4200,4200
2019-09-25,74674995,15725658,5679966,62600,3100,3300
2019-09-26,71200942,6004872,9478925,66800,5800,1600
2019-09-27,68598878,5987474,8589538,65600,1800,3000
2019-09-30,59877669,3559560,12280769,67200,4200,2600
2019-10-08,65612664,18356011,12621016,63500,4100,7800
2019-10-09,65185496,9150083,9577251,64900,3600,2200
2019-10-10,80112836,24605848,9678508,55900,1500,10500
2019-10-11,69916929,9746134,19942041,57900,2100,100
2019-10-14,78266775,18210495,9860649,55000,1700,4600
2019-10-15,74144809,6411554,10533520,55200,500,300
2019-10-16,76261259,11947902,9831452,53700,100,1600
2019-10-17,87814959,26579542,15025842,54100,1100,700
2019-10-18,88343605,10854880,10326234,52900,700,1900
2019-10-21,85472133,7745751,10617223,52600,600,900
2019-10-22,85623872,7559349,7407610,53300,900,200
2019-10-23,86323238,10528480,9829114,53800,900,400
2019-10-24,149774650,90922914,27471502,49900,3100,7000
2019-10-25,119081284,5752031,36434620,63100,14100,900
2019-10-28,114329468,8731634,13483450,67800,7200,2500
2019-10-29,110703383,4687838,8313923,65700,1400,3500
2019-10-30,118629791,15934186,8007778,69600,7600,3700
2019-10-31,117667157,11283222,12245856,78500,13300,4400
2019-11-01,112264680,13672704,19075181,72000,2600,9100
2019-11-04,112832534,14744075,14176221,79200,8300,1100
2019-11-05,111579800,13145238,14397972,78600,3600,4200
2019-11-06,110469450,9890022,11000372,77400,3400,4600
2019-11-07,110380289,7019792,7108953,77400,3200,3200
2019-11-08,118544344,14865774,6701719,77895,4795,4300
2019-11-11,113563028,9344751,14326067,96439,21700,3156
2019-11-12,115665901,7682063,5579190,94895,20000,21544
2019-11-13,117315790,10996335,9346446,88595,6100,12400
2019-11-14,116482918,10165315,10998187,99795,12300,1100
2019-11-15,111116657,3822868,9189129,108295,12700,4200
2019-11-18,113776013,8727016,6067660,114870,13470,6895
2019-11-19,119737981,13287783,7325815,112670,5900,8100
2019-11-20,103611926,14128155,30254210,118670,12200,6200
2019-11-21,102864426,11750709,12498209,116270,10700,13100
2019-11-22,107292420,27330437,22902443,123599,30029,22700
2019-11-25,106107697,12864510,14049233,120300,25000,28299
2019-11-26,87875399,5662632,23894930,124900,16000,11400
2019-11-27,86174077,9473021,11174343,144900,25900,5900
2019-11-28,83935043,2609195,4848229,130700,19700,33900
2019-11-29,89830748,16927309,11031604,103500,14900,42100
2019-12-02,83488742,4086344,10428350,112100,24000,15400
2019-12-03,87964114,12503542,8028170,86500,7100,32700
2019-12-04,83409176,6761774,11316712,91400,17200,12300
2019-12-05,94053582,28934649,18290243,153300,68400,6500
2019-12-06,90550540,3975237,7478279,159200,17400,11500
2019-12-09,103681597,23749682,10618625,109200,7600,57600
2019-12-10,106477858,8850917,6054656,101500,17500,25200
2019-12-11,110028145,14330426,10780139,129000,40600,13100
2019-12-12,102750608,3819600,11097137,133200,31800,27600
2019-12-13,97792830,8349238,13307016,115000,5300,23500
2019-12-16,100587707,15332316,12537439,108000,12500,19500
2019-12-17,102848790,15509099,13248016,115900,19000,11100
2019-12-18,110508918,15195965,7535837,110600,18800,24100
2019-12-19,114336286,11169602,7342234,103800,6100,12900
2019-12-20,114562738,12473337,12246885,101600,10900,13100
2019-12-23,113547478,7883102,8898362,97000,8500,13100
2019-12-24,114996142,10987820,9539156,89600,7900,15300
2019-12-25,111623335,3244452,6617259,69800,4100,23900
2019-12-26,111488673,5968910,6103572,64800,1400,6400
2019-12-27,109186222,11542760,13845211,67000,5100,2900
2019-12-30,112313562,15286829,12053839,62400,3500,8100
2019-12-31,114088191,13533752,11759123,63100,7700,7000
2020-01-02,115807580,15639389,13920000,73000,22300,12400
2020-01-03,122553357,40734781,33989004,84200,21000,9800
2020-01-06,140943687,35485655,17095325,92700,16800,8300
2020-01-07,124146988,10359899,27156598,102900,25800,15600
2020-01-08,121417347,7560373,10290014,110100,26000,18800
2020-01-09,121527427,17461211,17351131,106100,3100,7100
2020-01-10,126378523,19680869,14829773,100200,900,6800
2020-01-13,127753376,15274825,13899972,117300,20100,3000
2020-01-14,131622572,15429383,11604650,118700,6200,4800
2020-01-15,129149347,7392398,9865623,101400,500,17800
2020-01-16,119626392,9179708,18702663,81800,11600,31200
2020-01-17,115270568,9376438,13732262,94200,16400,4000
2020-01-20,115271787,15261214,15259995,98200,10400,6400
2020-01-21,111628151,12117525,15761161,97400,9200,10000
2020-01-22,116976673,15937664,10589142,78000,8400,27800
2020-01-23,112253591,8565324,13288406,62500,11500,27000
2020-02-03,114525275,32486556,30214872,57000,200,5700
2020-02-04,114257368,22331539,22599446,50500,5200,11700
2020-02-05,113786923,14532463,15002908,57900,10000,2600
2020-02-06,113306018,19617240,20251424,57600,0,300
2020-02-07,105373954,8029049,15961113,56700,0,900
2020-02-10,105034971,6194615,6533598,68300,11600,0
2020-02-11,102179967,10426934,13281938,61800,3800,10300
2020-02-12,101198329,6727514,7709152,207800,147000,1000
2020-02-13,107104109,13576796,7671016,250000,52600,10400
2020-02-14,101164972,5072870,11012007,270400,21200,800
2020-02-17,107709106,12974896,6430762,273000,6200,3600
2020-02-18,121341501,23933163,10300768,273500,17200,16700
2020-02-19,126416659,17728899,12653741,280100,9600,3000
2020-02-20,143806263,30750127,13360523,292200,14500,2400
2020-02-21,142990564,14030739,14846438,286000,7800,14000
2020-02-24,140773627,12035858,14252795,282900,10500,13600
2020-02-25,140322905,19558018,20008740,278600,15600,19900
2020-02-26,138571543,9660380,11331454,289100,21500,11000
2020-02-27,148116923,19197645,9652265,293100,15600,11600
2020-02-28,138201621,15673910,25589212,271800,9400,30700
2020-03-02,144882412,18703941,12023150,280900,18100,9000
2020-03-03,136177490,14432972,23137894,289300,10000,1600
2020-03-04,152441660,31291953,15027783,297000,14100,6400
2020-03-05,184039518,59580994,27983136,288100,11000,19900
2020-03-06,174685935,6905957,16259540,287100,10200,11200
2020-03-09,138390959,12207912,48502888,286600,14100,14600
2020-03-10,139180631,13153187,12363515,288600,12700,10700
2020-03-11,138901129,16624083,16903585,293800,12800,7600
2020-03-12,141337767,13713805,11277167,291400,9300,11700
2020-03-13,150440283,26874102,17771586,281600,10300,20100
2020-03-16,129521256,15983479,36902506,278700,18700,21600
2020-03-17,139643203,25872621,15750674,298000,41200,21900
2020-03-18,125284112,11740753,26099844,321100,40300,17200
2020-03-19,152000495,41669894,14953511,291300,23700,53500
2020-03-20,127298879,21880259,46581875,411600,134300,14000
2020-03-23,108385092,11257021,30170808,375200,13000,49400
2020-03-24,103785578,9602053,14201567,384200,49000,40000
2020-03-25,108369538,13123031,8085812,416100,42200,10300
2020-03-26,102903131,35474704,40941111,426800,25000,14300
2020-03-27,111382450,29644842,21165523,425004,16004,17800
2020-03-30,122726768,32966182,21621864,434104,11700,2600
2020-03-31,134708268,58745105,46763605,436204,8600,6500
2020-04-01,137814444,54382412,51276236,423704,3400,15900
