,count,mean,std,min,25%,50%,75%,max
postive_return,17.0,0.09314034216934261,0.07265571348918304,0.0107936507936508,0.04153005464480852,0.06432038834951448,0.11340752517223107,0.27
postive_return,15.0,0.1137976240305986,0.06343256971558503,0.03200000000000003,0.061156830895816916,0.08786381109280605,0.15991863921508565,0.24864864864864855
postive_return,21.0,0.07445505849302958,0.06708842502336979,0.014814814814814836,0.026442307692307487,0.04646840148698894,0.1071428571428572,0.2997481108312343
