Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,6.019999980926514,6.349999904632568,5.920000076293945,6.179999828338623,6.1460280418396,41553070
2019-01-03,6.130000114440918,6.239999771118164,5.710000038146973,5.940000057220459,5.907347679138184,42246373
2019-01-04,5.75,6.159999847412109,5.730000019073486,6.070000171661377,6.036633014678955,29823583
2019-01-07,5.75,6.349999904632568,5.730000019073486,6.269999980926514,6.235533714294434,38523740
2019-01-08,6.21999979019165,6.460000038146973,6.179999828338623,6.230000019073486,6.195753574371338,36442716
2019-01-09,6.28000020980835,6.429999828338623,6.110000133514404,6.320000171661377,6.285258769989014,37052204
2019-01-10,6.25,6.369999885559082,6.130000114440918,6.139999866485596,6.106247901916504,27371794
2019-01-11,6.119999885559082,6.21999979019165,6.070000171661377,6.150000095367432,6.1161932945251465,17152920
2019-01-14,6.139999866485596,6.239999771118164,6.070000171661377,6.150000095367432,6.1161932945251465,18148129
2019-01-15,6.130000114440918,6.130000114440918,5.909999847412109,6.059999942779541,6.0266876220703125,20026597
2019-01-16,6.059999942779541,6.289999961853027,6.010000228881836,6.090000152587891,6.056523323059082,21812471
2019-01-17,6.050000190734863,6.409999847412109,6.019999980926514,6.400000095367432,6.364819049835205,51663564
2019-01-18,6.300000190734863,6.329999923706055,6.130000114440918,6.179999828338623,6.1460280418396,30690386
2019-01-21,6.179999828338623,6.260000228881836,6.099999904632568,6.199999809265137,6.165918350219727,18718001
2019-01-22,6.190000057220459,6.349999904632568,6.130000114440918,6.159999847412109,6.126138210296631,23893053
2019-01-23,6.150000095367432,6.25,6.010000228881836,6.170000076293945,6.136083602905273,19527089
2019-01-24,6.260000228881836,6.28000020980835,5.980000019073486,6.03000020980835,5.996853351593018,24034140
2019-01-25,6.0,6.050000190734863,5.710000038146973,5.71999979019165,5.688556671142578,25121136
2019-01-28,5.78000020980835,5.820000171661377,5.650000095367432,5.670000076293945,5.638832092285156,10186004
2019-01-29,5.630000114440918,5.679999828338623,5.199999809265137,5.400000095367432,5.370316028594971,14638015
2019-01-30,5.400000095367432,5.429999828338623,5.21999979019165,5.230000019073486,5.2012505531311035,8120346
2019-01-31,5.289999961853027,5.320000171661377,4.96999979019165,5.059999942779541,5.032185077667236,13691506
2019-02-01,5.070000171661377,5.25,5.059999942779541,5.230000019073486,5.2012505531311035,9575684
2019-02-11,5.28000020980835,5.400000095367432,5.260000228881836,5.389999866485596,5.360371112823486,10462253
2019-02-12,5.429999828338623,5.550000190734863,5.389999866485596,5.489999771118164,5.4598212242126465,11901769
2019-02-13,5.539999961853027,5.690000057220459,5.449999809265137,5.650000095367432,5.618941783905029,15857313
2019-02-14,5.659999847412109,5.96999979019165,5.610000133514404,5.800000190734863,5.7681169509887695,26505739
2019-02-15,5.789999961853027,5.840000152587891,5.699999809265137,5.739999771118164,5.708446979522705,16138660
2019-02-18,5.78000020980835,5.929999828338623,5.75,5.920000076293945,5.887457370758057,19695927
2019-02-19,5.940000057220459,6.119999885559082,5.849999904632568,6.070000171661377,6.036633014678955,31830246
2019-02-20,5.96999979019165,6.019999980926514,5.880000114440918,5.949999809265137,5.917292594909668,16455186
2019-02-21,5.949999809265137,6.349999904632568,5.940000057220459,6.050000190734863,6.016743183135986,38520654
2019-02-22,6.0,6.5,5.980000019073486,6.489999771118164,6.454323768615723,54416318
2019-02-25,6.489999771118164,6.489999771118164,6.489999771118164,6.489999771118164,6.454323768615723,0
2019-02-26,7.139999866485596,7.659999847412109,6.840000152587891,6.929999828338623,6.891905307769775,80361323
2019-02-27,7.050000190734863,7.489999771118164,7.0,7.429999828338623,7.389156818389893,61323732
2019-02-28,7.179999828338623,7.239999771118164,6.699999809265137,6.71999979019165,6.6830596923828125,58182022
2019-03-01,6.800000190734863,6.909999847412109,6.650000095367432,6.789999961853027,6.7526750564575195,29055198
2019-03-04,6.940000057220459,7.119999885559082,6.869999885559082,6.949999809265137,6.911795616149902,39760111
2019-03-05,6.940000057220459,7.599999904632568,6.800000190734863,7.460000038146973,7.418992042541504,61814996
2019-03-06,7.519999980926514,7.619999885559082,7.099999904632568,7.389999866485596,7.349376678466797,57611776
2019-03-07,7.300000190734863,7.5,7.159999847412109,7.340000152587891,7.299652099609375,52130603
2019-03-08,7.099999904632568,7.300000190734863,6.71999979019165,6.820000171661377,6.782510280609131,45517462
2019-03-11,6.820000171661377,6.820000171661377,6.820000171661377,6.820000171661377,6.782510280609131,0
2019-03-18,11.25,12.09000015258789,10.75,12.09000015258789,12.023541450500488,245102147
2019-03-19,11.25,13.300000190734863,11.149999618530273,13.300000190734863,13.226889610290527,179075136
2019-03-20,14.020000457763672,14.630000114440918,13.699999809265137,14.630000114440918,14.549578666687012,166549551
2019-03-21,15.789999961853027,16.09000015258789,13.920000076293945,14.260000228881836,14.181612968444824,194181740
2019-03-22,13.979999542236328,15.300000190734863,13.65999984741211,14.739999771118164,14.658973693847656,235370963
2019-03-25,14.199999809265137,14.199999809265137,13.270000457763672,13.270000457763672,13.197054862976074,179441383
2019-03-26,13.050000190734863,13.569999694824219,12.65999984741211,13.550000190734863,13.475515365600586,153251767
2019-03-27,13.25,13.649999618530273,12.680000305175781,13.420000076293945,13.346230506896973,137303015
2019-03-28,12.899999618530273,13.289999961853027,12.079999923706055,12.079999923706055,12.013595581054688,134208590
2019-03-29,11.710000038146973,12.25,11.430000305175781,12.079999923706055,12.013595581054688,113498054
2019-04-01,12.010000228881836,12.670000076293945,12.010000228881836,12.520000457763672,12.451177597045898,115260061
2019-04-02,12.59000015258789,13.770000457763672,12.319999694824219,13.770000457763672,13.694306373596191,193672270
2019-04-03,13.699999809265137,13.699999809265137,12.680000305175781,13.130000114440918,13.057823181152344,158192084
2019-04-04,12.899999618530273,14.149999618530273,12.869999885559082,13.369999885559082,13.296504020690918,162545540
2019-04-08,12.850000381469727,13.229999542236328,12.399999618530273,13.199999809265137,13.127439498901367,105393927
2019-04-09,13.020000457763672,14.520000457763672,12.899999618530273,14.520000457763672,14.44018268585205,208491062
2019-04-10,14.0,14.420000076293945,13.670000076293945,13.800000190734863,13.724141120910645,150454016
2019-04-11,13.529999732971191,13.630000114440918,12.8100004196167,12.850000381469727,12.779362678527832,94385337
2019-04-12,12.75,13.260000228881836,12.619999885559082,12.989999771118164,12.91859245300293,66208924
2019-04-15,13.149999618530273,13.199999809265137,12.220000267028809,12.359999656677246,12.2920560836792,63644059
2019-04-16,12.380000114440918,12.800000190734863,11.899999618530273,12.680000305175781,12.610298156738281,61501986
2019-04-17,12.510000228881836,13.15999984741211,12.510000228881836,12.850000381469727,12.779362678527832,66652861
2019-04-18,12.649999618530273,13.880000114440918,12.529999732971191,13.449999809265137,13.376065254211426,95758808
2019-04-19,13.300000190734863,13.420000076293945,12.800000190734863,12.989999771118164,12.91859245300293,66716994
2019-04-22,13.119999885559082,13.800000190734863,12.850000381469727,13.220000267028809,13.147329330444336,88591932
2019-04-23,13.020000457763672,14.220000267028809,12.880000114440918,13.59000015258789,13.51529598236084,132116645
2019-04-24,13.300000190734863,13.390000343322754,12.300000190734863,12.729999542236328,12.660022735595703,96311990
2019-04-25,12.399999618530273,12.890000343322754,11.899999618530273,11.960000038146973,11.894255638122559,64315996
2019-04-26,11.899999618530273,11.899999618530273,11.199999809265137,11.210000038146973,11.148378372192383,50778197
2019-05-06,10.100000381469727,10.180000305175781,9.5,9.5,9.44777774810791,40401025
2019-05-07,9.6899995803833,9.949999809265137,9.449999809265137,9.770000457763672,9.716294288635254,36478042
2019-05-08,9.5,10.579999923706055,9.350000381469727,10.319999694824219,10.263270378112793,54605746
2019-05-09,10.010000228881836,10.300000190734863,9.949999809265137,10.0,9.945030212402344,34081893
2019-05-10,10.25,10.65999984741211,9.800000190734863,10.539999961853027,10.482061386108398,53086446
2019-05-13,10.300000190734863,10.539999961853027,10.220000267028809,10.350000381469727,10.293106079101562,34222487
2019-05-14,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.293106079101562,0
2019-05-15,11.779999732971191,12.399999618530273,11.729999542236328,11.9399995803833,11.874364852905273,116494704
2019-05-16,11.770000457763672,12.800000190734863,11.600000381469727,12.399999618530273,12.331836700439453,104813503
2019-05-17,12.170000076293945,13.300000190734863,12.170000076293945,12.630000114440918,12.560572624206543,122004615
2019-05-20,12.600000381469727,12.600000381469727,11.5,11.960000038146973,11.894255638122559,72014991
2019-05-21,11.960000038146973,11.960000038146973,11.960000038146973,11.960000038146973,11.894255638122559,0
2019-05-22,13.600000381469727,14.199999809265137,13.170000076293945,13.270000457763672,13.197054862976074,161365318
2019-05-23,12.890000343322754,14.15999984741211,12.869999885559082,13.670000076293945,13.594855308532715,123987581
2019-05-24,13.289999961853027,13.479999542236328,12.300000190734863,12.300000190734863,12.232386589050293,101433897
2019-05-27,12.15999984741211,12.84000015258789,12.15999984741211,12.630000114440918,12.560572624206543,68211700
2019-05-28,13.079999923706055,13.890000343322754,13.079999923706055,13.399999618530273,13.326338768005371,137446824
2019-05-29,13.260000228881836,13.789999961853027,12.869999885559082,13.3100004196167,13.236835479736328,103748850
2019-05-30,13.069999694824219,13.180000305175781,12.65999984741211,12.989999771118164,12.91859245300293,72161885
2019-05-31,13.180000305175781,13.270000457763672,12.600000381469727,12.670000076293945,12.60035228729248,62658882
2019-06-03,12.760000228881836,13.079999923706055,12.5,12.729999542236328,12.660022735595703,54212781
2019-06-04,12.569999694824219,12.579999923706055,11.699999809265137,12.100000381469727,12.033486366271973,64140342
2019-06-05,12.34000015258789,12.390000343322754,11.729999542236328,12.050000190734863,11.983760833740234,46629532
2019-06-06,12.0,12.0,10.850000381469727,10.9399995803833,10.879862785339355,63208817
2019-06-10,11.039999961853027,11.350000381469727,10.34000015258789,11.100000381469727,11.038983345031738,34610020
2019-06-11,11.229999542236328,12.100000381469727,11.029999732971191,11.9399995803833,11.874364852905273,63764452
2019-06-12,11.90999984741211,12.09000015258789,11.699999809265137,11.800000190734863,11.735135078430176,47134467
2019-06-13,11.829999923706055,12.359999656677246,11.829999923706055,11.920000076293945,11.854475975036621,49495994
2019-06-14,11.960000038146973,11.960000038146973,11.390000343322754,11.420000076293945,11.357223510742188,39418904
2019-06-17,11.529999732971191,11.75,11.180000305175781,11.369999885559082,11.307498931884766,23431797
2019-06-18,11.380000114440918,11.399999618530273,11.069999694824219,11.239999771118164,11.178213119506836,18658501
2019-06-19,11.619999885559082,12.09000015258789,11.430000305175781,11.680000305175781,11.615795135498047,46285689
2019-06-20,11.579999923706055,11.960000038146973,11.460000038146973,11.779999732971191,11.715245246887207,42125933
2019-06-21,11.800000190734863,12.0600004196167,11.710000038146973,11.970000267028809,11.904200553894043,48985216
2019-06-24,11.9399995803833,11.970000267028809,11.680000305175781,11.800000190734863,11.735135078430176,26873159
2019-06-25,11.850000381469727,11.979999542236328,11.350000381469727,11.880000114440918,11.814695358276367,38441973
2019-06-26,11.729999542236328,11.8100004196167,11.569999694824219,11.59000015258789,11.526288986206055,19934852
2019-06-27,11.59000015258789,11.729999542236328,11.359999656677246,11.489999771118164,11.426838874816895,24460278
2019-06-28,11.489999771118164,11.489999771118164,10.949999809265137,11.140000343322754,11.078763008117676,26846926
2019-07-01,11.460000038146973,11.550000190734863,11.34000015258789,11.489999771118164,11.426838874816895,28120325
2019-07-02,11.539999961853027,11.550000190734863,11.300000190734863,11.350000381469727,11.287609100341797,18415154
