日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2019-08-19,6362651,5936438,0,0,0,5936438
2019-08-20,4323653,8660325,0,0,0,8660325
2019-08-21,3313002,10825534,0,0,0,10825534
2019-08-22,11028695,18574332,0,0,0,18574332
2019-08-23,5838689,21664633,0,0,0,21664633
2019-08-26,6379485,23870736,0,0,0,23870736
2019-08-27,13091104,32253000,0,0,0,32253000
2019-08-28,10607426,35324301,0,0,0,35324301
2019-08-29,10212821,40851723,0,0,0,40851723
2019-08-30,11097251,41619106,0,0,0,41619106
2019-09-02,37801062,62339488,0,0,0,62339488
2019-09-03,27881563,54300367,0,0,0,54300367
2019-09-04,24291328,59128216,0,0,0,59128216
2019-09-05,25586791,69683328,0,0,0,69683328
2019-09-06,8122244,66068342,0,0,0,66068342
2019-09-09,19468352,69457306,0,0,0,69457306
2019-09-10,11824180,72182967,0,0,0,72182967
2019-09-11,8631700,67481200,0,0,0,67481200
2019-09-12,7659491,65078559,0,0,0,65078559
2019-09-16,7797619,67005770,0,0,0,67005770
2019-09-17,5250380,65530225,0,0,0,65530225
2019-09-18,11616659,69134204,0,0,0,69134204
2019-09-19,18855943,71039378,0,0,0,71039378
2019-09-20,29316693,88089442,0,0,0,88089442
2019-09-23,20252504,94668459,0,0,0,94668459
2019-09-24,33485325,93822152,30000,30000,424500,94246652
2019-09-25,22508547,95619011,10000,40000,565600,96184611
2019-09-26,35220846,113411776,0,30000,420300,113832076
2019-09-27,32611832,109045097,0,10000,149300,109194397
2019-09-30,13537412,104668869,0,10000,148000,104816869
2019-10-08,25563881,110544721,0,10000,147200,110691921
2019-10-09,28377623,120491011,0,10000,149100,120640111
2019-10-10,46201687,138440219,29959,39959,629753,139069972
2019-10-11,42876400,140208793,0,10000,155000,140363793
2019-10-14,31143073,137004775,20000,30000,472200,137476975
2019-10-15,39503388,148113114,0,30000,484800,148597914
2019-10-16,53951453,161109965,18000,28000,469840,161579805
