日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2020-12-23,106364384,101658940,0,0,0,101658940
2020-12-24,196103866,218080672,0,0,0,218080672
2020-12-25,66730221,173781268,0,0,0,173781268
2020-12-28,78003195,148868562,0,0,0,148868562
2020-12-29,23764101,124925385,0,0,0,124925385
2020-12-30,48041894,118988010,0,0,0,118988010
2020-12-31,39553499,107272538,0,0,0,107272538
2021-01-04,83004028,146284270,0,0,0,146284270
2021-01-05,81348423,181080403,0,0,0,181080403
2021-01-06,62159627,182717727,0,0,0,182717727
2021-01-07,51585659,180466026,0,0,0,180466026
2021-01-08,75979293,203531040,446895,446895,42839355,246370395
2021-01-11,80077443,202600424,436495,790790,66821756,269422180
2021-01-12,41385815,194010639,55198,656790,56937125,250947764
2021-01-13,41418432,174260149,206872,715562,62976612,237236761
2021-01-14,40457763,179806093,74677,657154,56607246,236413339
2021-01-15,43306114,175861500,180330,770507,70193188,246054688
2021-01-18,54367239,196863914,53900,683677,62857263,259721177
2021-01-19,56833455,204664737,215084,870061,75695307,280360044
2021-01-20,36760569,198019426,159390,847310,76740866,274760292
2021-01-21,57341624,193794498,121535,530149,47888360,241682858
2021-01-22,64157717,209197229,97500,549288,52006588,261203817
2021-01-25,73482509,222562176,113157,612545,58804320,281366496
2021-01-26,37514985,212910615,35500,620545,59696428,272607043
2021-01-27,54451261,216248542,71500,667967,61720151,277968693
2021-01-28,46484955,211057016,104880,727150,60775197,271832213
2021-01-29,30908281,204691550,47700,746950,60891364,265582914
2021-02-01,25056202,201888272,37300,751991,63919235,265807507
2021-02-02,24038145,198365089,160100,890191,74971886,273336975
2021-02-03,21290815,196358512,184800,932447,75528207,271886719
2021-02-04,27264736,188717687,217414,980061,72181493,260899180
2021-02-05,14967597,189727709,125132,984493,69180324,258908033
2021-02-08,15240762,193629584,182493,1166986,81303914,274933498
2021-02-09,23018663,193864468,279300,1391254,109742115,303606583
2021-02-10,10418163,190688714,112200,1481554,117576126,308264840
2021-02-18,49744672,224257687,39600,1521154,113812743,338070430
2021-02-19,15994262,219090981,4700,1522854,114609992,333700973
2021-02-22,28726465,221846517,176317,1694171,128316512,350163029
2021-02-23,23487451,223008123,24748,1712919,123587106,346595229
2021-02-24,11056188,221516816,68600,1741519,125615765,347132581
2021-02-25,17574559,224012599,43719,1779238,125080432,349093031
2021-02-26,11201819,217704268,78200,1828121,123580979,341285247
2021-03-01,9085161,216119926,0,1828121,129979404,346099330
2021-03-02,10413319,216641065,12000,1840121,129599722,346240787
2021-03-03,14647736,219349955,37400,1851521,135938672,355288627
2021-03-04,9976129,211369262,80600,1932121,137180591,348549853
2021-03-05,3813089,209153840,2000,1925121,136933856,346087696
2021-03-08,7483916,208748072,71700,1983773,137872225,346620297
2021-03-09,9682467,208729513,21200,2004973,139927066,348656579
2021-03-10,7172329,207522118,8100,2003073,137791392,345313510
2021-03-11,8921165,208193451,33000,2036073,142158618,350352069
2021-03-12,6673109,203376351,81217,2111190,142399765,345776116
2021-03-15,8769457,198350559,139800,2220190,148486307,346836866
2021-03-16,6466452,197464642,467600,2672690,181074747,378539389
2021-03-17,13985028,195947740,805717,3246707,231165537,427113277
2021-03-18,12525012,194291537,17100,3227207,236554273,430845810
2021-03-19,3637682,191907910,15300,3227207,235231118,427139028
2021-03-22,22597467,197880501,117400,3328607,257301321,455181822
2021-03-23,22177326,188803688,56200,3350690,261387326,450191014
2021-03-24,19811189,189862140,106300,3441690,271446091,461308231
2021-03-25,27438558,207175854,212900,3611090,281303910,488479764
2021-03-26,14510130,199235212,28200,3619790,295664448,494899660
2021-03-29,7031410,194517726,19500,3624854,290423303,484941029
2021-03-30,7177912,193049821,77700,3685754,297219202,490269023
2021-03-31,5344441,193852297,128400,3758554,296700253,490552550
2021-04-01,5677114,187073102,250900,3994654,322688150,509761252
2021-04-02,10359606,186080986,383600,4351854,353979804,540060790
