日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2021-06-25,85243968,99845003,14601035,1135578,1135578,0
2021-06-28,75438882,40132741,49937827,730887,64644,469335
2021-06-29,126902606,82500438,31036714,703438,149972,177421
2021-06-30,79285596,39109186,86726196,635511,117464,185391
2021-07-01,68370526,12906584,23821654,544149,67428,158790
2021-07-02,70697049,14494075,12167552,540668,112678,116159
2021-07-05,82552973,35143031,23287107,531777,79906,88797
2021-07-06,65639598,15134977,32048352,533020,94138,92895
2021-07-07,64721975,13424007,14341630,589922,154167,97265
2021-07-08,67235511,10932437,8418901,552434,70149,107637
2021-07-09,66321429,10720760,11634842,583265,51163,20332
2021-07-12,68121975,12878743,11078197,702141,162834,43958
2021-07-13,63050985,11601459,16672449,967568,359027,93600
2021-07-14,53993843,15048630,24105772,1143273,310716,135011
2021-07-15,49724693,5600352,9869502,1206405,146986,83854
2021-07-16,49373049,7842750,8194394,1174048,34777,67134
2021-07-19,46612019,8076780,10837810,1185997,44642,32693
2021-07-20,47627555,6517262,5501726,1184183,39247,41061
2021-07-21,49442628,11266760,9563020,1221761,70317,32739
2021-07-22,77113484,33389600,5718744,953058,11018,279721
2021-07-23,80440421,8310501,4983564,900013,4200,57245
2021-07-26,78579606,4754222,6615037,924402,27445,3056
2021-07-27,83183703,9927746,5323649,908693,2297,18006
2021-07-28,83672698,6519618,6030623,919398,13977,3272
2021-07-29,75444843,10482464,18710319,943025,44726,21099
2021-07-30,78208888,8417023,5652978,1058788,119163,3400
2021-08-02,76425912,4804527,6570503,1085685,46315,19418
2021-08-03,77980417,10070246,8515741,1105309,23939,4315
2021-08-04,75120896,5143369,7931638,1094531,4032,14810
2021-08-05,79982997,11418452,6556351,1074499,3400,23432
2021-08-06,80114932,5153254,5021319,1091313,20214,3400
2021-08-09,79884374,3877631,4108189,1090009,1203,2507
2021-08-10,76352991,4614443,8145826,1094409,6100,1700
2021-08-11,75370127,2679791,3465581,1096100,3043,1352
2021-08-12,75050617,2073436,2392946,1096056,956,1000
2021-08-13,75313557,3396938,3133998,1095614,2214,2656
2021-08-16,81365693,10949579,4897443,1106006,13702,3310
2021-08-17,81000471,5348875,5714097,1106006,3900,3900
2021-08-18,80115416,3276161,4161216,1105748,3642,3900
2021-08-19,83335249,5218603,1998770,1092858,9600,22490
2021-08-20,92396566,14339181,5254200,1075574,21320,38604
2021-08-23,93902044,10902273,9396795,1052654,4100,27020
2021-08-24,95070637,6893040,5724447,1050658,3809,5805
2021-08-25,87350276,4205510,11925871,1094772,47322,3208
2021-08-26,87031763,3651636,3970149,1095999,3394,2167
2021-08-27,84080267,4015059,6966555,1093274,8725,11450
2021-08-30,84831461,3933067,3181873,1098009,8251,3516
2021-08-31,88324553,5776707,2283615,1103009,8900,3900
2021-09-01,89219504,3939580,3044629,1104575,10302,8736
2021-09-02,89419391,1256602,1056715,1109164,8037,3448
2021-09-03,89613507,3994826,3800710,1115089,12272,6347
2021-09-06,80370293,5519718,14762932,1180375,71526,6240
2021-09-07,78083534,3213683,5500442,1115624,4792,69543
2021-09-08,78012790,6034542,6105286,1120502,10745,5867
2021-09-09,77736181,7660452,7937061,1117726,5700,8476
2021-09-10,77381021,2678105,3033265,1119726,8700,6700
2021-09-13,74253382,4510197,7637836,1181026,65400,4100
2021-09-14,73448763,3727949,4532568,1181726,3200,2500
2021-09-15,59934186,15724771,14408286,1187815,9989,0
2021-09-16,59397610,9734095,10270671,1191315,6400,2900
2021-09-17,58117274,3347050,4627386,1191886,5615,5044
2021-09-22,60182942,7272478,5206810,1192596,8084,7374
2021-09-23,59671498,5553627,6065071,1186681,4622,10537
2021-09-24,60271184,3286071,2686385,1186547,1800,1934
2021-09-27,61152645,4934779,4053318,1193914,8729,1362
2021-09-28,64612938,9216193,5755900,1190877,5301,8338
2021-09-29,65512225,4358932,3459645,1173917,1157,18117
2021-09-30,59758826,6901590,12654989,1187020,13103,0
2021-10-08,58099437,7997187,9656576,1079957,12937,120000
2021-10-11,59943353,6441247,4597331,1081094,1137,0
2021-10-12,59311416,2767425,3399362,1079425,400,2069
2021-10-13,60445938,3629030,2494508,1079425,0,0
2021-10-14,60065582,3258829,3639185,1091538,12313,200
2021-10-15,57831402,5325587,7559767,1076994,6597,21141
2021-10-18,56545672,1472871,2758601,1071034,2136,8096
2021-10-19,55762930,1140546,1923288,1073452,2618,200
2021-10-20,60669894,7119394,2212430,1072834,7682,8300
2021-10-21,62488638,3526117,1707373,1001722,16969,88081
2021-10-22,58465927,2865072,6887783,998584,1181,4319
2021-10-25,59709972,4465482,3221437,936832,8390,70142
2021-10-26,59523419,2046219,2232772,1023871,93640,6601
2021-10-27,55903682,2887371,6507108,1027136,5046,1781
2021-10-28,54353416,4584238,6134504,1033057,60902,54981
2021-10-29,52864267,2040021,3529170,980655,37979,90381
2021-11-01,53078554,5546752,5332465,800640,17800,197815
2021-11-02,61893205,13502998,4688347,801829,4355,3166
2021-11-03,61682076,2647346,2858475,799995,1636,3470
2021-11-04,67677401,8825440,2830115,806960,6965,0
