日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2020-11-05,20948932,19049029,0,0,0,19049029
2020-11-06,18947627,22862676,0,0,0,22862676
2020-11-09,17574873,25952301,0,0,0,25952301
2020-11-10,12692670,26650686,0,0,0,26650686
2020-11-11,12589470,28360256,0,0,0,28360256
2020-11-12,8810350,29159401,0,0,0,29159401
2020-11-13,4245802,27382267,0,0,0,27382267
2020-11-16,6361026,28699431,0,0,0,28699431
2020-11-17,8911351,29267594,0,0,0,29267594
2020-11-18,6900552,31970682,0,0,0,31970682
2020-11-19,6784989,34240399,0,0,0,34240399
2020-11-20,3536814,30995938,0,0,0,30995938
2020-11-23,3770082,30126887,0,0,0,30126887
2020-11-24,2133662,28670888,0,0,0,28670888
2020-11-25,3586647,27686831,0,0,0,27686831
2020-11-26,3466689,26288432,0,0,0,26288432
2020-11-27,3455036,26430802,0,0,0,26430802
2020-11-30,2485657,25539933,0,0,0,25539933
2020-12-01,2250920,25758858,0,0,0,25758858
2020-12-02,4189020,24023056,0,0,0,24023056
2020-12-03,3120885,23497955,0,0,0,23497955
2020-12-04,3185714,24624970,0,0,0,24624970
2020-12-07,2834261,24614723,0,0,0,24614723
2020-12-08,1661889,24059825,0,0,0,24059825
2020-12-09,2716898,24528632,0,0,0,24528632
2020-12-10,3662336,26018127,0,0,0,26018127
2020-12-11,1535781,24705922,0,0,0,24705922
2020-12-14,2454958,25516037,0,0,0,25516037
2020-12-15,3432955,26255042,0,0,0,26255042
2020-12-16,1489663,24530567,0,0,0,24530567
2020-12-17,3435169,25955100,0,0,0,25955100
2020-12-18,1390155,24626187,0,0,0,24626187
2020-12-21,1851359,24460811,0,0,0,24460811
2020-12-22,1686760,23968857,0,0,0,23968857
2020-12-23,1865709,23621243,0,0,0,23621243
2020-12-24,2634995,25251924,0,0,0,25251924
2020-12-25,2112356,26038885,0,0,0,26038885
2020-12-28,2162756,25656386,0,0,0,25656386
2020-12-29,1062786,25484112,0,0,0,25484112
2020-12-30,2595435,26145832,0,0,0,26145832
2020-12-31,1393667,25731244,0,0,0,25731244
2021-01-04,1453070,24443367,0,0,0,24443367
2021-01-05,6105727,26223166,0,0,0,26223166
2021-01-06,2332718,24021286,0,0,0,24021286
2021-01-07,3216542,23891432,0,0,0,23891432
