日期,收盘价,成交量,lev,pred,resid,resid_norm
2017-08-02,6251.8627,114012011.0,2483.5132797,5525.804203734655,726.0584962653447,0.1161347475313789
2017-08-01,6286.5362,101081557.0,2469.16730735,5503.558045682904,782.9781543170957,0.12454842053038616
2017-07-31,6298.0004,113331066.0,2464.01202997,5495.563807816127,802.4365921838726,0.1274113275991333
2017-07-28,6215.4633,86467879.0,2454.3869337,5480.638265812991,734.8250341870089,0.11822530336346912
2017-07-27,6184.0207,104005538.0,2460.29327148,5489.79716564601,694.2235343539896,0.11226086845957511
2017-07-26,6146.7028,88753495.0,2448.49837101,5471.506929636997,675.1958703630035,0.10984683859499493
2017-07-25,6153.5984,89224304.0,2441.79135116,5461.106420002713,692.4919799972868,0.11253447738761872
2017-07-24,6167.1282,97299924.0,2430.15082001,5443.055562978077,724.0726370219227,0.1174083971567062
2017-07-21,6126.1083,83132654.0,2410.13102315,5412.01106113143,714.0972388685695,0.11656621200584547
2017-07-20,6099.2835,93828770.0,2409.52842139,5411.076612516295,688.2068874837041,0.1128340546039062
2017-07-19,6059.3582,102901914.0,2406.31492708,5406.093478534536,653.2647214654635,0.1078108769779386
2017-07-18,5938.4342,76564323.0,2407.27845796,5407.587616381819,530.8465836181804,0.08939167560670798
2017-07-17,5876.4592,101536169.0,2407.15127106,5407.390388908458,469.06881109154256,0.07982167409441769
2017-07-14,6128.7397,66386360.0,2426.00447997,5436.6258743089675,692.1138256910326,0.11292922518654734
2017-07-13,6149.9337,79136009.0,2434.00738357,5449.035898113212,700.8978018867874,0.11396835089243117
2017-07-12,6132.9922,75579501.0,2434.94429557,5450.4887583254085,682.5034416745912,0.11128392461914287
2017-07-11,6128.9942,76982330.0,2429.79876306,5442.509631732579,686.4845682674213,0.11200607242660163
2017-07-10,6206.5568,90370999.0,2430.13461233,5443.030429888306,763.5263701116946,0.12301931565529128
2017-07-07,6226.0108,79328307.0,2416.75770054,5422.2869845041605,803.7238154958395,0.12909129799386784
2017-07-06,6201.6535,82871814.0,2417.96028975,5424.151827749658,777.5016722503424,0.12537006013804905
2017-07-05,6193.9641,68621638.0,2414.76845391,5419.2022793440465,774.7618206559537,0.12508335665942166
2017-07-04,6146.8527,63114196.0,2411.39317899,5413.9682737634885,732.8844262365119,0.11922921566617528
2017-07-03,6177.3953,63825322.0,2408.46950025,5409.43455393218,767.9607460678199,0.1243178894618934
2017-06-30,6138.1556,53521223.0,2402.38956588,5400.006459576534,738.1491404234657,0.12025585347224918
2017-06-29,6116.9932,58035289.0,2409.62215638,5411.221966442236,705.7712335577635,0.11537878341237383
2017-06-28,6086.2112,60479482.0,2408.66545724,5409.7384225068945,676.4727774931052,0.11114842309335327
2017-06-27,6113.1658,62316849.0,2404.92095762,5403.931863819973,709.2339361800268,0.11601745468444956
2017-06-26,6111.6406,69846178.0,2402.02864081,5399.446776624681,712.193823375319,0.11653071081688263
2017-06-23,6010.3137,63505124.0,2396.08527996,5390.230465481596,620.0832345184035,0.10316986191892173
2017-06-22,5992.3352,69225641.0,2402.47973183,5400.146279027294,592.188920972706,0.09882439837022233
2017-06-21,6078.1925,56730429.0,2406.70708348,5406.701591602271,671.4909083977291,0.11047542643602173
2017-06-20,6066.9046,66122408.0,2405.01329707,5404.0750536957785,662.8295463042214,0.10925333263097979
2017-06-19,6057.4115,59231585.0,2401.9509383,5399.326284107596,658.0852158924044,0.10864132573664584
2017-06-16,6012.9996,56912596.0,2400.99867394,5397.84961714193,615.14998285807,0.10230334671202539
2017-06-15,6021.1651,64991110.0,2409.79099673,5411.483785510332,609.6813144896678,0.10125636888609278
2017-06-14,5966.4314,60926963.0,2402.12736518,5399.599867533056,566.8315324669447,0.09500344418054395
2017-06-13,5980.0566,60424169.0,2404.16288885,5402.756334043386,577.3002659566137,0.09653759229580096
2017-06-12,5902.8551,60359675.0,2401.11114005,5398.024017231201,504.8310827687992,0.0855232043166364
2017-06-09,5969.2741,62109874.0,2395.12123881,5388.735536363647,580.5385636363526,0.09725446577103113
2017-06-08,5958.977,66506547.0,2400.85364073,5397.624715571391,561.352284428609,0.09420279427636807
2017-06-07,5955.0153,74666059.0,2405.20669815,5404.374958846025,550.640341153975,0.0924666543096833
