日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2017-07-12,44108661,543301294,1000,33700,192764,543494058
2017-07-13,44272714,556687885,78400,101100,587391,557275276
2017-07-14,20384966,548844264,0,22700,131433,548975697
2017-07-17,49027606,546430808,77000,95700,537834,546968642
2017-07-18,22797021,546794715,0,18700,105094,546899809
2017-07-19,103577326,582623626,112500,131200,775392,583399018
2017-07-20,45811448,572597161,0,23700,139119,572736280
2017-07-21,35737445,580811557,0,23700,138408,580949965
2017-07-24,37116006,577746303,0,23700,138408,577884711
2017-07-25,34590975,587842125,0,18700,108460,587950585
2017-07-26,35733043,591532830,2000,20700,120474,591653304
2017-07-27,53196046,582891834,5800,24500,144550,583036384
2017-07-28,11789920,570987405,0,21000,123270,571110675
2017-07-31,45959558,576254233,2000,20700,122337,576376570
2017-08-01,50711037,578100353,83800,101500,602910,578703263
2017-08-02,79339219,606813401,2300,23800,141848,606955249
2017-08-03,31340359,593116120,106700,128200,762790,593878910
2017-08-04,61750561,592042674,2000,23500,140295,592182969
2017-08-07,50645050,602590707,0,21000,124110,602714817
2017-08-08,41881818,602858767,83000,103000,610790,603469557
2017-08-09,32173137,605328809,9900,32900,192465,605521274
2017-08-10,35132553,593912375,0,25000,146000,594058375
2017-08-11,32565642,590796726,103600,127600,724768,591521494
2017-08-14,36807898,599354768,1000,125400,733590,600088358
2017-08-15,23364120,605143779,2300,125700,731574,605875353
2017-08-16,16774170,595673712,3200,126600,735546,596409258
2017-08-17,28858170,599548076,0,124300,728398,600276474
2017-08-18,26673729,607247296,13100,135400,785320,608032616
2017-08-21,19526156,605214107,2000,121100,704802,605918909
2017-08-22,17405726,595816457,0,119100,688398,596504855
2017-08-23,37152256,596610783,13500,132600,773058,597383841
2017-08-24,20159216,591270413,0,132600,762450,592032863
2017-08-25,81830736,631449940,900,120000,704400,632154340
2017-08-28,190136288,675866981,14500,133600,816296,676683277
2017-08-29,79385206,691811341,0,26200,157986,691969327
2017-08-30,72472057,690378774,1000,27200,164832,690543606
2017-08-31,66080917,696484558,9000,31200,189696,696674254
2017-09-01,59864239,702611670,0,31200,190320,702801990
2017-09-04,37907894,696780598,5000,36200,220096,697000694
2017-09-05,22516931,688656245,1000,32200,195454,688851699
2017-09-06,47720618,693954280,90400,110100,663903,694618183
2017-09-07,50998478,705427961,22500,42200,251934,705679895
2017-09-08,34418344,713271874,0,41200,245964,713517838
2017-09-11,25126748,718152284,0,40700,243386,718395670
2017-09-12,62476236,725250701,0,40700,244607,725495308
2017-09-13,19442048,723077708,900,41100,245778,723323486
2017-09-14,26982498,712578147,0,18600,110856,712689003
2017-09-15,23010047,708353354,0,18600,110856,708464210
2017-09-18,59421980,737496170,2000,19700,118200,737614370
2017-09-19,31617191,729921978,0,17700,105138,730027116
2017-09-20,22629565,725914193,0,17700,106023,726020216
2017-09-21,38813143,727342044,0,17700,104961,727447005
2017-09-22,25990736,727427422,0,17700,104253,727531675
2017-09-25,16813482,718538141,2000,19700,115048,718653189
2017-09-26,16578747,723436398,0,19700,115048,723551446
2017-09-27,24785658,733268329,0,19700,115048,733383377
2017-09-28,33157411,743906229,0,19700,114457,744020686
2017-09-29,21759935,730718632,3000,22700,132341,730850973
2017-10-09,39565201,730819720,2000,24700,144742,730964462
2017-10-10,25098158,734766182,0,22700,133703,734899885
2017-10-11,32079357,741295878,0,20700,121923,741417801
2017-10-12,19951685,741118092,0,20700,121716,741239808
2017-10-13,25374298,745892382,1000,21700,128030,746020412
2017-10-16,32475099,756094859,0,20700,120888,756215747
2017-10-17,18595778,752388953,0,20700,120681,752509634
2017-10-18,21914428,740306607,102900,123600,723060,741029667
2017-10-19,35983993,736486117,11700,31400,180236,736666353
2017-10-20,14946718,737705336,0,29400,169050,737874386
2017-10-23,15776959,740279565,11500,40000,229200,740508765
2017-10-24,13845070,728203723,7300,35800,208356,728412079
2017-10-25,13665194,731278655,3200,34700,201260,731479915
2017-10-26,19548161,730564018,0,18800,109604,730673622
2017-10-27,12477091,728778870,0,16800,97104,728875974
2017-10-30,24284213,731572367,0,16700,94355,731666722
2017-10-31,9156396,728886733,2000,18700,105655,728992388
2017-11-01,12943887,727864410,0,18700,104720,727969130
2017-11-02,24811945,725637862,100000,118700,670655,726308517
2017-11-03,13646576,721375054,1900,20600,115154,721490208
2017-11-06,16802968,724135232,0,18700,104346,724239578
