sid,R_Squared,F_Value,F_P_value,Last Resid,Last Fitted Value,percent,deviation,params,open,open_std,high,high_std,low,low_std,close,close_std,volume,volume_std,rzmr,rzmr_std,lev_ratio,lev_ratio_std,volume_10%,volume_1%,volume_std_last,volume_std_rate,close_10%,close_1%,close_std_last,close_std_rate,lev_10%,lev_1%,lev_ratio_last,lev_ratio_rate
000001,0.6647602339315077,65.43700938884984,2.4567906839500615e-09,-0.7550179926300427,15.165017992630043,-0.04978681812293064,-2.047825578519996,"const     -1.422329e+00
vol_sum    3.622725e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,True,False,True,False,13543694.210405331,8799366.986346526,14304703.783358067,1,0.1470374102057022,0.10163893328156545,0.11907980517282536,2,0.10531289833975101,0.1371561990188161,0.11823568001331203,2
000002,0.24271175586764993,10.576538069476017,0.0026418588828128037,-1.0571953807818666,19.937195380781866,-0.053026283817278176,-0.9678469258376723,"const      1.458176e+01
vol_sum    1.255423e-09
dtype: float64",False,False,False,True,False,False,False,False,False,False,False,False,True,False,14555604.845409354,8730778.255097194,14555604.845409354,2,0.26476404589753544,0.21018185625235802,0.3348133808557074,1,0.12939498396801657,0.13864656228118072,0.11387015736253615,1
000006,0.3691077507634607,19.30687179931952,0.00010861404348589707,-0.4582880771446112,5.098288077144611,-0.08989058095777196,-1.2964983640064554,"const     -1.970614e+00
vol_sum    4.282965e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,False,False,True,False,4184841.553116933,3552346.992204046,29198637.559876323,1,0.09154233993076706,0.0601181503169629,0.25312052465179463,1,0.1726092917972462,0.22835552854656013,0.09861397225356253,1
000008,0.6755762154631519,68.7188059966419,1.4195065954359095e-09,-0.16609381997065675,2.456093819970657,-0.0676251935574029,-1.700167745811528,"const     -2.639807e+00
vol_sum    2.175295e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,False,False,True,False,5121177.145064447,3055821.02151714,7970403.047106062,1,0.03193743884534247,0.019594295411763687,0.017320508075675953,3,0.11050407076977327,0.14876816159872283,0.05095601631728199,1
000009,0.9268613023752522,418.19753388709313,2.590247390061388e-20,-0.5223045958759407,11.29230459587594,-0.04625314447032286,-1.7262751082372458,"const     -3.541163e+01
vol_sum    6.047718e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,True,False,True,True,8391453.539569361,2711096.9403015696,27543414.06518736,1,0.1578923684032893,0.11404046142621986,0.5251952018059621,1,0.11655033372354004,0.16294574444681212,0.0809658913634735,1
000012,0.178621756364167,7.1763745943956465,0.011428479820849364,-1.2737155627366343,7.073715562736634,-0.18006315795992614,-1.8045660267169783,"const     -1.066200e+01
vol_sum    4.180665e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,False,False,False,False,4022871.6500265943,2208980.6944576134,9052566.325104184,1,0.07120393247569813,0.06026726611666089,0.07120393247569813,2,0.08183611234934395,0.09948048813189758,0.07998496204687024,1
000016,0.5897373453513816,47.43627570309519,7.266489784883295e-08,-0.44404184317284834,5.084041843172848,-0.08734032033373879,-1.851676145690234,"const     -3.995553e+01
vol_sum    1.461774e-08
dtype: float64",False,False,False,False,False,False,False,False,False,False,True,False,True,False,1451973.379605494,1219843.6109840123,1595531.8611617263,1,0.04615192303685732,0.03500957567020376,0.03271085446756866,3,0.09827773595560721,0.1331857595623834,0.08233328722995417,1
000021,0.40432515552400694,22.39935135086936,4.0451304875237004e-05,-0.8394634941789292,11.22946349417893,-0.07475544086447994,-1.4679857308701034,"const     -5.226244e+01
vol_sum    1.552279e-08
dtype: float64",False,False,False,False,False,False,False,False,False,False,False,False,True,False,1282814.6030179888,671393.7514700771,5235410.412776796,1,0.10502380682492753,0.06011900026300992,0.1932614809008609,1,0.11651542076018531,0.1368968229843274,0.05823748132411287,1
000025,0.6043401867997342,50.404983015793015,3.9515738860299e-08,0.41686488481422757,11.953135115185772,0.03487494124320779,0.45908842941051387,"const     -9.324577e+00
vol_sum    1.057569e-07
dtype: float64",True,False,False,False,False,False,False,False,False,True,False,True,False,False,470208.03108124004,371627.8360703973,4059452.9616230675,1,0.16223439832538739,0.13049700653205137,0.5773820225812575,1,0.08661048181228682,0.10602077489661621,0.08877534234978376,2
000027,0.14773100735858824,5.720169670521616,0.022627162202573277,-0.02165746663271495,5.981657466632715,-0.0036206464100504068,-0.0721915360468975,"const      1.911898e+01
vol_sum   -3.360616e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,True,True,True,False,2276999.0590823265,1578302.7495289803,12548095.285781475,1,0.0568330889535142,0.04061632132849221,0.1056882207249054,1,0.10826817468602383,0.15211166632501735,0.07550244642040836,1
000028,0.7169212470275552,83.57533337803088,1.4566376035738841e-10,-0.6962518560840358,29.546251856084037,-0.023564811519085006,-0.6000209486748693,"const      1.115777e+00
vol_sum    2.340813e-07
dtype: float64",False,False,False,False,False,False,False,False,False,False,False,False,True,False,625787.1982047893,394100.28123495873,637994.8957226856,1,0.25449950884048694,0.17376537416193572,0.27582603212911017,1,0.12241243160352584,0.1620615748730547,0.1200989332584511,1
000030,0.02516381328144457,0.8518414166414363,0.36273134101328963,0.07789198948557097,5.242108010514429,0.01485890586942086,0.22848645491155117,"const     -2.604172e-01
vol_sum    4.613636e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,False,False,True,True,821022.4389709455,501921.1074804958,4921137.836478338,1,0.05974947698515896,0.051224991129933194,0.24480604567698003,1,0.13963387249344747,0.18783103400630083,0.19496400308785428,3
000031,0.03555868434978038,1.2167008655696492,0.27798834754352214,-0.2890931700722916,4.289093170072292,-0.06740193290494993,-0.757472960138789,"const      3.592848e+00
vol_sum    4.691664e-10
dtype: float64",False,False,False,False,False,True,False,False,False,True,False,False,False,False,4974446.243839581,4051674.002413407,12686324.117216798,1,0.07429670248402859,0.073641014606387,0.14363147287416073,1,0.11571926697932305,0.1466067546999864,0.09860613910249882,1
000034,0.11743985719846295,4.3912194757029415,0.0438766788590123,0.04705256327886431,14.742947436721135,0.0031915302880119955,0.07135221342664255,"const      7.469764e+00
vol_sum    7.225687e-09
dtype: float64",False,False,False,False,False,False,False,False,False,True,False,False,True,False,1454709.6057358992,1023524.8332696819,2889487.072886988,1,0.18316659084014195,0.12330844546627158,0.12735776379949193,2,0.1291172417638253,0.14946776645136892,0.0953641475990578,1
000035,0.9554286594466412,707.3860774726729,7.213337887111067e-24,-0.03505284229177619,4.3550528422917765,-0.008048775425037137,-0.3874625816874693,"const     -6.174822e+00
vol_sum    8.926145e-09
dtype: float64",False,False,False,False,False,True,False,False,False,False,True,False,True,False,1545348.919632877,557293.9514704326,3838566.004970712,1,0.043011626335215145,0.0357905208845843,0.049799598391949945,1,0.09525407381344354,0.13111311351413865,0.07797277042889848,1
000036,0.3261164011581962,15.969881529564939,0.00034007294187064866,0.20830456469278236,4.051695435307217,0.05141170357415766,1.0327805665275631,"const     -8.185899e-01
vol_sum    3.567358e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,False,False,False,False,2449591.2925236714,1852679.3703961943,24457538.66867291,1,0.05683308895352371,0.035355339059327175,0.20079840636817609,1,0.11192309567436108,0.12925535578017183,0.10351142854193415,1
000039,0.04015587444811697,1.3805823482286146,0.24841070530027734,-0.016288890891873464,13.006288890891874,-0.0012523857518865625,-0.024020456226013134,"const      1.994089e+01
vol_sum   -4.176356e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,True,True,False,False,1890304.1371442964,1216963.9197103512,2156847.3512215097,1,0.10014988766847281,0.05341948677147986,0.10014988766847281,2,0.13191725571664692,0.14279507976756808,0.14272275346293795,2
000040,0.02084495098608341,0.7025275345651371,0.4079658352497608,-0.24955326770806074,3.1295532677080606,-0.07974085959266064,-0.8931921975481023,"const     -4.029487e-01
vol_sum    8.640562e-10
dtype: float64",False,False,False,False,False,False,False,False,True,False,True,False,True,False,2943733.136186012,1396585.8065492767,2943733.136186012,2,0.03768288736283401,0.028596227351277665,0.03271085446759973,2,0.051968369337953645,0.09066252050195744,0.021464226792117215,1
000046,0.12891606125647925,4.883834762927957,0.034156079349171,-0.29348835037772325,1.7934883503777233,-0.1636410687116603,-1.2574706551358255,"const      1.225006e+00
vol_sum    3.755957e-10
dtype: float64",False,False,False,False,False,False,False,False,False,False,True,False,True,True,11515140.653385665,5691953.41438631,12285514.830879387,1,0.02387467277262742,0.02108817963739226,0.02190890230020663,2,0.05339201144848446,0.11723702764115587,0.014230690940232481,1
000049,0.6633793537116675,65.03320254971479,2.6317181978354325e-09,-0.0850930700028627,35.65509307000286,-0.002386561432774739,-0.052629338173245645,"const     -6.656104e+01
vol_sum    1.902786e-07
dtype: float64",False,False,False,False,False,False,False,True,False,False,False,False,False,False,461420.2020097295,419067.5160952362,7689262.913389995,1,0.3786423114233867,0.32177389941129125,1.9323379621588264,1,0.13349165854828463,0.1673010410234576,0.15271053374933496,2
000050,0.7436763371753465,95.74347860179697,2.7831248955963805e-11,-0.3385707676190375,9.348570767619037,-0.036216313277721186,-0.9807140081313465,"const     -9.871607e+01
vol_sum    3.634951e-08
dtype: float64",False,False,False,False,False,True,False,False,False,False,True,False,True,False,638559.9198354061,554555.5388435947,3235632.3406176423,1,0.0719722168617864,0.049230555369425014,0.046583258795415104,3,0.1331383229358931,0.16839103725668467,0.14616364102611884,2
