sid,R_Squared,F_Value,F_P_value,Last Resid,Last Fitted Value,percent,deviation,params
000001,0.7623764337743764,1716.4601918397998,0.0,0.8307691532953321,13.659230846704668,0.060821078625796686,1.770625738823571,"const       1.973554e+01
lev_buy    -1.782712e-09
lev_sell    6.764573e-08
dtype: float64"
000002,0.33619674458375215,270.7084644641186,7.586605627106433e-96,-4.939177840477399,21.0291778404774,-0.23487260785680203,-10.364958969815989,"const       3.278778e+01
lev_buy    -2.060647e-09
lev_sell    9.922880e-08
dtype: float64"
000006,0.725793203502539,1344.6163701588039,3.497302765620418e-286,-0.0026874451282221656,4.142687445128222,-0.0006487202242067735,-0.07108887789878345,"const       2.382442e+00
lev_buy     4.975376e-09
lev_sell    2.926642e-07
dtype: float64"
000008,0.21442752788551778,112.45829586039622,6.557491107670215e-44,-0.661055173541905,3.191055173541905,-0.20715880409180398,-37.00107305794592,"const       2.858518e+00
lev_buy     1.585987e-09
lev_sell   -1.793678e-07
dtype: float64"
000009,0.6326536088124282,920.5299467269772,3.4119540648879846e-233,-2.0137341325978344,13.623734132597834,-0.1478107333127945,-2.630132922991007,"const       7.254609e-01
lev_buy     2.911346e-09
lev_sell    1.275191e-06
dtype: float64"
000012,0.5669455622616796,699.7559120084103,5.394643188302868e-195,1.0763279923616444,6.543672007638356,0.16448379306072472,7.335294848111463,"const       1.627325e+00
lev_buy     6.167852e-09
lev_sell    7.919514e-07
dtype: float64"
000016,0.6116562214028349,480.3866002482845,5.1402868969701155e-126,-1.2649109763670916,6.364910976367091,-0.19873191959223074,-16.41681301920509,"const       3.813960e+00
lev_buy     2.405552e-09
lev_sell    4.588565e-06
dtype: float64"
000021,0.8352815371395965,1564.392659649509,2.3173606877989077e-242,-3.050678667874127,14.580678667874126,-0.2092274809262303,-4.2700405806789865,"const       7.556699e+00
lev_buy     6.131189e-09
lev_sell   -7.938705e-09
dtype: float64"
000025,0.5277502213857447,345.87352057248256,1.4327177746163482e-101,-3.011867428907994,16.031867428907994,-0.18786753584782773,-9.36616599779272,"const       1.358359e+01
lev_buy     1.486313e-08
lev_sell    2.461858e-05
dtype: float64"
000027,0.8665584880746265,3471.000179726055,0.0,-0.40077147107998545,6.9807714710799855,-0.057410770821005354,-6.409055136462132,"const       3.077446e+00
lev_buy     7.637103e-09
lev_sell   -1.944655e-07
dtype: float64"
000028,0.20251857529344564,135.73504678704907,2.9488175818395274e-53,-9.300028386686051,42.180028386686054,-0.22048416614204,-5.141701741529944,"const       4.460105e+01
lev_buy     1.769057e-08
lev_sell   -2.043095e-05
dtype: float64"
000030,0.06833344616117787,39.20311062220258,3.71312759718155e-17,-1.802920417737929,7.352920417737929,-0.245197869051952,-29.477059686613952,"const       4.973539e+00
lev_buy     8.799464e-09
lev_sell    2.364120e-06
dtype: float64"
000031,0.6579943965662084,911.9422045749054,1.3544003101460207e-221,-0.7457292925255761,4.585729292525576,-0.1626195627685794,-14.966779200962838,"const       5.269856e+00
lev_buy     1.970472e-09
lev_sell   -6.461671e-07
dtype: float64"
000034,0.2865341718140926,124.29793085108169,4.1590902117967996e-46,-4.698353137773884,19.118353137773884,-0.24575093387572786,-6.0851888425264615,"const       1.334717e+01
lev_buy     1.046937e-08
lev_sell    8.518992e-06
dtype: float64"
000035,0.5384511159481628,361.0681904871415,1.1895419867658009e-104,-0.04510082285232997,5.51510082285233,-0.008177696890952662,-2.421406460613961,"const       5.630018e+00
lev_buy    -4.496441e-10
lev_sell   -3.638614e-08
dtype: float64"
000036,0.24033291936610335,167.67403841923323,5.374682010728169e-64,-1.2246506727858182,4.994650672785818,-0.2451924574942809,-12.6130984613941,"const       2.170690e+00
lev_buy     1.007383e-08
lev_sell   -9.008493e-07
dtype: float64"
000039,0.8455040806744843,2925.1383019918703,0.0,-0.5582747659232794,14.79827476592328,-0.03772566564373074,-1.1973253534387638,"const       2.263280e-01
lev_buy     1.366908e-08
lev_sell    2.004724e-07
dtype: float64"
000040,0.26858746958775137,149.0902987280855,7.078364167220583e-56,0.003933721430149806,3.24606627856985,0.0012118426096595053,0.024912594523867872,"const       2.071132e+00
lev_buy     1.060686e-08
lev_sell    5.413840e-08
dtype: float64"
000046,0.5356409915999464,616.5490597385347,8.578201710151636e-179,-1.2910908965066419,2.981090896506642,-0.43309343503064346,-11.523055987345018,"const       3.692288e+00
lev_buy     3.413736e-09
lev_sell   -7.696784e-07
dtype: float64"
000049,0.1837332266449886,120.31043385253022,7.486303149452249e-48,-7.214028832363958,44.16402883236396,-0.16334625764661728,-1.5173683814970633,"const       3.442047e+01
lev_buy     3.417039e-08
lev_sell   -2.138302e-04
dtype: float64"
000050,0.3444621816792651,280.8610441106318,9.364792023868657e-99,-1.7770298296375326,12.727029829637532,-0.13962643707327138,-7.702415384648371,"const       6.788076e+00
lev_buy     4.808559e-09
lev_sell    2.820278e-08
dtype: float64"
000059,0.24145527572004877,170.13874164753338,7.0785973282503234e-65,1.50088308064589,5.44911691935411,0.2754360207091668,23.787105605593943,"const       3.216132e+00
lev_buy     5.274921e-09
lev_sell    7.605397e-06
dtype: float64"
000060,0.7766297002364146,1858.3875081678875,0.0,-0.19703420694706164,4.887034206947062,-0.04031774663393429,-1.4866025110836325,"const      -2.411323e+00
lev_buy     6.238275e-09
lev_sell    1.343032e-07
dtype: float64"
