sid,R_Squared,F_Value,F_P_value,Last Resid,Last Fitted Value,percent,deviation
000036,0.23983433361519635,165.32342405312718,3.943875526997148e-63,-1.2260262345013269,5.136026234501327,-0.2387110537453019,-12.505353089870155
000039,0.8456623181238119,2895.8095631303445,0.0,-0.2701968587807766,15.090196858780777,-0.017905456191815865,-0.5703925465897407
000040,0.2652004738735593,144.3661648894013,2.934587225044551e-54,0.11455227097848208,3.1854477290215177,0.035961120923390384,0.7128882001875338
000046,0.5278873550104728,590.9362311810643,5.408998503709377e-173,-1.102374747297536,2.892374747297536,-0.3811313690688006,-9.931879112981647
000049,0.18705822081873658,121.60805636323332,2.926954461924217e-48,-6.356656648922993,49.486656648922995,-0.1284519318817497,-1.315507434465524
000050,0.33582596062533543,267.2251694113114,1.1911931552651458e-94,-1.1488854055708142,12.968885405570814,-0.08858782922681295,-4.987955062677903
000059,0.25294370075934947,178.94333531113614,1.167443896084082e-67,1.6298703361619324,5.470129663838067,0.2979582635740208,25.422842316300738
000060,0.7775622354049321,1847.445473836677,0.0,0.5445462375504286,4.395453762449572,0.1238885145835216,4.040831322045124
000061,0.44803780413609395,428.5872517294387,5.347221903270083e-137,0.7423354385062524,5.247664561493748,0.1414601542852706,21.282797760829673
000062,0.58166431020783,734.839497193175,9.46060426791371e-201,0.9478547783355786,13.792145221664422,0.06872424580091482,2.2225433386783515
000063,0.6822786154911795,1134.9070785541599,6.784953995404292e-264,-7.898603725383005,37.048603725383,-0.21319571943736862,-4.851119577172269
000066,0.41461871299574027,214.96549716884186,2.616293525314761e-71,-1.354514219056096,14.554514219056095,-0.09306488685707164,-9.07240211282034
000069,0.04979377300042409,27.695050066995492,1.8912347401411672e-12,-0.3559550292573892,7.285955029257389,-0.048854958317478034,-11.402344153579453
000070,0.24041960505238247,96.06270859377577,5.6771737557245905e-37,-0.477026458921169,6.767026458921169,-0.07049277283263627,-2.9059599100397104
000078,0.7516548947970282,1599.5870406850113,1.9357e-320,0.5022402887217705,2.6777597112782296,0.18755987947926286,16.92445091200611
000088,0.7282721817074398,1416.4609661642437,8.707085796453928e-300,-0.08088150122664484,5.290881501226645,-0.015286961389683962,-2.174271814836109
000089,0.6062509539275496,813.7254739958285,1.1844411539034553e-214,-0.3442858364407595,7.75428583644076,-0.04439942551805489,-14.215289007595805
000090,0.3434322936129216,276.4436407833675,2.7053609931675396e-97,1.5475172326151618,4.692482767384838,0.3297864498024799,16.95057220408865
000099,0.5557117161677954,653.5382144070534,8.033221663914805e-185,0.1960128903593299,7.30398710964067,0.02683642336945102,7.021575599414473
000100,0.8690241725722734,3506.595714830509,0.0,0.07503215213538894,5.544967847864611,0.013531575690611825,0.6064520708706355
000150,0.49210142379565847,293.57580114596493,7.0864641919216095e-90,0.020793898502938113,3.2392061014970617,0.006419442866981453,0.6559727672240989
000151,0.8387567085682043,2749.155741873454,0.0,1.2605450571572359,7.289454942842765,0.1729272033425375,6.683390247858246
000155,0.5319684719277695,84.10900668336966,3.9843557012042867e-25,-2.0684515308752083,24.56845153087521,-0.08419136746472533,-1.2238831194004147
000156,0.8306773459862689,2435.7715432970745,0.0,-0.5864237747624994,9.276423774762499,-0.06321657882404294,-4.370673487046651
000157,0.7396678814140811,1501.599101373756,1.2776658651457e-309,-0.46400061213222976,7.58400061213223,-0.06118151037461173,-2.343000855916424
000158,0.5885640142200167,434.1603177396776,8.724492768498879e-118,0.16516837023172748,7.024831629768273,0.023512075297550707,1.0830810036908933
000159,0.45683314693051835,255.2601641832448,3.5665157271376334e-81,0.0820474485019762,6.837952551498024,0.01199883267455573,2.5859266185761736
000166,0.29674774020824723,223.00842765368364,1.5784672492202405e-81,-0.7859856522821831,5.375985652282183,-0.14620307849008504,-118.28733169418535
000301,0.724605794359298,784.0852214617433,1.2779972248854646e-167,-7.193471950668247,26.073471950668246,-0.2758923692356162,-2.4742241436575263
000333,0.7566130078076695,1642.938971489347,0.0,14.257591307767107,54.04240869223289,0.2638222768522944,2.085804191440515
000338,0.6198679921549934,861.8064964092379,9.893530884631725e-223,0.6720792438826741,14.647920756117326,0.04588222827475344,1.2931685037741618
000400,0.7811062480631104,1885.9133641255069,0.0,2.8941391846637394,18.38586081533626,0.15741113313822333,4.739085254208084
000401,0.004425839965258249,2.3361181869787204,0.09720424450046918,-2.5417151728725145,14.611715172872515,-0.17395050086873812,-11.265857418971395
000402,0.6569135573638644,1011.928108844006,2.889214616088646e-246,-0.7052530169767994,6.425253016976799,-0.1097626840707098,-10.047503075192278
000403,0.0016505531962056619,0.4926780437891792,0.6112365611754529,-10.354152344394848,36.684152344394846,-0.2822513723961489,-2.4471867811743153
000404,0.12696816378544473,76.86165816307812,6.82964072710532e-32,0.48218282924899913,3.9978171707510013,0.12061152590387712,27.95412048729542
000413,0.9367616238533251,7828.767093231459,0.0,0.17015403742184265,1.8898459625781574,0.09003592927209574,0.9387830118619631
000415,0.694968310739819,1141.4523013170121,4.537586205266268e-259,0.6794223141150502,1.9105776858849497,0.35561093334990584,13.23191438751818
000417,0.7509347626448899,1593.4340186221164,8.943e-320,-0.003838314419550848,4.423838314419551,-0.0008676434685779132,-0.09114912956430211
000423,0.7016531277112883,1242.927988990506,2.4564452538707827e-278,-2.4736101127288492,39.54361011272885,-0.0625539778911741,-0.8107485754377173
000425,0.6987742795608807,1225.9982521066456,3.930514027860218e-276,-0.2537757589938039,5.8137757589938035,-0.04365076492694399,-6.6806474226165244
000426,0.2603524904438763,180.74961669668969,5.549251848838322e-68,-0.6983124046599247,8.848312404659925,-0.07892040569139054,-6.176713320316147
000488,0.7422782012774026,1522.160839011366,6.214193388303e-312,0.2046128125200486,6.745387187479952,0.030333738721452265,0.3917626004967218
000501,0.5533650540579489,654.792988606786,1.000005043966489e-185,-2.6346305854861427,13.184630585486143,-0.1998258933690859,-10.112198231834745
000503,0.91409754244359,5336.516912038605,0.0,4.578220227117431,8.22177977288257,0.5568405325350011,1.4490352749064221
000505,0.9044108435799678,2866.8156082534647,1.158282704851074e-309,-0.028572039694886975,7.7985720396948865,-0.0036637527420987745,-0.31307043678671337
000506,0.6607232493498391,740.0295902144799,4.0790407292328984e-179,1.3899045536298855,2.6900954463701146,0.5166748099980452,16.583649349268054
