sid,R_Squared,F_Value,F_P_value,Last Resid,Last Fitted Value,percent
000001,0.7512849385851486,481.2926602311204,5.666755904745103e-144,2.768358833314844,14.541641166685155,0.1903745802541974
000002,0.5223956595699074,174.2761418021949,2.5088485888062527e-76,-2.780436768901083,22.420436768901084,-0.12401349704113564
000006,0.886822728255369,1248.4876087799137,1.1609727896483514e-225,0.14614197421233133,4.233858025787669,0.03451744799240003
000008,0.917711277982318,1776.938484074355,9.774724551950815e-259,-0.32484936133543263,3.4848493613354328,-0.0932176193724904
000009,0.5096421980205079,165.59946612479996,1.3472976508089685e-73,1.0669502688611345,13.023049731138865,0.08192783494560377
000012,0.44120686624101557,125.80498299046049,4.558276091795596e-60,2.0448519013089737,7.405148098691026,0.2761392309858641
000016,0.7842091836662227,568.1337037231588,1.0385277472035445e-155,-0.18336915265804254,6.633369152658043,-0.027643441581200873
000021,0.7836320123437838,577.066422745628,1.9987965297848848e-158,0.49771120992838824,15.482288790071612,0.03214713384286937
000025,0.7265189634370582,423.2786654209668,3.9710292524206095e-134,-1.213684514596384,16.513684514596385,-0.07349568253672357
000027,0.9405285239697114,2519.822187410521,1.9447381767218285e-292,0.030990922756748418,8.179009077243252,0.0037890803719701893
000028,0.3166184938818454,73.82096175200233,3.013370103813843e-39,-6.1096189321114736,40.94961893211148,-0.14919843191313537
000030,0.097799282235007,17.271861271307625,1.1563209944640191e-10,1.1735306694524805,6.6564693305475195,0.1762992678516485
000031,0.820109479276351,726.390565248872,1.4010298668270783e-177,-0.20838510660307197,3.838385106603072,-0.05428978615110626
000034,0.5284811967703374,178.58178742533318,1.1773867841477976e-77,-3.9775043295822794,19.71750432958228,-0.2017245318219511
000035,0.6287324875011029,269.8271182798593,1.9828112025277358e-102,0.07606991584994205,5.923930084150058,0.012841123168126698
000036,0.29792164793635245,67.61189701737948,1.852065772940464e-36,0.02709995593735126,4.252900044062649,0.006372112125039178
000039,0.9317040810380833,2150.914417872002,3.6234594086283543e-275,0.3722156461526147,16.357784353847386,0.022754649291184034
000040,0.5803402861199984,220.33935876332444,9.937533712828489e-90,0.8634404268055782,2.906559573194422,0.2970661378382221
000046,0.8928160011681818,1327.2069625119666,2.623514465534575e-231,0.2949117358696254,1.6250882641303745,0.181474288122707
000049,0.25071699112042234,53.31439982638238,9.659885802943822e-30,17.482501278390842,45.01749872160916,0.38834901482429424
000050,0.5125468980666656,167.53571868702753,3.2659355683891617e-74,-1.4466437688020477,14.376643768802047,-0.10062458193068181
000059,0.559329770528755,202.2371170338619,1.1483033776833582e-84,0.2035178196277183,6.8864821803722815,0.029553234045646828
000060,0.8518441785642943,916.110964361565,1.0219887103707007e-197,-0.02454075236124087,4.984540752361241,-0.004923372800115156
000061,0.6886391168667085,352.3986855700296,1.1268001311877864e-120,0.6511536853871576,5.828846314612843,0.11171227550720005
000062,0.46263792470931364,137.176860928407,4.072098152921768e-64,2.9404820252034103,13.729517974796591,0.2141722696019832
000063,0.687710231237658,350.1425205191458,4.1022286391511715e-120,-3.5100732454108297,35.56007324541083,-0.09870826815194536
000066,0.5628505414501811,205.14917995148002,1.693514277111164e-85,0.03765484844924849,13.642345151550751,0.0027601448307418164
000069,0.6582565124852685,306.90330073409706,5.085809654089166e-111,0.2860727504424547,6.543927249557545,0.043715759594026196
000070,0.6238197539592026,264.22248867028503,4.5714010622900143e-101,-0.5231912131025576,7.393191213102558,-0.07076662810713373
000078,0.8439495769144063,861.704163283635,2.4887604625054677e-192,-0.0710757729278142,3.411075772927814,-0.02083676167264031
000088,0.8737930530667565,1089.2964058089497,1.1643574027094462e-211,-0.4650647873377203,5.71506478733772,-0.08137524326375378
000089,0.6780750389076453,335.6060239401256,3.249107534884941e-117,-0.22526125989702273,7.435261259897023,-0.030296347636363023
000090,0.7718134207084016,538.9256695755195,6.571905565811534e-153,0.38256588737913066,5.087434112620869,0.07519819990003684
000099,0.5649896614547458,206.94148640122765,5.253503058957163e-86,-0.13897918109666385,8.188979181096665,-0.01697149034369041
000100,0.777273941423793,554.8814425955337,4.273845768413963e-155,0.1365405419512573,6.013459458048743,0.02270582231472501
000150,0.53005391896998,179.33668673543664,7.7321187629736455e-78,0.33843963234879393,3.671560367651206,0.09217869201625103
000151,0.5273709337238446,177.78798378903645,2.063398960756371e-77,0.05614316535499597,8.463856834645004,0.006633283909669387
000155,0.745866600996266,106.63619950166202,2.7361896574206205e-32,0.20845483623599037,23.85154516376401,0.00873967849062799
000156,0.7733424294344364,542.4987392799536,2.767784596331346e-153,1.3772507811562225,6.672749218843778,0.20639930199487788
000157,0.6150713493103064,254.5961911326911,1.104686624174517e-98,-1.5504363854599879,8.680436385459988,-0.17861272367101486
000158,0.835818544866337,811.1376203052324,4.634769292448152e-187,0.4676208965170616,6.742379103482938,0.06935547368962104
000159,0.7796904009274861,563.8913196282905,1.4912086751746688e-156,-0.7853895258923966,6.705389525892397,-0.11712809865253457
000166,0.8612189834659785,988.7583676254469,1.6862515716560535e-204,-0.28799726166326245,5.347997261663262,-0.053851422798539994
000301,0.8113424192908334,669.4614097218538,1.1535917632247072e-168,-10.317143520949074,32.78714352094907,-0.3146703986078269
000333,0.8038040401247493,652.7798897658774,1.4062242939878854e-168,16.18672153605423,55.97327846394577,0.289186590106217
000338,0.5170231859300616,170.56518082238085,3.616710415177241e-75,0.8632793706151354,17.396720629384866,0.049623109378267936
000400,0.8348273821585673,805.3140483912507,1.952118446494029e-186,3.335572685793366,25.684427314206633,0.12986751251986786
000401,0.44296407792543546,120.87288660650033,1.31183075774824e-57,-1.6100804950762146,13.770080495076215,-0.11692600458304751
000402,0.28239927172407153,62.702859015773676,3.357790361170715e-34,-1.020833400872493,6.670833400872493,-0.1530293652272857
000403,0.05557015789520159,9.159411170667441,6.711236159743951e-06,-8.733527288168577,36.473527288168576,-0.23944838729654735
000404,0.47534546751121787,144.3585695603867,1.3538917384584424e-66,0.22823543115208444,4.1517645688479154,0.05497311501345996
000413,0.7966373648071148,624.160316727844,7.41315458479293e-165,0.08822661533538856,2.1117733846646116,0.041778448377121
000415,0.48890671702157973,152.4166712936318,2.6268282720402003e-69,0.41335681484256437,2.4066431851574355,0.1717565850192802
000417,0.7037505148795529,378.50163798671014,7.808931844080795e-126,-0.4907021978280177,4.920702197828017,-0.09972198643612534
000423,0.18450786319486467,36.049707338960204,5.1122738283640784e-21,8.48203656914071,38.997963430859286,0.21749947491947316
000425,0.44104422957197487,123.09184993392529,8.861093685570885e-59,0.0832285870232683,5.906771412976732,0.01409036869793562
000426,0.7505846962491862,479.4940799697426,1.1090599241568327e-143,-0.8299635885129408,8.149963588512941,-0.10183647810190741
