sid,R_Squared,F_Value,F_P_value,Last Resid
002024,0.8010537769553904,534.1802060026318,4.010540189583236e-139,1.5460178230289268
002027,0.466457224755646,120.64842783560927,3.7226678658272495e-56,-1.4836747866887077
002074,0.9440552743302759,2289.34596933391,2.312515298357586e-254,-3.426223442994498
002078,0.8420214984024907,735.5365800062492,1.9225031060065408e-165,-0.42579855661086263
002203,0.3735526524534719,82.2898624129785,9.000133011986433e-42,2.138699123362114
002230,0.8618304630731018,860.7729789744617,1.755700590793077e-177,-6.2184705786274534
002236,0.5395591477994595,161.7127629758956,2.2652711498106528e-69,1.613559524597811
002285,0.8123481465924552,590.1893780477411,3.667509900109796e-148,-2.195118880737792
002299,0.39849602193656186,91.4249165970532,2.0671661760420712e-45,-2.6535671052675376
002302,0.7152276460552731,346.5976025705966,1.6592535691373376e-112,0.04445968928327915
002304,0.8204381103984774,630.5372453266373,6.17745403604959e-154,-8.381616167432497
002340,0.9546325089583235,2903.825695699757,1.4039744717309082e-277,0.7652803004093762
002456,0.941601579896811,2225.0776270343686,6.970297838867502e-255,0.2328592394275315
002460,0.8641785551245391,878.0398464803313,5.059867292845976e-179,-29.862933744080408
300014,0.6414727776068123,246.9080108306502,7.970387480416885e-92,-32.66238067699257
300033,0.2406548228717138,43.73553234629399,1.4325275901179276e-24,4.857668407366631
300059,0.8599635042957026,847.4573931313043,2.8220919538504213e-176,3.262533492915672
300072,0.6441544515413158,249.80870126867032,1.688241343444197e-92,0.15745506004698484
600010,0.9779567111054557,6137.197237223688,0.0,0.22035944399413632
600033,0.47760996650613785,126.4751899229946,3.4384066195402584e-58,0.030796742050901216
600068,0.7801159576484481,458.85547723325817,3.381950923092008e-127,-0.44614891287127634
600111,0.9091380879082432,1384.1234381424595,1.1360700326116465e-215,1.5983224753491712
600177,0.2748084580786556,52.42086791786828,9.504451871779411e-29,0.18110380566782158
600326,0.8144576183727873,607.2285815248543,2.3408191729028323e-151,-0.06622859803926584
600362,0.9482625322351927,2535.4220572895915,2.0646258402924843e-266,-2.4035288006930706
600392,0.9622744786234176,3528.503552828349,7.165599304221093e-295,-0.6589301820294793
600511,0.868238770718803,911.5455581128786,3.444769395533904e-182,0.008668852491929613
600516,0.8057371856174721,573.7604030465876,3.2059233596165155e-147,1.2803225495421753
600523,0.5869883258331885,196.60473739408587,2.5643445507775378e-79,1.373915387301352
600549,0.9214930888640707,1623.7196035580264,7.717376819573437e-229,-0.39781224398224424
600566,0.8328659693841747,689.3457026094225,9.082557007236766e-161,-0.062059960189397856
600633,0.9299896845514684,1837.5659673208622,3.691367821290754e-239,0.5114830589534431
600660,0.7317297620579215,377.31586575225634,3.7419416431826986e-118,-1.4598034706035463
600755,0.5812818208091608,191.57728338110616,6.791805630196977e-78,1.3102234362485667
600884,0.9379832536699799,2092.2469779457692,4.400752448873876e-250,5.978763958976771
600887,0.47933269021046643,127.35135770142942,1.7356323696578276e-58,-4.814967351735966
600926,0.8181257416024619,622.265415231548,3.723235029206082e-153,1.6955019914634466
600958,0.8977717280545187,1214.8474521846586,4.72536969949493e-205,0.814229791882795
601009,0.29083951481979275,56.73299681925683,9.453261959534249e-31,0.5873695526739944
601229,0.7224029182269892,359.99082933364866,4.468153721836764e-115,-0.062131381610883274
601336,0.5699940283749085,183.36762540112292,1.0874829659159389e-75,-11.434148063733353
601600,0.9303273900478511,1847.1432180451877,1.353708386085638e-239,2.068783580771016
601666,0.6541794473431914,261.6814496822238,2.702008995908926e-95,-1.6999372282227991
601699,0.7872076624075861,511.752731317638,5.139733621836945e-139,-0.22626591061648682
601881,0.8522020057599328,797.6288496759944,7.645776911827389e-172,-0.0777292874352149
601958,0.6896772862803159,307.43917128033297,4.8178487835581044e-105,-0.011141408871012004
601998,0.1698419635813221,28.301605153929536,1.1419195741184371e-16,-0.5309588215372383
