sid,R_Squared,F_Value,F_P_value,Last Resid,Last Fitted Value,percent,deviation,params,open,open_std,high,high_std,low,low_std,close,close_std,volume,volume_std,volume_10%,volume_1%,volume_std_last,volume_std_rate,close_10%,close_1%,close_std_last,close_std_rate
000001,0.8591336416842685,170.7699571053159,1.9427262388024866e-13,0.13469503512843772,15.185304964871563,0.008870090883260505,0.5906359790152316,"const     -6.047137e-01
vol_sum    3.471561e-09
dtype: float64",False,False,False,True,False,False,False,False,False,False,17706298.70854909,14099184.206795622,36333363.31328355,1,0.20330237848624616,0.11480981699586955,0.43439613257946513,1
000002,0.6855993887547126,61.05835102895238,1.6398279958006653e-08,-1.2071467344558506,20.58714673445585,-0.058635941640008786,-1.4304031774249089,"const      1.139608e+01
vol_sum    2.229051e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,16199067.132324997,8724464.934004754,39757376.01079233,1,0.3449975067964571,0.20965194945110918,0.4170731350734784,1
000006,0.5884397118052476,40.03377488828626,7.622096052056796e-07,-0.574799633410306,4.934799633410306,-0.11647881902209627,-2.060680809197756,"const     -2.453419e+00
vol_sum    4.678662e-09
dtype: float64",False,False,False,False,False,False,False,False,False,True,4133736.7709982265,3514639.994820241,8048195.671473493,1,0.09346118745438076,0.08107707920649576,0.1519868415356993,1
000008,0.5167321965417089,29.938889782498336,7.652576671772379e-06,-0.11496436184606784,2.344964361846068,-0.049026059293951235,-1.032620482111507,"const     -8.457952e-01
vol_sum    1.411676e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,5717484.086834848,3755690.825434792,7097081.299162466,1,0.032478483261037056,0.030856285734300118,0.03577708763999111,1
000009,0.974934555030554,1089.075720544008,5.8436058691267265e-24,0.037463171318343313,8.962536828681657,0.004179974044676138,0.1920173855137926,"const     -3.704844e+01
vol_sum    6.274413e-09
dtype: float64",False,False,False,False,False,True,False,False,True,True,6753375.543581983,2704062.309948855,12984706.934348531,1,0.11414256058759265,0.06640580031357879,0.3732559443599504,1
000012,0.8535049172634768,163.13269522062402,3.372494476942755e-13,-0.709707133046444,6.329707133046444,-0.11212321804608784,-2.45559280499982,"const     -2.540643e+01
vol_sum    7.831060e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,3568724.689773886,2184733.6701312307,17097534.531838853,1,0.06843802377156763,0.0600828547356871,0.08933084573644912,1
000016,0.7736709542267624,95.71368378433236,1.5574960825122565e-10,-0.2294470150997583,4.729447015099758,-0.048514554527664705,-1.415588838122857,"const     -3.997868e+01
vol_sum    1.466111e-08
dtype: float64",False,False,False,False,False,False,False,False,False,False,1558456.2837717691,1230737.5675472054,1210356.0418586314,3,0.05893734597316439,0.04607057405887513,0.12377398757411452,1
000021,0.9612564461456563,694.7008680015755,2.6138177523209425e-21,0.09115011655154603,9.658849883448454,0.009436953431457942,0.5647956280375426,"const     -1.230318e+02
vol_sum    3.310240e-08
dtype: float64",False,False,False,False,False,False,False,False,False,False,1266122.1421588506,671030.0847367467,2087295.9974279646,1,0.08396114281147013,0.05974569763824594,0.3414234906974485,1
000025,0.43194541969051947,21.291038168806566,7.958500432243952e-05,-1.4394495456195493,12.49944954561955,-0.1151610349212543,-1.4153291231861909,"const     -1.268170e+00
vol_sum    6.911335e-08
dtype: float64",False,True,False,False,False,True,False,False,False,False,467955.52682085475,370984.3302445045,1385373.1220801175,1,0.20892657691203775,0.14248688319294017,0.2436801181878077,1
000027,0.09059482582462997,2.789356378348987,0.10603574057692991,-0.3343402717302659,6.174340271730266,-0.05414995886460467,-1.0379949822715782,"const      2.222558e+01
vol_sum   -4.155210e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,2314485.3783516744,1537545.8984299998,3416176.4585653055,1,0.05439959301492556,0.04055513837290939,0.13939153489360545,1
000028,0.5160169570003624,29.85326656583084,7.817471351546217e-06,-0.6787555519905482,29.358755551990548,-0.023119357044564103,-0.45451889089585035,"const      7.413306e+00
vol_sum    1.882410e-07
dtype: float64",False,False,False,False,False,False,False,False,False,False,666999.2520306178,386479.30576743436,1464825.6242968643,1,0.2550386428260349,0.18221028946641318,0.8749971428524533,1
000030,0.0002701712915011978,0.007566840505104478,0.9313004930257036,-0.5083400450418791,5.258340045041879,-0.09667310228846764,-1.5445641001230968,"const      4.729433e+00
vol_sum    4.492352e-10
dtype: float64",False,False,False,False,False,False,False,False,False,False,740778.6682460557,499380.2642382656,4037596.645582838,1,0.051842248309993844,0.02427816596636196,0.12814054783711532,1
000031,0.2965624224732082,11.804526932503212,0.0018622526662610262,-0.4346468424262695,4.36464684242627,-0.09958350769673109,-1.3230533770090713,"const      2.879251e+00
vol_sum    1.101418e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,4805769.037268347,4040953.9189385036,5116268.898620401,1,0.08015997757723142,0.07378966257892866,0.08613942186944175,1
000034,0.09071557766522154,2.793445166589491,0.10579180147839373,-0.8274936265787378,14.587493626578738,-0.056726237403183916,-1.1657764965717885,"const      7.618237e+00
vol_sum    7.087828e-09
dtype: float64",False,False,False,False,False,False,False,False,False,False,1136540.2909417856,830684.0375093592,1311212.7091779176,1,0.1891812035981142,0.11130405111580224,0.40515429159766664,1
000035,0.9482099105607779,512.6439784750548,1.530022663672693e-19,0.12656116247651283,4.133438837523487,0.030618854530418266,1.3663247655060438,"const     -7.360650e+00
vol_sum    9.887328e-09
dtype: float64",False,False,False,False,False,True,False,False,False,False,970976.5905379786,557145.2029894037,6524661.057095174,1,0.04086563348340083,0.02283040620323807,0.09555103348470251,1
