日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,422312413,4976602,13078371,33832,7900,0
2017-07-13,408399935,13745433,27657911,33832,0,0
2017-07-14,401957533,12182239,18624641,25932,0,7900
2017-07-17,396379177,15974445,21552801,19211,7900,14621
2017-07-18,393072203,5641201,8948175,14011,12300,17500
2017-07-19,393162132,17640633,17550704,20211,7900,1700
2017-07-20,392810299,22062111,22413944,12311,0,7900
2017-07-21,388699331,21144236,25255204,28811,16500,0
2017-07-24,383572764,18148225,23274792,28811,0,0
2017-07-25,386744702,13972097,10800159,36711,7900,0
2017-07-26,398253359,26114683,14606026,29611,0,7100
2017-07-27,395801156,13538669,15990872,35911,7100,800
2017-07-28,398407392,20087325,17481089,28811,0,7100
2017-07-31,396046492,16652712,19013612,28811,0,0
2017-08-01,407140005,30581198,19487685,39211,10400,0
2017-08-02,414040404,18864401,11964002,29811,1000,10400
2017-08-03,421472829,32700347,25021368,30311,500,0
2017-08-04,424016864,28479037,25935002,34011,4200,500
2017-08-07,425615535,35387146,33788475,28779,0,5232
2017-08-08,427182768,11090592,9523359,33379,4600,0
2017-08-09,426518670,13876031,14540129,1700,0,31679
2017-08-10,438323350,26178147,14373467,9700,8000,0
2017-08-11,434648364,9877338,13552324,300,0,9400
2017-08-14,439411983,11136724,6373105,300,0,0
2017-08-15,442911471,11577764,8078276,300,0,0
2017-08-16,447024441,14448956,10335986,300,0,0
2017-08-17,445924231,15454084,16554294,1000,700,0
2017-08-18,459276455,21661068,8308844,8300,7300,0
2017-08-21,462498338,13453297,10231414,300,0,8000
2017-08-22,455234596,9506146,16769888,300,0,0
2017-08-23,455435460,7140801,6939937,6700,6400,0
2017-08-24,466102470,16424761,5757751,300,0,6400
2017-08-25,454880661,7553383,18775192,300,0,0
2017-08-28,456721897,20371592,18530356,3800,3500,0
2017-08-29,454599094,13031801,15154604,1700,900,3000
2017-08-30,461300461,18996395,12295028,1200,0,500
2017-08-31,461365368,11723067,11658160,300,0,900
2017-09-01,437468362,16256529,40153535,300,0,0
2017-09-04,439718878,16754462,14503946,1000,700,0
2017-09-05,431743853,14327478,22302503,1000,0,0
2017-09-06,425175588,6609813,13251268,3000,0,6000
2017-09-07,424731901,17413347,17857034,2300,0,700
2017-09-08,428302652,17687036,14116285,2300,0,0
2017-09-11,416799394,5213995,16717253,300,0,2000
2017-09-12,424169305,21359565,13989654,1100,800,0
2017-09-13,421211438,10674081,13631948,1100,0,0
2017-09-14,424206133,13991989,10997294,1100,0,0
2017-09-15,423391282,6816206,7631057,300,0,800
2017-09-18,424571413,7830286,6650155,300,0,0
2017-09-19,428854705,12617625,8334333,500,200,0
2017-09-20,431200610,8716351,6370446,300,0,200
2017-09-21,436641781,12826299,7385128,300,0,0
2017-09-22,441844986,15052894,9849689,8300,8000,0
2017-09-25,443962357,7120269,5002898,7200,0,1100
2017-09-26,442612181,3143328,4493504,4700,0,2500
2017-09-27,433045953,2779458,12345686,4700,0,0
2017-09-28,439095163,7832852,1783642,4700,0,0
2017-09-29,431624333,2809762,10280592,3800,0,900
2017-10-09,428242801,9596755,12978287,4800,4500,3500
2017-10-10,431431586,10828621,7639836,4800,0,0
2017-10-11,430243035,6641613,7830164,4700,3500,3600
2017-10-12,427921647,7996437,9557745,1800,0,2900
