日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2017/7/12,15528928,61073874,0,0,0,61073874
2017/7/13,22703702,70703529,0,0,0,70703529
2017/7/14,23992240,79622022,0,0,0,79622022
2017/7/17,32653172,82656568,0,0,0,82656568
2017/7/18,17872213,79075540,0,0,0,79075540
2017/7/19,9551008,74672904,0,0,0,74672904
2017/7/20,11596961,70800140,0,0,0,70800140
2017/7/21,3998546,66831242,0,0,0,66831242
2017/7/24,8856926,70457935,0,0,0,70457935
2017/7/25,12747194,75778721,0,0,0,75778721
2017/7/26,9838517,79796790,0,0,0,79796790
2017/7/27,23904081,73901296,0,0,0,73901296
2017/7/28,13295367,69424361,0,0,0,69424361
2017/7/31,10451982,68967087,0,0,0,68967087
2017/8/1,13509799,72797791,0,0,0,72797791
2017/8/2,12954758,75142530,0,0,0,75142530
2017/8/3,18042174,80165322,0,0,0,80165322
2017/8/4,13365886,79468525,0,0,0,79468525
2017/8/7,11771223,80033524,0,0,0,80033524
2017/8/8,35599209,91610856,0,0,0,91610856
2017/8/9,16974942,81450136,0,0,0,81450136
2017/8/10,11318121,82050463,0,0,0,82050463
2017/8/11,17431590,85671038,0,0,0,85671038
2017/8/14,21664992,85572771,0,0,0,85572771
2017/8/15,16611478,92306212,0,0,0,92306212
2017/8/16,11747965,78922163,0,0,0,78922163
2017/8/17,19913120,87682957,0,0,0,87682957
2017/8/18,12349907,88262907,0,0,0,88262907
2017/8/21,9257555,87531209,0,0,0,87531209
2017/8/22,10399644,88050000,0,0,0,88050000
2017/8/23,11946073,90623703,0,0,0,90623703
2017/8/24,13729836,83836133,0,0,0,83836133
2017/8/25,12400857,83692135,0,0,0,83692135
2017/8/28,20543866,88136996,0,0,0,88136996
2017/8/29,9742224,84227624,0,0,0,84227624
2017/8/30,11010653,81876461,0,0,0,81876461
2017/8/31,13131898,84276723,0,0,0,84276723
2017/9/1,17932776,86718496,0,0,0,86718496
2017/9/4,14007705,83039547,0,0,0,83039547
2017/9/5,25331688,95365778,0,0,0,95365778
2017/9/6,13544590,95596724,0,0,0,95596724
2017/9/7,11841939,88020625,0,0,0,88020625
2017/9/8,15429241,90300942,0,0,0,90300942
2017/9/11,10654297,88227699,0,0,0,88227699
2017/9/12,12013546,78042480,0,0,0,78042480
2017/9/13,9030874,76887499,0,0,0,76887499
2017/9/14,9045666,77837361,0,0,0,77837361
2017/9/15,12839036,82813180,0,0,0,82813180
2017/9/18,10320594,81320583,0,0,0,81320583
2017/9/19,14014305,81980663,0,0,0,81980663
2017/9/20,9729181,82464524,0,0,0,82464524
2017/9/21,11404669,81115179,0,0,0,81115179
2017/9/22,6139881,77557814,0,0,0,77557814
2017/9/25,9650598,81052603,0,0,0,81052603
2017/9/26,16647241,89538008,0,0,0,89538008
2017/9/27,4451936,77824060,0,0,0,77824060
2017/9/28,3219802,74704261,0,0,0,74704261
2017/9/29,10989584,79786059,0,0,0,79786059
2017/10/9,8504938,71688273,0,0,0,71688273
2017/10/10,14160277,72178627,0,0,0,72178627
2017/10/11,20071299,80960896,0,0,0,80960896
2017/10/12,6317894,75487899,0,0,0,75487899
2017/10/13,7243447,72779688,0,0,0,72779688
2017/10/16,50116239,109571457,0,0,0,109571457
2017/10/17,15120942,114643585,0,0,0,114643585
2017/10/18,11862293,110128996,0,0,0,110128996
2017/10/19,11104979,92495439,0,0,0,92495439
2017/10/20,8053315,90182095,0,0,0,90182095
2017/10/23,9248696,59782191,0,0,0,59782191
2017/10/24,8385909,56176135,0,0,0,56176135
2017/10/25,9107075,53341988,0,0,0,53341988
2017/10/26,7265902,51902839,0,0,0,51902839
2017/10/27,25116481,66041986,0,0,0,66041986
2017/10/30,11370505,50389396,0,0,0,50389396
2017/10/31,7821575,52058017,0,0,0,52058017
2017/11/1,9315401,52898729,0,0,0,52898729
2017/11/2,8663118,56428487,0,0,0,56428487
2017/11/3,11461708,56746298,0,0,0,56746298
2017/11/6,10402946,59690186,0,0,0,59690186
2017/11/7,11167417,61501246,0,0,0,61501246
2017/11/8,9984330,57354840,0,0,0,57354840
2017/11/9,8658879,55808448,0,0,0,55808448
2017/11/10,6524321,48519923,0,0,0,48519923
2017/11/13,8679910,52772231,0,0,0,52772231
2017/11/14,12141989,55836492,0,0,0,55836492
2017/11/15,15617692,60385396,0,0,0,60385396
2017/11/16,5815149,54571708,0,0,0,54571708
2017/11/17,14130401,59287456,0,0,0,59287456
2017/11/20,11276250,58912895,0,0,0,58912895
2017/11/21,44463169,61495834,0,0,0,61495834
2017/11/22,19875749,69617473,0,0,0,69617473
2017/11/23,17009204,72469168,0,0,0,72469168
2017/11/24,11961795,66445021,0,0,0,66445021
2017/11/27,19988965,79234874,0,0,0,79234874
2017/11/28,24635838,89128168,0,0,0,89128168
2017/11/29,9916179,79444377,0,0,0,79444377
2017/11/30,11773452,79070673,0,0,0,79070673
2017/12/1,16258664,78412753,0,0,0,78412753
2017/12/4,5852431,75541757,0,0,0,75541757
2017/12/5,21504213,83075728,0,0,0,83075728
