日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,298430422,7557644,4296869,27300,0,0
2017-07-13,298853306,3358849,2935965,27300,0,0
2017-07-14,262650316,3312545,39515535,27300,0,0
2017-07-17,261514936,6994556,8129936,29300,2000,0
2017-07-18,262143341,3473889,2927140,29300,0,0
2017-07-19,263893859,5731440,3980922,29300,0,0
2017-07-20,268227261,10797922,6464520,38000,8700,0
2017-07-21,267800013,6343474,6770722,38000,0,0
2017-07-24,267573079,5853907,6080841,38000,0,0
2017-07-25,269217262,6310367,4666184,38000,0,0
2017-07-26,267082186,7054489,9189565,37000,0,1000
2017-07-27,266614353,3201800,3669633,37000,0,0
2017-07-28,265458498,4631503,5787358,37000,0,0
2017-07-31,259898262,4687568,10247804,37000,0,0
2017-08-01,260069976,7175229,7003515,37000,0,0
2017-08-02,264674638,10928423,6323761,37000,0,0
2017-08-03,264675397,2805883,2805124,37000,0,0
2017-08-04,262519773,3978460,6134084,37000,0,0
2017-08-07,261386706,3020618,4153685,37000,0,0
2017-08-08,260037487,4621684,5970903,40000,3000,0
2017-08-09,262148042,6609094,4498539,29400,0,10600
2017-08-10,260595239,5449679,7002482,29400,0,0
2017-08-11,259875158,3993848,4713929,30000,600,0
2017-08-14,263183632,5775459,2466985,29400,0,600
2017-08-15,265490213,6248272,3941691,29400,0,0
2017-08-16,264691576,3525523,4324160,29400,0,0
2017-08-17,264209914,3286926,3768588,29400,0,0
2017-08-18,264489608,4113658,3833964,29400,0,0
2017-08-21,262107431,3570046,5952223,29400,0,0
2017-08-22,264328424,5872851,3651858,29400,0,0
2017-08-23,262070421,1189558,3447561,29400,0,0
2017-08-24,264563507,6540585,4047499,29400,0,0
2017-08-25,265111275,3970897,3423129,27500,0,1900
2017-08-28,274985985,16241407,6366697,27500,0,0
2017-08-29,277313235,5297087,2969837,27500,0,0
2017-08-30,275664157,7120941,8770019,27500,0,0
2017-08-31,276200538,4669165,4132784,27500,0,0
2017-09-01,272156410,5329391,9373519,27500,0,0
2017-09-04,278398015,10491962,4250357,27500,0,0
2017-09-05,279703119,9752929,8447825,27500,0,0
2017-09-06,280611848,9608394,9169892,27500,0,0
2017-09-07,285458711,10078543,5231680,27500,0,0
2017-09-08,289204228,9072632,5327115,27500,0,0
2017-09-11,297510739,15399445,7092934,27500,0,0
2017-09-12,304699267,18797325,11608797,27500,0,0
2017-09-13,299862128,9076330,13913469,27500,0,0
2017-09-14,303288754,8654850,5228224,27500,0,0
2017-09-15,301922050,5141529,6508233,27500,0,0
2017-09-18,307478682,12301573,6744941,27500,0,0
2017-09-19,312384845,9680705,4774542,27500,0,0
2017-09-20,313961556,9150290,7573579,27500,0,0
2017-09-21,313689049,5753926,6026433,27500,0,0
2017-09-22,313118799,4630005,5200255,27500,0,0
2017-09-25,314481168,6413831,5051462,27400,0,100
2017-09-26,317004411,7424353,4901110,27300,0,100
2017-09-27,316158306,4498826,5344931,27300,0,0
2017-09-28,313939841,10149518,12367983,27300,0,0
2017-09-29,314000063,8681571,8621349,27300,0,0
2017-10-09,328725506,19881371,5155928,27300,0,0
2017-10-10,329527361,10557100,9755245,27300,0,0
