日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,665455383,28714439,28301994,55000,0,15000
2017-07-13,664763095,20666297,21358585,115000,67300,7300
2017-07-14,655302934,18790115,28250276,25000,0,90000
2017-07-17,635443447,23760754,43620241,75000,60000,10000
2017-07-18,625843636,16723807,26356900,25000,10000,60000
2017-07-19,630979416,24856862,19721082,35000,10000,0
2017-07-20,628529576,27597555,30047395,140700,105700,0
2017-07-21,623952939,23512972,28089609,90700,0,50000
2017-07-24,625501872,54090258,52541325,85000,50000,55700
2017-07-25,629890110,36004701,31616463,35000,0,50000
2017-07-26,630178933,32135688,31846865,25000,0,10000
2017-07-27,632213335,38390333,36355931,90700,65700,0
2017-07-28,634973479,23936767,21176623,90700,0,0
2017-07-31,632393972,16547570,19127077,25000,0,65700
2017-08-01,621221390,22992198,34164780,25000,10000,10000
2017-08-02,627558680,32479613,26142323,25000,10000,10000
2017-08-03,623987860,16445873,20016693,35000,10000,0
2017-08-04,622863254,13273151,14397757,25000,0,10000
2017-08-07,621160517,8405730,10108467,25000,10000,10000
2017-08-08,619728761,12188433,13620189,25000,0,0
2017-08-09,615486258,11201550,15444053,25000,0,0
2017-08-10,614837561,19489579,20138276,15000,0,10000
2017-08-11,608873901,11715073,17678733,15000,0,0
2017-08-14,605755752,8906766,12024915,15000,0,0
2017-08-15,602108258,9520008,13167502,25000,10000,0
2017-08-16,605854813,15398957,11652402,25000,0,0
2017-08-17,604394289,11070013,12530537,25000,0,0
2017-08-18,601167809,17951229,21177709,95700,75700,5000
2017-08-21,595763193,14332882,19737498,75700,0,20000
2017-08-22,593796016,21368069,23335246,20000,5000,60700
2017-08-23,595878231,15792780,13710565,50000,30000,0
2017-08-24,595997572,9500128,9380787,20000,0,30000
2017-08-25,589254827,12113644,18856389,20000,0,0
2017-08-28,592074610,37107057,34287274,20000,5000,5000
2017-08-29,597465432,17040826,11650004,15000,0,5000
2017-08-30,597960075,22797959,22303316,44500,29500,0
2017-08-31,608494809,27051367,16516633,15000,0,29500
2017-09-01,601547538,21377453,28324724,15000,0,0
2017-09-04,589945417,53094132,64696253,15000,0,0
2017-09-05,594996525,24262777,19211669,15000,0,0
2017-09-06,594730176,23445744,24155377,15000,0,0
2017-09-07,599282222,35723068,31171022,70700,55700,0
2017-09-08,580579488,26601488,45304222,15000,0,55700
2017-09-11,570379258,17806566,28006796,0,0,15000
2017-09-12,569221578,25901475,27059155,55700,55700,0
2017-09-13,564582796,28702704,33341486,50000,50000,55700
2017-09-14,578851875,58663822,44394743,55700,55700,50000
2017-09-15,579466790,36717627,36102712,0,0,55700
2017-09-18,585027072,26918401,21358119,0,0,0
2017-09-19,588795525,20758562,16990109,0,0,0
2017-09-20,575951174,21235724,34080075,0,0,0
2017-09-21,579748096,23938358,20141436,0,0,0
2017-09-22,577313550,18224512,20659058,0,0,0
2017-09-25,572395733,7176669,12094486,0,0,0
2017-09-26,573791644,11105633,9709722,0,0,0
2017-09-27,569451346,9639253,13979551,0,0,0
2017-09-28,570432187,9709003,8728162,0,0,0
2017-09-29,564185429,9695468,15942226,0,0,0
2017-10-09,566404837,23440228,21220820,0,0,0
2017-10-10,581967256,30279697,14717278,0,0,0
2017-10-11,584502321,14948027,12412962,0,0,0
2017-10-12,587721332,16697553,14049868,0,0,0
2017-10-13,593355023,14137143,8503452,0,0,0
2017-10-16,597054650,19770627,16071000,0,0,0
2017-10-17,592365337,5108859,9798172,0,0,0
2017-10-18,587231414,10255570,15389493,0,0,0
2017-10-19,592517929,19894883,14608368,0,0,0
2017-10-20,591861571,10019725,10710234,0,0,0
2017-10-23,586757390,24100276,29204457,30000,30000,0
2017-10-24,574811344,13247650,25193696,0,0,30000
2017-10-25,575405435,10055304,9461213,0,0,0
2017-10-26,586007214,20791680,10189901,0,0,0
2017-10-27,582168983,8772077,12610308,0,0,0
2017-10-30,578580790,10412655,14004311,0,0,0
2017-10-31,573809807,19231814,24002797,0,0,0
2017-11-01,591786508,53120414,35143713,29999,29999,0
2017-11-02,610024143,51948993,33711358,0,0,29999
2017-11-03,566027536,19196787,63193394,0,0,0
2017-11-06,551440306,22730048,36736731,0,0,0
2017-11-07,546768378,12435833,17107761,0,0,0
2017-11-08,539273020,16514889,24010247,0,0,0
2017-11-09,536068775,15606251,18810496,0,0,0
2017-11-10,532993184,18927459,22003050,0,0,0
2017-11-13,527582915,21087146,26497415,0,0,0
2017-11-14,526728102,15401522,16256335,0,0,0
2017-11-15,524135582,9518468,12110988,0,0,0
2017-11-16,522646527,6477211,7966266,0,0,0
2017-11-17,521392547,14369978,15623958,0,0,0
2017-11-20,524151680,13162402,10403269,0,0,0
2017-11-21,520928550,5506750,8729880,0,0,0
2017-11-22,516596366,3774270,8097323,0,0,0
2017-11-23,516325595,10493005,10763776,0,0,0
