日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2017-07-12,5178430,179982869,16336,18384,889785,180872654
2017-07-13,10764686,179590178,0,5284,255904,179846082
2017-07-14,17099703,186068912,15400,18691,910626,186979538
2017-07-17,20569465,190685308,8800,9055,425494,191110802
2017-07-18,11438719,185429004,15800,17955,845142,186274146
2017-07-19,20928818,191769376,9400,11555,550249,192319625
2017-07-20,14176390,193267253,14300,14655,703440,193970693
2017-07-21,12918165,184781678,25900,26255,1282032,186063710
2017-07-24,27039356,175000826,20000,20355,998616,175999442
2017-07-25,6267785,173344933,9900,18355,886730,174231663
2017-07-26,11642710,151080487,11900,16990,807365,151887852
2017-07-27,20641728,158698221,5300,10291,501275,159199496
2017-07-28,74995914,177865222,41200,46191,2461980,180327202
2017-07-31,59886441,163979869,16550,24641,1325686,165305555
2017-08-01,29097174,158984239,15600,30441,1645945,160630184
2017-08-02,30940965,175577130,9800,25641,1358717,176935847
2017-08-03,40087640,172853745,14700,26641,1382934,174236679
2017-08-04,21888868,166364061,10600,27741,1421449,167785510
2017-08-07,37556144,171486131,27500,33451,1795650,173281781
2017-08-08,45097094,178908197,15300,24351,1258947,180167144
2017-08-09,52243086,179747823,35499,44550,2407928,182155751
2017-08-10,50402130,181226899,15800,23851,1311328,182538227
2017-08-11,35409935,185971005,16500,26892,1457277,187428282
2017-08-14,50278476,202849266,34500,42692,2345072,205194338
2017-08-15,40056403,207600392,11800,23292,1247287,208847679
2017-08-16,20093629,205450767,10100,23192,1225697,206676464
2017-08-17,21710691,203086415,10200,18292,961793,204048208
2017-08-18,21532633,199449513,11300,19392,1018080,200467593
2017-08-21,29975854,214233036,3000,15392,802847,215035883
2017-08-22,39353829,224438141,4500,9792,498804,224936945
2017-08-23,15615134,220708698,24020,29312,1505171,222213869
2017-08-24,21259060,223828954,13900,19612,990210,224819164
2017-08-25,19973457,215087360,5100,13112,676841,215764201
2017-08-28,24733326,196209986,40400,42512,2214875,198424861
2017-08-29,23442575,200120881,8500,11112,585158,200706039
2017-08-30,27265391,196304172,5300,10012,523728,196827900
2017-08-31,14370463,195246915,10600,16612,860502,196107417
2017-09-01,14976628,194693264,14600,17112,883664,195576928
2017-09-04,17970380,193169600,4500,15612,811824,193981424
2017-09-05,8627867,191850048,0,14412,744524,192594572
2017-09-06,8047234,187754528,200,10312,526634,188281162
2017-09-07,23477323,187951034,3900,7912,395996,188347030
2017-09-08,10729938,186045152,3100,7212,356561,186401713
2017-09-11,15835580,175732132,10500,13612,695573,176427705
2017-09-12,15989334,169033032,29500,34412,1801468,170834500
2017-09-13,26977418,165962318,22170,27082,1423430,167385748
2017-09-14,21028510,170236470,13500,19082,991692,171228162
2017-09-15,11415289,170120297,17300,22282,1143735,171264032
2017-09-18,97084555,220429343,36200,41182,2325136,222754479
2017-09-19,78841032,217866801,18600,29382,1674186,219540987
2017-09-20,97145251,239407857,30780,40562,2331909,241739766
2017-09-21,39327649,238955517,19488,29270,1685952,240641469
2017-09-22,41441925,228302224,15050,20320,1175106,229477330
2017-09-25,36253505,222202300,35145,40265,2335370,224537670
2017-09-26,40495549,240373247,17000,22165,1273379,241646626
2017-09-27,26922936,240771982,14100,22464,1304709,242076691
2017-09-28,53943607,240063125,31300,39864,2466784,242529909
2017-09-29,41426621,207647155,15300,22864,1414824,209061979
2017-10-09,40060918,202087677,35300,42864,2780159,204867836
2017-10-10,33736317,193238236,16900,40364,2708021,195946257
2017-10-11,29921406,196565655,17000,40902,2867230,199432885
2017-10-12,26939760,201901781,24700,33202,2320820,204222601
2017-10-13,24166894,201014196,17700,25102,1739318,202753514
2017-10-16,35641828,217824279,24200,31102,2090054,219914333
2017-10-17,22601049,220778459,22400,29002,1943134,222721593
2017-10-18,19745046,209151849,38300,42202,2909828,212061677
2017-10-19,36887980,215975430,23700,27602,1940421,217915851
2017-10-20,24393431,166766154,41200,48102,3238708,170004862
2017-10-23,7773196,157946011,17900,22353,1509275,159455286
2017-10-24,18579386,158128426,27987,32040,2155651,160284077
2017-10-25,9475223,152819633,23100,30040,1993454,154813087
2017-10-26,14277301,147810477,47500,51540,3504720,151315197
2017-10-27,25183461,150146245,21600,25421,1783029,151929274
2017-10-30,19432986,141858582,49400,54133,3920853,145779435
2017-10-31,18730457,146099724,22600,27833,2031252,148130976
2017-11-01,13516910,145055850,42800,50229,3616488,148672338
2017-11-02,11520267,140707317,20100,26129,1826417,142533734
2017-11-03,12500163,141029157,36300,42329,3011708,144040865
2017-11-06,15418709,136840404,30200,35429,2625643,139466047
2017-11-07,28431840,142788998,37100,43093,3193191,145982189
2017-11-08,28631284,146330953,24500,30678,2279069,148610022
2017-11-09,21411987,142567366,27200,33646,2459186,145026552
2017-11-10,33192323,150262974,33700,39451,2898070,153161044
2017-11-13,33675441,164488584,18753,23004,1642486,166131070
2017-11-14,22805485,164529474,17700,21408,1458099,165987573
2017-11-15,14498537,154431179,20500,24208,1668657,156099836
2017-11-16,31830074,168818996,22200,26808,1876560,170695556
2017-11-17,29074965,170110193,35600,39208,2602627,172712820
2017-11-20,11935208,165162540,19700,23308,1533666,166696206
2017-11-21,21264802,163918755,36400,40908,2790335,166709090
2017-11-22,27202284,170987274,21800,25308,1685007,172672281
2017-11-23,36175800,189012226,30400,37508,2348001,191360227
2017-11-24,31212435,206532995,19800,26908,1646770,208179765
2017-11-27,26015417,207674704,20100,25408,1530070,209204774
2017-11-28,19949292,201399789,38600,45208,2780292,204180081
2017-11-29,16873650,196361164,19500,26008,1576085,197937249
2017-11-30,10976719,191788806,17700,24838,1511392,193300198
2017-12-01,13015213,183423585,23800,30238,1869011,185292596
2017-12-04,21014201,182636809,32326,43664,2781397,185418206
2017-12-05,27011923,187276709,14700,26039,1635249,188911958
2017-12-06,15714765,183628959,18000,23939,1466264,185095223
2017-12-07,12542246,186387048,16900,20369,1211956,187599004
2017-12-08,14162389,180976853,29800,33269,2061680,183038533
2017-12-11,23758682,174653829,22000,30069,1899759,176553588
2017-12-12,13033792,174655401,6300,12269,762641,175418042
2017-12-13,36352192,179481893,40400,47069,3134795,182616688
2017-12-14,26962829,177450969,8723,16792,1108272,178559241
2017-12-15,20711036,174619298,36400,44392,2896134,177515432
2017-12-18,18777108,178319347,18000,25813,1694107,180013454
2017-12-19,18884910,179844493,38000,46113,3069742,182914235
2017-12-20,32889409,172424360,18200,24213,1673845,174098205
2017-12-21,20877516,167074191,35800,42213,2921984,169996175
2017-12-22,24824359,173358189,19974,26387,1793788,175151977
2017-12-25,25707722,180930108,19800,27878,1861135,182791243
2017-12-26,17984648,184601925,17733,26220,1720032,186321957
2017-12-27,26915066,193414332,18800,26322,1688030,195102362
2017-12-28,26422904,183461954,25000,30622,2042794,185504748
2017-12-29,23439009,185167394,20000,25622,1682597,186849991
2018-01-02,13809652,179955146,35200,41388,2781274,182736420
2018-01-03,20631448,180061260,15600,23088,1580143,181641403
2018-01-04,27630072,180880814,24100,30788,2128067,183008881
2018-01-05,17339806,181295617,12500,18688,1279567,182575184
2018-01-08,23919244,183668005,16500,22788,1561890,185229895
2018-01-09,30102369,184038406,34865,41753,2931478,186969884
2018-01-10,27810444,186900652,17700,24330,1705533,188606185
2018-01-11,13444646,180495171,18100,24730,1713789,182208960
2018-01-12,18619272,179013040,19800,26430,1865958,180878998
2018-01-15,32122441,179480408,35960,44090,3127304,182607712
2018-01-16,58210652,174442598,28536,37861,2847147,177289745
2018-01-17,26987212,156582340,19100,28461,2086761,158669101
2018-01-18,31161573,164145980,42284,51645,3912109,168058089
2018-01-19,34369334,172292043,20300,29545,2161512,174453555
2018-01-22,21704067,163025456,36310,45855,3520288,166545744
2018-01-23,16726223,160559245,20100,30070,2282012,162841257
2018-01-24,14697658,156878421,18800,28470,2106780,158985201
2018-01-25,16701052,154998881,22800,32265,2375349,157374230
2018-01-26,20374461,154348470,19100,28265,2082848,156431318
2018-01-29,34812157,162649168,21645,27969,1935734,164584902
2018-01-30,9850238,146207674,19700,26769,1833409,148041083
2018-01-31,11297332,140627993,36300,43421,3020799,143648792
2018-02-01,13889395,145854228,19900,27321,1813841,147668069
2018-02-02,36990010,171703882,20700,27821,1776371,173480253
2018-02-05,38490050,179582497,20100,26440,1599091,181181588
2018-02-06,9788573,163638607,21400,26740,1638092,165276699
2018-02-07,13525265,152002240,22700,28318,1697664,153699904
2018-02-08,12832645,150490448,36000,41318,2568327,153058775
2018-02-09,13407469,147123206,20146,25664,1568070,148691276
2018-02-12,18040912,152328109,20700,26364,1643795,153971904
2018-02-13,13742720,150211432,18100,23808,1468716,151680148
2018-02-14,3399100,141374152,18700,24408,1529893,142904045
2018-02-22,18668067,148858281,17224,22732,1459394,150317675
2018-02-23,9748782,149301795,18740,24272,1542486,150844281
2018-02-26,10668433,145567395,19800,25062,1597703,147165098
2018-02-27,10702077,148901458,19079,26341,1646839,150548297
2018-02-28,17199984,155317929,17900,25141,1505443,156823372
2018-03-01,4780030,147784888,19100,26286,1607652,149392540
2018-03-02,3145107,143978670,18000,25676,1577533,145556203
2018-03-05,3655277,140898074,18476,26169,1604945,142503019
2018-03-06,15555513,151804806,19418,27187,1671185,153475991
2018-03-07,11372414,153193476,16286,24073,1480008,154673484
2018-03-08,12335787,150116821,19499,27218,1704391,151821212
2018-03-09,6205159,139449878,17600,25318,1630479,141080357
2018-03-12,7390789,141186289,18400,26178,1677486,142863775
2018-03-13,5117365,140324401,19735,27500,1731950,142056351
2018-03-14,9965607,142302089,12000,17883,1138432,143440521
2018-03-15,9878784,140403702,7702,13585,875961,141279663
2018-03-16,6803260,142564482,12300,19869,1251548,143816030
2018-03-19,3916005,140870088,28000,36269,2281320,143151408
2018-03-20,6155099,143111831,5400,10712,663930,143775761
2018-03-21,2944684,139340051,19881,25193,1558691,140898742
2018-03-22,5647408,138250397,15800,21698,1305569,139555966
2018-03-23,5213810,139393603,21000,25698,1507959,140901562
2018-03-26,2921654,139198030,22484,26227,1558408,140756438
2018-03-27,6747182,142666633,20600,25727,1489593,144156226
2018-03-28,3215150,138525245,37800,41527,2399430,140924675
2018-03-29,6075064,138636098,23600,28527,1694504,140330602
2018-03-30,9428506,140442338,20500,25327,1486188,141928526
2018-04-02,3912285,138925765,22989,27816,1624733,140550498
2018-04-03,4891807,140074764,12783,20699,1213996,141288760
2018-04-04,14478414,142206274,36100,41299,2473810,144680084
2018-04-09,4701331,137368417,21900,27095,1652524,139020941
2018-04-10,5233827,131693283,19993,27888,1749414,133442697
2018-04-11,2745229,127836560,25000,32888,2044647,129881207
2018-04-12,4270145,129806044,18342,23530,1452978,131259022
2018-04-13,1338864,128752249,1700,14530,897373,129649622
2018-04-16,3006643,128709810,1500,9530,587048,129296858
2018-04-17,2281217,126990907,10300,15430,935521,127926428
2018-04-18,2629079,125246951,19388,23818,1436702,126683653
2018-04-19,2812153,123857250,19500,23918,1475741,125332991
2018-04-20,4696625,125659128,8700,13295,809001,126468129
2018-04-23,8356708,130383656,19700,24395,1419301,131802957
2018-04-24,22906166,141465118,15800,20895,1288386,142753504
2018-04-25,5882563,131849330,16573,23289,1472563,133321893
2018-04-26,2437324,117353102,19500,26189,1643360,118996462
2018-04-27,6737087,112352278,20400,27189,1739824,114092102
2018-05-02,6968301,111709817,18400,25489,1684823,113394640
2018-05-03,21975903,126364277,2500,9689,666700,127030977
2018-05-04,11261452,116382825,16000,22989,1596816,117979641
2018-05-07,25284327,125755718,8700,19989,1431212,127186930
2018-05-08,11864034,122987687,9800,17889,1282641,124270328
2018-05-09,6537791,117786697,12200,20889,1504844,119291541
2018-05-10,40878985,135939296,15233,24022,1863146,137802442
2018-05-11,39695603,142268223,7500,15622,1186022,143454245
2018-05-14,10466550,132612401,5500,13622,1044944,133657345
2018-05-15,14533882,129501482,7900,16022,1238981,130740463
2018-05-16,13415222,126798276,7600,15722,1242352,128040628
2018-05-17,20042614,137531661,7954,16976,1286441,138818102
2018-05-18,8028469,117507232,7300,15476,1205735,118712967
2018-05-21,5813559,117815232,3400,8321,645377,118460609
2018-05-22,8477058,117865944,2300,7121,549741,118415685
2018-05-23,11105206,121591342,3100,8421,640670,122232012
2018-05-24,18017772,125259531,1582,7303,551377,125810908
2018-05-25,10812129,120166097,6000,11803,896674,121062771
2018-05-28,45604641,147590158,3200,12663,1058247,148648405
2018-05-29,48994994,151980587,6200,17763,1527618,153508205
2018-05-30,43743167,152059045,1300,17063,1525432,153584477
2018-05-31,34957890,151339129,1400,16663,1474509,152813638
2018-06-01,40641059,153800203,700,12563,1090092,154890295
2018-06-04,42256669,153235804,5100,17063,1497278,154733082
2018-06-05,25172487,137765913,1000,16063,1428001,139193914
2018-06-06,13410723,135712555,7600,23363,2074634,137787189
2018-06-07,24277617,133616005,500,22363,1910918,135526923
2018-06-08,9244219,128607141,1700,23363,1988892,130596033
2018-06-11,14440295,127046087,600,18263,1524961,128571048
2018-06-12,46574626,150881405,5900,24063,2189252,153070657
2018-06-13,24583536,145899467,100,21363,1901307,147800774
2018-06-14,32318352,154641970,2400,18963,1652057,156294027
2018-06-15,10918023,143854109,1300,17663,1537917,145392026
2018-06-19,10543691,130139604,1500,18763,1564834,131704438
2018-06-20,17084696,130855793,300,17563,1502690,132358483
2018-06-21,13006365,117473340,6600,19063,1652381,119125721
2018-06-22,16420745,119450017,100,15663,1377248,120827265
2018-06-25,42045576,140428219,8100,23763,2236336,142664555
2018-06-26,21673624,143116301,400,22663,2109925,145226226
2018-06-27,25818262,143762185,1500,23663,2131090,145893275
2018-06-28,26378472,146371226,0,16263,1382355,147753581
2018-06-29,14855820,136775953,1200,17463,1550365,138326318
2018-07-02,56401556,164597694,11300,26963,2491381,167089075
2018-07-03,19122651,154780224,1300,23463,2127859,156908083
2018-07-04,24461221,160768440,800,22063,2003320,162771760
2018-07-05,21980931,167730234,1300,22063,1956326,169686560
2018-07-06,28158992,169882305,800,21363,1874817,171757122
2018-07-09,23638864,170425610,2400,18463,1683456,172109066
2018-07-10,18462356,167125015,500,17863,1613565,168738580
2018-07-11,12291045,161560234,1600,18963,1670451,163230685
2018-07-12,37296026,167773937,100,15063,1364708,169138645
2018-07-13,104719694,188994428,9000,24063,2398119,191392547
2018-07-16,59117964,215789822,0,23063,2305147,218094969
2018-07-17,63501851,242531770,900,21963,2129313,244661083
2018-07-18,29302691,221787057,1500,22363,2150202,223937259
2018-07-19,44655713,243877653,1100,21963,2075064,245952717
2018-07-20,33053245,227184220,1300,21863,2078953,229263173
2018-07-23,35715777,210718088,1100,20963,1917066,212635154
2018-07-24,62608708,224113020,1800,21363,2073066,226186086
2018-07-25,23164364,204251667,1500,22563,2138296,206389963
2018-07-26,21781684,202355587,200,21263,2005526,204361113
2018-07-27,25985326,198071099,300,19963,1898282,199969381
2018-07-30,28031047,202091863,900,14463,1335080,203426943
2018-07-31,20286568,202059702,400,13963,1307914,203367616
2018-08-01,10522226,189860855,3100,16263,1494570,191355425
2018-08-02,22990511,186273821,1100,14863,1278218,187552039
2018-08-03,19516372,179079262,3000,15663,1282173,180361435
2018-08-06,14915899,176027697,2200,15263,1226229,177253926
2018-08-07,16297885,176367688,2300,16663,1379696,177747384
2018-08-08,8820471,169435128,3359,17722,1397025,170832153
2018-08-09,9812091,167629962,3400,16522,1336465,168966427
2018-08-10,20942033,172995407,2500,15622,1252884,174248291
2018-08-13,24843948,181252188,5000,16022,1251318,182503506
2018-08-14,20180302,178734369,7500,19122,1549838,180284207
2018-08-15,23906245,176687311,3981,17003,1306681,177993992
2018-08-16,10296123,174277250,4600,15603,1174594,175451844
2018-08-17,8115856,170476198,5900,18503,1376808,171853006
2018-08-20,20061727,175672370,3000,17703,1299577,176971947
2018-08-21,26128848,177570871,6200,18903,1493715,179064586
2018-08-22,21877714,181500007,5100,20403,1562870,183062877
2018-08-23,15972664,182508396,3400,18703,1447238,183955634
2018-08-24,30063723,196893929,3561,14964,1120205,198014134
2018-08-27,34531142,199736193,5000,15864,1267216,201003409
2018-08-28,34867139,204421119,3023,15487,1224712,205645831
2018-08-29,16078705,198349364,5300,16187,1289942,199639306
2018-08-30,19717152,192045261,5100,16887,1360248,193405509
2018-08-31,12378650,191015605,4600,16387,1285888,192301493
2018-09-03,11444586,189403317,8400,21187,1665298,191068615
2018-09-04,16245286,190554597,4594,19481,1531791,192086388
2018-09-05,14739928,191862517,3900,19681,1495953,193358470
2018-09-06,15244001,191865482,4200,15181,1124305,192989787
2018-09-07,16434173,189715911,4100,15281,1148520,190864431
2018-09-10,9680476,186476705,3700,14081,1036502,187513207
2018-09-11,11087162,186377173,5900,16481,1225362,187602535
2018-09-12,15379348,194012183,3900,15406,1109078,195121261
2018-09-13,29847274,203169180,4000,15506,1103252,204272432
2018-09-14,15937027,192682771,4900,16006,1146990,193829761
2018-09-17,11754899,193021640,8500,19306,1396596,194418236
2018-09-18,15639132,185971113,5982,20788,1566792,187537905
2018-09-19,24231767,183703835,8000,25288,1975246,185679081
2018-09-20,14986520,176097201,3200,21988,1722760,177819961
2018-09-21,20580505,174237209,4708,22296,1785910,176023119
2018-09-25,8104348,167008339,5300,23996,1927839,168936178
