日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2019-08-19,15419920,13348230,0,0,0,13348230
2019-08-20,8714643,17978939,0,0,0,17978939
2019-08-21,11555336,22332954,0,0,0,22332954
2019-08-22,11326589,26380997,0,0,0,26380997
2019-08-23,30894552,40425973,0,0,0,40425973
2019-08-26,10594284,35040952,0,0,0,35040952
2019-08-27,12302391,39445168,0,0,0,39445168
2019-08-28,16170539,47418518,0,0,0,47418518
2019-08-29,12671959,50234257,0,0,0,50234257
2019-08-30,21423191,58061917,0,0,0,58061917
2019-09-02,29859492,64904091,0,0,0,64904091
2019-09-03,39621939,81750828,0,0,0,81750828
2019-09-04,34871232,95221592,0,0,0,95221592
2019-09-05,58455950,119908131,0,0,0,119908131
2019-09-06,32372923,121000683,0,0,0,121000683
2019-09-09,31525888,122325506,0,0,0,122325506
2019-09-10,32195478,130963595,1600,1600,18944,130982539
2019-09-11,23865252,137061192,0,1600,18656,137079848
2019-09-12,11709733,130954265,0,0,0,130954265
2019-09-16,12497249,127057661,0,0,0,127057661
2019-09-17,18299318,129346524,2500,2500,28200,129374724
2019-09-18,8280196,125284390,2500,2500,28025,125312415
2019-09-19,8530853,120508860,0,0,0,120508860
2019-09-20,7780597,115117874,5000,5000,56200,115174074
2019-09-23,17490108,121273684,0,0,0,121273684
2019-09-24,17119943,128138927,5000,5000,56400,128195327
2019-09-25,21518198,133993301,0,0,0,133993301
2019-09-26,9775662,129609417,5000,5000,52500,129661917
2019-09-27,12434078,134110714,0,5000,53300,134164014
2019-09-30,11497679,129949388,0,0,0,129949388
2019-10-08,9711888,131422986,5000,5000,52450,131475436
2019-10-09,8369125,131040716,0,0,0,131040716
2019-10-10,9655470,133828203,5000,5000,54500,133882703
2019-10-11,13062366,139874369,0,0,0,139874369
2019-10-14,10562920,140849919,5000,5000,54500,140904419
2019-10-15,12230691,141100027,1800,6800,71740,141171767
2019-10-16,7401151,138154962,0,1800,18828,138173790
2019-10-17,3616790,139193824,0,1800,18792,139212616
2019-10-18,6387890,128028580,0,1800,18144,128046724
2019-10-21,4437766,125877158,1100,2900,29000,125906158
2019-10-22,5015464,122908761,3900,5700,58482,122967243
2019-10-23,3591084,122448426,1100,2900,29522,122477948
2019-10-24,4546243,122270082,1400,4000,40680,122310762
2019-10-25,3045022,121168587,0,1800,18486,121187073
2019-10-28,13039814,121804145,0,1800,19080,121823225
2019-10-29,9666025,120009130,1000,2800,28896,120038026
2019-10-30,18137044,133339556,1500,3300,34683,133374239
2019-10-31,18346658,134669750,3500,5300,52682,134722432
2019-11-01,8995414,134276092,0,5300,52735,134328827
2019-11-04,7772167,128991462,1500,3300,34089,129025551
2019-11-05,5998076,128317377,3500,5300,54219,128371596
2019-11-06,13074786,135181012,0,5300,53901,135234913
2019-11-07,3857471,135038001,0,1800,18414,135056415
2019-11-08,10959946,138763334,231500,232200,2363796,141127130
2019-11-11,7779307,140136907,3500,234200,2290476,142427383
2019-11-12,5193466,141210059,1400,232100,2253691,143463750
2019-11-13,1911938,140931407,0,232100,2225839,143157246
2019-11-14,2861854,139520089,1100,233200,2255044,141775133
2019-11-15,4597417,136989724,3000,234800,2190684,139180408
2019-11-18,2844864,134016135,0,231800,2206736,136222871
2019-11-19,3678657,133931944,0,231800,2229916,136161860
2019-11-20,6326469,132897223,0,1800,17676,132914899
2019-11-21,4940371,133257786,0,1800,17496,133275282
2019-11-22,3486148,132494909,0,0,0,132494909
2019-11-25,3271980,130919363,3200,3200,29856,130949219
2019-11-26,5341587,130446951,1800,1800,16434,130463385
2019-11-27,2101715,128772114,0,1800,16668,128788782
2019-11-28,1901068,125735729,100,100,934,125736663
2019-11-29,2759846,126570790,0,0,0,126570790
2019-12-02,3398840,125961068,0,0,0,125961068
2019-12-03,2270267,126118667,0,0,0,126118667
2019-12-04,3601044,126712751,5000,5000,47300,126760051
2019-12-05,2585341,123717650,107000,112000,1072960,124790610
2019-12-06,5794752,125091433,0,112000,1088640,126180073
2019-12-09,5218815,123797170,0,107000,1062510,124859680
2019-12-10,20799982,130789411,143000,250000,2592500,133381911
2019-12-11,11614728,135214973,5000,255000,2634150,137849123
2019-12-12,11535342,139173571,0,255000,2644350,141817921
2019-12-13,15974012,145594563,0,255000,2664750,148259313
2019-12-16,20672103,148828788,0,254900,2737626,151566414
2019-12-17,14961696,146599526,100,250100,2666066,149265592
2019-12-18,16376940,152085158,4900,254900,2709587,154794745
2019-12-19,16147025,154375183,100,210100,2262777,156637960
2019-12-20,11112269,156663661,10700,220800,2316192,158979853
2019-12-23,8301213,154533839,12400,233200,2390300,156924139
2019-12-24,4958753,155298408,0,210200,2192386,157490794
2019-12-25,8994939,155335065,4800,214800,2287620,157622685
2019-12-26,21062124,152429377,10000,220000,2378200,154807577
2019-12-27,15405520,154194025,4500,214500,2282280,156476305
2019-12-30,9391451,158443638,20000,233300,2496310,160939948
2019-12-31,9006593,159069875,0,213100,2256729,161326604
2020-01-02,17702383,155294685,0,210000,2305800,157600485
2020-01-03,31622241,165415545,0,210000,2341500,167757045
2020-01-06,31816174,171420655,0,210000,2377200,173797855
2020-01-07,11291787,168253534,2500,212500,2388500,170642034
2020-01-08,16859777,169950971,20000,232500,2557500,172508471
2020-01-09,16466008,174596382,0,154800,1733760,176330142
2020-01-10,11327858,171385341,5000,156000,1742520,173127861
2020-01-13,18742583,170173898,26600,177600,2042400,172216298
2020-01-14,21281299,178527257,8400,159400,1806002,180333259
2020-01-15,9045885,172635413,0,154400,1752440,174387853
2020-01-16,27044892,174957132,21600,69600,807360,175764492
2020-01-17,14482342,168785212,3400,56400,646908,169432120
2020-01-20,45281171,175797249,6600,54600,656838,176454087
2020-01-21,100357011,223716920,0,48000,615360,224332280
2020-01-22,82371318,236827994,0,48000,596160,237424154
2020-01-23,113149830,268147993,5000,53000,691120,268839113
2020-02-03,133628909,332437857,0,53000,760020,333197877
2020-02-04,139609736,363236823,0,53000,835810,364072633
2020-02-05,52921668,366236423,0,53000,919550,367155973
2020-02-06,18374125,368430839,0,53000,1011770,369442609
2020-02-07,436137005,584583962,0,53000,1075900,585659862
2020-02-10,459015034,700568490,0,48000,912000,701480490
2020-02-11,223191554,609062197,5000,53000,1049400,610111597
2020-02-12,257448289,657307860,13800,61800,1192740,658500600
2020-02-13,331781037,749510587,1045706,1059506,22493312,772003899
2020-02-14,256451847,751279722,10000,933506,18670120,769949842
2020-02-17,222184647,776877934,119200,921106,19324804,796202738
2020-02-18,262326362,804025608,115600,855206,18857292,822882900
2020-02-19,185978247,782420944,190126,895632,18969486,801390430
2020-02-20,226820586,745350413,287228,1117695,21549160,766899573
2020-02-21,172865176,752592363,35300,974006,19207398,771799761
2020-02-24,135283736,729958228,117900,968306,20334426,750292654
2020-02-25,310329460,819107315,38100,889706,20552209,839659524
2020-02-26,389888665,798404486,119100,749100,19034631,817439117
2020-02-27,346271790,817153261,289700,964600,22571640,839724901
2020-02-28,363863294,810109806,172028,1026928,24707888,834817694
2020-03-02,353309964,850820829,76000,1039528,27516306,878337135
2020-03-03,341460662,827822816,50200,1046928,27680776,855503592
2020-03-04,264471350,822986282,74500,1035328,25914260,848900542
2020-03-05,209400112,835501208,31100,1023628,24782034,860283242
2020-03-06,310295310,908430977,55300,995728,25231748,933662725
2020-03-09,266660062,895678694,81664,1042092,25562517,921241211
2020-03-10,264069403,866470231,72500,999492,22988316,889458547
2020-03-11,239396559,914470744,51700,978628,21157937,935628681
2020-03-12,149785656,887336802,89500,1043928,21066467,908403269
2020-03-13,141389243,856854471,5300,1046728,19908767,876763238
2020-03-16,169695845,851715776,13300,1048728,20450196,872165972
2020-03-17,149756938,839931346,30500,1046228,20600229,860531575
