日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2019-08-19,6591117,7193675,602558,0,0,0
2019-08-20,9676084,7467787,4382820,0,0,0
2019-08-21,12040429,5223779,2859434,0,0,0
2019-08-22,13780291,3593674,1853812,0,0,0
2019-08-23,17835482,5796898,1741707,0,0,0
2019-08-26,17141275,2884956,3579163,0,0,0
2019-08-27,19901545,6473238,3712968,0,0,0
2019-08-28,21695389,5232385,3438541,0,0,0
2019-08-29,21942608,2733687,2486468,0,0,0
2019-08-30,22396823,3470867,3016652,0,0,0
2019-09-02,25133890,5750421,3013354,0,0,0
2019-09-03,29756380,7748860,3126370,0,0,0
2019-09-04,35656893,13160250,7259737,0,0,0
2019-09-05,38549037,14911184,12019040,0,0,0
2019-09-06,41705133,8022988,4866892,0,0,0
2019-09-09,55119599,20505722,7091256,0,0,0
2019-09-10,55651334,9468358,8936623,0,0,0
2019-09-11,60441124,17949298,13159508,0,0,0
2019-09-12,60514559,10776747,10703312,0,0,0
2019-09-16,63452286,16569216,13631489,0,0,0
2019-09-17,66291768,13708174,10868692,0,0,0
2019-09-18,58956427,9745894,17081235,0,0,0
2019-09-19,62446242,9108027,5618212,0,0,0
2019-09-20,60435531,4744733,6755444,0,0,0
2019-09-23,63371275,8671901,5736157,0,0,0
2019-09-24,66800918,9737447,6307804,0,0,0
2019-09-25,69337935,8158139,5621122,0,0,0
2019-09-26,72145910,5410459,2602484,0,0,0
2019-09-27,73132079,3821604,2835435,0,0,0
2019-09-30,69264576,1285058,5152561,0,0,0
2019-10-08,71007766,3994530,2251340,0,0,0
2019-10-09,71054278,1450442,1403930,0,0,0
2019-10-10,72962001,3484253,1576530,0,0,0
2019-10-11,74076665,3890374,2775710,0,0,0
2019-10-14,72124316,4210216,6162565,0,0,0
2019-10-15,75788395,14681646,11017567,0,0,0
2019-10-16,73782361,4274285,6280319,0,0,0
2019-10-17,74672452,2953341,2063250,0,0,0
2019-10-18,74687376,4697485,4682561,0,0,0
2019-10-21,73728627,1851454,2810203,26100,26100,0
2019-10-22,74735463,2815499,1808663,26100,0,0
2019-10-23,73616006,1687003,2806460,26100,0,0
2019-10-24,74921577,4340007,3034436,26100,0,0
2019-10-25,75122972,4924063,4793695,26100,0,0
2019-10-28,75363299,6103943,5863616,26100,0,0
2019-10-29,72286953,6147112,9223458,26100,0,0
2019-10-30,70644335,4297153,5939771,26100,0,0
2019-10-31,70876237,4758810,4526908,26100,0,0
2019-11-01,69879172,1716473,2713538,26100,0,0
2019-11-04,68162504,1252983,2969651,26100,0,0
2019-11-05,74241706,14656209,8577007,26100,0,0
2019-11-06,72307420,7716008,9650294,26100,0,0
2019-11-07,72122162,4489606,4674864,39600,13500,0
2019-11-08,71757050,5013945,5379057,39600,0,0
2019-11-11,72192286,3602674,3167438,66700,27100,0
2019-11-12,73340011,4839140,3691415,66700,0,0
2019-11-13,74869896,4428719,2898834,66700,0,0
2019-11-14,72400697,2242878,4712077,66700,0,0
2019-11-15,76360927,9887611,5927381,72800,6100,0
2019-11-18,76574292,4080759,3867394,75900,3100,0
2019-11-19,76220150,4285649,4639791,75900,0,0
2019-11-20,76013780,3684867,3891237,75900,0,0
2019-11-21,75956999,2554290,2611071,75900,0,0
2019-11-22,76365581,3218678,2810096,75900,0,0
2019-11-25,91588040,21812288,6589829,75900,0,0
2019-11-26,91718885,9129357,8998512,75900,0,0
2019-11-27,90545985,7929078,9101978,75900,0,0
2019-11-28,90684243,5935188,5796930,75900,0,0
2019-11-29,88837698,2488541,4335086,75900,0,0
2019-12-02,86901247,597594,2534045,75900,0,0
2019-12-03,87267159,3283511,2917599,75900,0,0
2019-12-04,86735154,2137932,2669937,75900,0,0
2019-12-05,88331092,5135934,3539996,75900,0,0
2019-12-06,84636724,1237700,4932068,75900,0,0
2019-12-09,86949028,5170103,2857799,75900,0,0
2019-12-10,91130762,13337936,9156202,75900,0,0
2019-12-11,89683858,4350946,5797850,75900,0,0
2019-12-12,88655523,3395328,4423663,78300,2400,0
2019-12-13,87784302,3414603,4285824,78300,0,0
2019-12-16,90316330,5468341,2936313,78300,0,0
2019-12-17,98106202,19911323,12121451,78300,0,0
2019-12-18,90127641,9988138,17966699,78300,0,0
2019-12-19,90832442,7927381,7222580,78300,0,0
2019-12-20,87259145,7606161,11179458,78300,0,0
2019-12-23,87369013,7816632,7706764,78300,0,0
2019-12-24,95145314,21548282,13771981,78300,0,0
2019-12-25,94782532,13104580,13467362,78300,0,0
2019-12-26,99813520,22576550,17545562,78300,0,0
2019-12-27,106166577,27461889,21108832,78300,0,0
2019-12-30,108160926,16069112,14296024,78300,0,0
2019-12-31,105799709,12416692,14777909,78300,0,0
2020-01-02,110956413,18556688,13399984,78300,0,0
2020-01-03,107463327,16228135,19721221,78300,0,0
2020-01-06,115256587,23370903,15577643,78300,0,0
2020-01-07,110926751,20341856,24671692,78300,0,0
2020-01-08,110480771,14886098,15332078,78300,0,0
2020-01-09,115495486,17761063,12746348,78300,0,0
2020-01-10,122879147,14690043,7306382,78300,0,0
2020-01-13,120620986,9327563,11585724,78300,0,0
2020-01-14,122333221,15011001,13298766,53200,0,25100
2020-01-15,122040577,11751629,12044273,37700,0,15500
2020-01-16,124178935,7890355,5751997,37700,0,0
2020-01-17,124230157,6821347,6770125,37700,0,0
