日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,867726104,17747751,17824951,550100,98100,243900
2017-07-13,867156916,11279986,11849174,589400,53700,14400
2017-07-14,859182992,8389044,16362968,542300,36600,83700
2017-07-17,843545567,17068110,32705535,542600,68100,67800
2017-07-18,842767714,7819521,8600510,530600,30800,42800
2017-07-19,847379915,19067363,14455162,410000,18700,139300
2017-07-20,843228555,9491702,13643062,380500,0,29500
2017-07-21,843327490,8975693,8876758,388600,8100,0
2017-07-24,832084567,17869418,29112341,467700,87100,8000
2017-07-25,829700423,11256022,13640166,520500,70900,18100
2017-07-26,822555437,5120057,12265043,494800,0,25700
2017-07-27,824190013,15967435,14332859,564600,115000,45200
2017-07-28,823965511,10664637,10889139,567000,63800,61400
2017-07-31,817983197,14668139,20650453,567700,69700,69000
2017-08-01,809879809,15969432,24072820,504700,0,63000
2017-08-02,809467064,11453844,11866589,545700,41000,0
2017-08-03,807128229,6973830,9317065,613700,83000,15000
2017-08-04,805667274,19032718,20493673,751500,187800,50000
2017-08-07,811815670,15263014,9114618,346600,17800,422700
2017-08-08,810438005,13963804,15341469,202800,10000,153800
2017-08-09,816510622,27089075,21016458,497000,297200,3000
2017-08-10,821752998,24889429,19647053,204800,23300,315500
2017-08-11,818547053,19576085,22782030,176800,0,28000
2017-08-14,813517408,5895903,10925548,203400,44100,17500
2017-08-15,815426755,12464968,10555621,203400,0,0
2017-08-16,814497507,10749500,11678748,235800,32400,0
2017-08-17,813768508,26916404,27645403,665300,429500,0
2017-08-18,813008715,34347384,35107177,509100,270700,426900
2017-08-21,815804690,16106722,13310747,474100,7100,42100
2017-08-22,819465471,27035749,23374968,449700,273900,298300
2017-08-23,823275312,20837983,17028142,510800,64600,3500
2017-08-24,1017419223,308108677,113964766,1093000,716700,134500
2017-08-25,987089257,128279051,158609017,738400,56800,411400
2017-08-28,979388968,84273276,91973565,616200,32000,154200
2017-08-29,980892254,41985211,40481925,586200,0,30000
2017-08-30,970891144,52830536,62831646,659100,72900,0
2017-08-31,963476242,21857956,29272858,630700,45000,73400
2017-09-01,934144640,23252152,52583754,247200,11800,395300
2017-09-04,928405157,33939359,39678842,291900,47700,3000
2017-09-05,931579455,58523539,55349241,746800,500800,45900
2017-09-06,952213919,40007905,20834106,614200,20000,140800
2017-09-07,953267172,23126524,22073271,924200,310000,0
2017-09-08,944333277,20122688,29056583,215100,20000,729100
2017-09-11,946807857,18764728,16290148,248600,53500,20000
2017-09-12,954543374,28272748,20537231,218400,19800,50000
2017-09-13,967794043,49803642,36552973,1098300,882000,2100
2017-09-14,979899700,31198943,19093286,629200,0,469100
2017-09-15,989812970,51000366,41087096,682300,64000,10900
2017-09-18,1045260125,85588921,30141766,533600,94400,243100
2017-09-19,1048336752,47554689,44478062,623100,174500,85000
2017-09-20,1052943054,16515235,11908933,551000,30000,102100
2017-09-21,1046813860,15910758,22039952,441200,5600,115400
2017-09-22,1047529822,11631916,10915954,515600,102500,28100
2017-09-25,1050141176,11482801,8871447,502400,15100,28300
2017-09-26,1030547443,22809170,42402903,557500,112000,56900
2017-09-27,1029064691,12261155,13743907,483800,100,73800
2017-09-28,1033471669,21793862,17386884,453200,0,30600
2017-09-29,1022498549,8730220,19703340,262900,0,190300
2017-10-09,998225905,26055069,50327713,271100,10000,1800
2017-10-10,1039939811,76461659,34747753,274000,20000,17100
2017-10-11,1048096908,32980953,24823856,463200,189200,0
2017-10-12,1026112385,43408873,66282785,354200,20500,129500
2017-10-13,1030127919,25479606,21464072,158700,0,195500
2017-10-16,1036824839,33938787,27241867,220500,61800,0
2017-10-17,1037346966,20003277,19481150,205900,110100,124700
2017-10-18,1039116666,29472764,27703064,205900,0,0
2017-10-19,1046825275,22097728,14389119,335800,129900,0
2017-10-20,1032610378,10907577,25122474,232800,7100,110100
2017-10-23,1038633499,23285233,17262112,491000,412000,153800
2017-10-24,1034657398,22041040,26017141,553100,114100,52000
2017-10-25,1042730488,23554296,15481206,488500,7100,71700
2017-10-26,1039650087,23089455,26169856,434000,0,54500
2017-10-27,1044503802,21729345,16875630,152900,78900,360000
2017-10-30,1035569611,22641611,31956163,197200,119200,74900
2017-10-31,1023809121,21113130,32873620,381100,334000,150100
2017-11-01,1030389524,16897650,10317247,205900,74800,250000
2017-11-02,1034896160,20619304,16112668,183700,57800,80000
2017-11-03,1023611139,10508080,21793101,174700,121600,130600
2017-11-06,1017917516,24806889,30294561,304400,135700,6000
2017-11-07,1020960731,17287890,14244675,95300,8200,217300
2017-11-08,1018828511,17168030,19300250,222300,132100,5100
2017-11-09,1022272966,18945819,15501364,422200,200000,100
2017-11-10,1019638244,18359891,20994613,220900,10000,211300
2017-11-13,1023652851,43347825,39333218,819400,609800,11300
2017-11-14,1023091089,16466867,17028629,494400,11300,336300
2017-11-15,1024959980,16472457,14603566,469100,0,25300
2017-11-16,1023038822,5812061,7733219,474200,5100,0
2017-11-17,1013715499,22957763,32281086,264900,57600,266900
2017-11-20,1015829134,10098907,7985272,211900,5000,58000
2017-11-21,1010733871,5946766,11042029,107600,32100,136400
2017-11-22,1003672116,10818372,17654066,250900,146200,2900
2017-11-23,1005722982,9217246,7166380,337500,103200,16600
2017-11-24,1001978596,13069056,16813442,233700,16600,120400
2017-11-27,1002280232,11136029,10834393,120100,10500,124100
2017-11-28,1003394428,5681724,4567528,170200,104000,53900
2017-11-29,1004696106,9725470,8423792,169000,39500,40700
2017-11-30,1004414226,5809392,6091272,129500,0,39500
2017-12-01,1002941390,6394949,7867785,26200,0,103300
2017-12-04,999873107,4432746,7501029,53700,28100,600
2017-12-05,986403370,9851835,23321572,180900,155300,28100
2017-12-06,992860830,13010451,6552991,89200,58100,149800
2017-12-07,998229542,15259631,9890919,224200,135000,0
2017-12-08,998561868,5691511,5359185,148700,0,75500
2017-12-11,990672799,4244977,12134046,148700,0,0
2017-12-12,988279491,3607668,6000976,130600,0,18100
2017-12-13,985927598,4274403,6626296,130100,0,500
2017-12-14,986992773,12679230,11614055,138100,8000,0
2017-12-15,986287089,4294809,5000493,154600,16500,0
2017-12-18,986804434,4020454,3503086,157100,2500,0
2017-12-19,984749537,4453077,6507974,137600,0,19500
2017-12-20,984716855,5634014,5614258,132600,0,5000
2017-12-21,980989840,4808291,8535306,139700,7100,0
2017-12-22,976115348,3501417,8375909,132700,100,7100
2017-12-25,966019942,8258902,18354308,242400,109800,100
2017-12-26,942896951,12169958,35292949,529500,314100,27000
2017-12-27,937685684,7848086,13237844,278800,49300,300000
2017-12-28,925303012,20553445,32936117,905600,629300,2500
2017-12-29,919319322,22889727,28873417,933100,181600,154100
2018-01-02,917273635,16951074,18996761,789100,36100,180100
2018-01-03,920139214,23192164,20326585,790500,9000,7600
2018-01-04,911797845,14134386,22475755,678000,17500,130000
2018-01-05,907965664,14800750,18632931,637200,700,41500
2018-01-08,902466948,16296672,21795388,637200,0,0
2018-01-09,905980484,20204156,16690620,637200,0,0
2018-01-10,905961185,8737015,8756314,594600,2400,45000
2018-01-11,900754760,9907598,15114023,607200,13000,400
2018-01-12,897491144,7594244,10857860,607200,0,0
2018-01-15,897755548,11565716,11301312,566000,0,41200
2018-01-16,897747474,7518647,7526721,565900,0,100
2018-01-17,896405484,8676196,10018186,561800,700,4800
2018-01-18,897586152,7593201,6412533,481800,0,80000
2018-01-19,898635183,19992959,18943928,484800,200000,197000
2018-01-22,898927913,7999060,7706330,216800,0,268000
2018-01-23,898008347,7288562,8208128,216800,0,0
2018-01-24,895828138,28671048,30851257,573700,356900,0
2018-01-25,893940190,11290517,13178465,396800,0,176900
2018-01-26,892582502,11759585,13117273,396800,0,0
2018-01-29,894488863,11523564,9617203,396800,0,0
2018-01-30,895294179,6484922,5679606,396800,0,0
2018-01-31,894433313,10967642,11828508,369700,0,27100
2018-02-01,895644990,11164747,9953070,396800,27100,0
2018-02-02,892569852,6132862,9158121,372000,10000,35200
2018-02-05,899310429,12561289,5820712,377700,5900,200
2018-02-06,899651777,17783624,17442276,404500,37300,10500
2018-02-07,898615000,7775761,8812538,384100,8900,29300
2018-02-08,894358205,2871967,7128762,361600,100,22600
2018-02-09,890669196,14388174,18077183,423500,61900,0
2018-02-12,891818934,5923128,4875265,415500,0,8000
2018-02-13,893773767,12239530,10284697,408600,20000,26900
2018-02-14,889455889,7203971,11521849,408600,0,0
2018-02-22,893554568,6858481,2759802,408600,0,0
2018-02-23,893987999,6947209,6513778,408600,0,0
2018-02-26,896374894,11662099,9275204,48600,0,360000
2018-02-27,896108202,5778246,6044938,53600,5000,0
2018-02-28,896939004,7191718,6360916,53600,0,0
2018-03-01,895233112,7855225,9561117,408600,360000,5000
2018-03-02,890161588,8050644,13122168,408600,0,0
2018-03-05,892386339,9605186,7380435,454600,46000,0
2018-03-06,888619093,12437673,16204919,525600,71000,0
2018-03-07,887305293,8149798,9463598,461400,0,64200
2018-03-08,886141053,11491773,12656013,420800,319400,360000
2018-03-09,878350282,8539745,16330516,101400,0,319400
2018-03-12,879383233,13287416,12254465,399600,300000,1800
2018-03-13,878050828,7171302,8503707,99600,0,300000
2018-03-14,876729393,8406961,9728396,28600,0,71000
2018-03-15,880494753,7315904,3550544,28600,0,0
2018-03-16,876741204,2675924,6429473,28600,0,0
2018-03-19,873066845,6142606,9816965,328600,300000,0
2018-03-20,879082815,45368603,39352633,510400,481800,300000
2018-03-21,874884851,16917594,21115558,394100,0,116300
2018-03-22,877923367,13457677,10419161,436100,42000,0
2018-03-23,874719723,16612830,19816474,444200,13600,5500
2018-03-26,873710980,13456469,14465212,525200,81000,0
2018-03-27,875303579,14673637,13081038,750700,332500,107000
2018-03-28,878633489,14495291,11205081,459100,40900,332500
2018-03-29,875532874,7498999,10599614,468100,10000,1000
2018-03-30,873720025,16525707,18338556,468100,0,0
2018-04-02,875721019,13831979,11830985,468100,0,0
2018-04-03,874119632,13494269,15095656,125100,27000,370000
2018-04-04,869038174,12313989,17395447,216100,111000,20000
