日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2019-08-19,2597718,2101165,0,0,0,2101165
2019-08-20,2744263,3698175,0,0,0,3698175
2019-08-21,12674042,14458826,0,0,0,14458826
2019-08-22,10392753,19290158,0,0,0,19290158
2019-08-23,5030473,10339899,0,0,0,10339899
2019-08-26,2334200,9944101,0,0,0,9944101
2019-08-27,2574188,10819370,0,0,0,10819370
2019-08-28,9770008,13271917,0,0,0,13271917
2019-08-29,4212845,15506131,0,0,0,15506131
2019-08-30,6734255,17742761,0,0,0,17742761
2019-09-02,2854320,18492035,0,0,0,18492035
2019-09-03,2724167,18776247,0,0,0,18776247
2019-09-04,3370442,16264281,0,0,0,16264281
2019-09-05,6332158,18561889,0,0,0,18561889
2019-09-06,2239441,18379070,0,0,0,18379070
2019-09-09,6549101,19192747,0,0,0,19192747
2019-09-10,2994661,18561857,0,0,0,18561857
2019-09-11,9003951,20947093,0,0,0,20947093
2019-09-12,4188875,22629731,0,0,0,22629731
2019-09-16,10159380,27855630,0,0,0,27855630
2019-09-17,8624999,32008874,0,0,0,32008874
2019-09-18,3510047,32282276,0,0,0,32282276
2019-09-19,3100248,33018954,0,0,0,33018954
2019-09-20,2831813,33136187,0,0,0,33136187
2019-09-23,2698248,32238474,0,0,0,32238474
2019-09-24,2123132,32247619,0,0,0,32247619
2019-09-25,3189658,32893388,0,0,0,32893388
2019-09-26,2286678,33312608,0,0,0,33312608
2019-09-27,2171981,34225344,0,0,0,34225344
2019-09-30,1209543,32819587,0,0,0,32819587
2019-10-08,1228980,33316622,0,0,0,33316622
2019-10-09,1379922,33419929,0,0,0,33419929
2019-10-10,3582053,33530521,0,0,0,33530521
2019-10-11,1089291,31661128,0,0,0,31661128
2019-10-14,8629107,34589343,0,0,0,34589343
2019-10-15,4069066,31208963,0,0,0,31208963
2019-10-16,2915565,33044477,0,0,0,33044477
2019-10-17,1168824,33067832,0,0,0,33067832
2019-10-18,1099043,32748561,0,0,0,32748561
2019-10-21,808926,31212959,0,0,0,31212959
2019-10-22,2110364,33090641,0,0,0,33090641
2019-10-23,2857907,34360476,0,0,0,34360476
2019-10-24,2796797,34913975,0,0,0,34913975
2019-10-25,7124671,38511096,0,0,0,38511096
2019-10-28,8814190,42990230,0,0,0,42990230
2019-10-29,3684548,43572156,0,0,0,43572156
2019-10-30,2226278,41423333,0,0,0,41423333
2019-10-31,2301562,39368473,1200,1200,9900,39378373
2019-11-01,2205819,39063110,0,1200,10200,39073310
2019-11-04,5480189,41443759,0,1200,10356,41454115
2019-11-05,18703204,47103325,0,1200,10584,47113909
2019-11-06,8706921,45196478,0,1200,10356,45206834
2019-11-07,9217200,47947582,5700,6900,60927,48008509
2019-11-08,50909681,79675092,64400,71300,685193,80360285
2019-11-11,20045159,83891951,0,41300,380373,84272324
2019-11-12,26251666,79402642,18300,59600,577524,79980166
2019-11-13,13077112,79993207,2600,62200,592144,80585351
2019-11-14,19300975,87821921,0,62200,578460,88400381
2019-11-15,8418921,76180914,0,42200,374736,76555650
2019-11-18,5412141,74213245,0,42200,378956,74592201
2019-11-19,7938264,76611160,0,42200,385708,76996868
2019-11-20,8379287,76320016,0,42200,391616,76711632
2019-11-21,7684329,77088610,30000,42200,395414,77484024
2019-11-22,9247334,77575609,0,42200,401744,77977353
2019-11-25,6147377,73829368,0,42200,396258,74225626
2019-11-26,7700538,75566717,0,42200,403432,75970149
2019-11-27,6979092,74166750,0,2200,20526,74187276
