日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2017-07-12,11628297,500401071,0,1201,23263,500424334
2017-07-13,6736921,492462395,14100,15301,298829,492761224
2017-07-14,10631813,480495781,3400,4601,91514,480587295
2017-07-17,29651478,494657801,38300,39901,754129,495411930
2017-07-18,7615253,491083636,12200,13701,263607,491347243
2017-07-19,24538789,505693363,38350,48951,947202,506640565
2017-07-20,15181666,504321629,0,18851,370422,504692051
2017-07-21,12968163,502464854,0,16651,327192,502792046
2017-07-24,35329075,502497896,0,4151,82605,502580501
2017-07-25,18647952,507856870,41719,42870,844968,508701838
2017-07-26,16237699,514240549,0,27770,541515,514782064
2017-07-27,15719493,517434819,400,1513,29625,517464444
2017-07-28,27449597,510681716,5900,7013,141102,510822818
2017-07-31,65832015,527786080,15900,21213,433169,528219249
2017-08-01,29513163,534042801,25900,36713,745274,534788075
2017-08-02,22193514,533211701,10400,15713,315360,533527061
2017-08-03,13977763,528438315,3000,8313,166925,528605240
2017-08-04,28636964,530608555,38800,47113,944145,531552700
2017-08-07,21220870,539908848,0,20613,418032,540326880
2017-08-08,54125756,532259299,25300,29409,609943,532869242
2017-08-09,66643798,548797212,16500,20609,433819,549231031
2017-08-10,63156813,542170356,28500,31809,670534,542840890
2017-08-11,41121378,553679934,16500,18809,382763,554062697
2017-08-14,67696706,583938378,3900,6209,132252,584070630
2017-08-15,61162888,584552113,100,3809,81322,584633435
2017-08-16,52537749,604471036,0,1109,23344,604494380
2017-08-17,33141156,592902534,0,1109,23256,592925790
2017-08-18,29354551,597862816,41800,42909,888216,598751032
2017-08-21,88573905,649222789,0,1125,23108,649245897
2017-08-22,41695779,656393103,41800,42925,867085,657260188
2017-08-23,18592902,649757563,0,1125,22759,649780322
2017-08-24,28248890,650986585,4800,5925,117315,651103900
2017-08-25,24961114,641895292,0,2925,58442,641953734
2017-08-28,39387547,659358675,40000,41125,826201,660184876
2017-08-29,21108794,657282026,0,41125,821266,658103292
2017-08-30,50182773,680541538,1800,27225,537694,681079232
2017-08-31,48826752,691959827,0,27225,538511,692498338
2017-09-01,46075281,702748605,0,1125,22309,702770914
2017-09-04,37718644,712874540,0,1125,22140,712896680
2017-09-05,10745974,686114742,0,1125,22219,686136961
2017-09-06,37075348,685168777,0,1125,22444,685191221
2017-09-07,19556857,677423166,0,1125,22331,677445497
2017-09-08,14627222,677660223,30500,31625,623645,678283868
2017-09-11,15278836,673705003,0,1125,22343,673727346
2017-09-12,29717952,677943971,0,1125,22410,677966381
2017-09-13,50128510,678020739,0,1125,22894,678043633
2017-09-14,31751029,674232993,0,1125,22703,674255696
2017-09-15,27438969,677424080,0,1125,22669,677446749
2017-09-18,43197209,694562538,0,1125,22995,694585533
2017-09-19,39739944,703670528,41800,41925,843531,704514059
2017-09-20,29060394,692770124,0,124,2497,692772621
2017-09-21,31817678,684960655,41800,41924,826741,685787396
2017-09-22,38812863,704449573,0,41924,817937,705267510
2017-09-25,18566152,700108854,0,124,2419,700111273
2017-09-26,23670853,702733746,43900,44024,849223,703582969
2017-09-27,6258671,690225435,0,24024,463663,690689098
2017-09-28,21733272,682948830,17900,31224,612927,683561757
2017-09-29,10719321,664020622,0,124,2447,664023069
2017-10-09,19895638,661823276,41800,41924,836384,662659660
2017-10-10,33174039,671101971,0,124,2492,671104463
2017-10-11,92682514,665219979,0,124,2522,665222501
2017-10-12,37213925,673830847,41800,41924,847284,674678131
2017-10-13,34387402,688579109,0,124,2509,688581618
2017-10-16,28957550,692423803,41800,41924,840157,693263960
2017-10-17,17585448,690487273,0,124,2494,690489767
2017-10-18,19729001,675523450,35200,35324,699062,676222512
2017-10-19,50668929,683822276,200,324,6551,683828827
2017-10-20,21357386,685598071,41600,41724,836983,686435054
2017-10-23,27071191,669102276,0,39,795,669103071
2017-10-24,35337528,665717552,31776,31815,650617,666368169
2017-10-25,32666837,671726305,0,25415,518212,672244517
2017-10-26,64040529,693521109,0,215,4418,693525527
2017-10-27,48427821,708043287,37200,37415,767382,708810669
2017-10-30,94250209,762002832,0,15215,299583,762302415
2017-10-31,16403072,753277641,0,15215,301561,753579202
2017-11-01,21577383,750998202,0,4815,94374,751092576
2017-11-02,25116066,763646940,32600,37415,731463,764378403
2017-11-03,31294527,770274474,0,215,4177,770278651
2017-11-06,18062342,759865848,800,976,19296,759885144
2017-11-07,44101340,769120606,30100,30276,610667,769731273
2017-11-08,15131365,764091495,0,25376,510565,764602060
2017-11-09,15269764,752309517,1100,12376,246406,752555923
2017-11-10,50642610,764149841,6600,16685,338038,764487879
2017-11-13,28635453,770478837,2200,17985,365275,770844112
2017-11-14,25483122,734127900,0,16985,334605,734462505
2017-11-15,9098923,709640395,2100,2185,43263,709683658
2017-11-16,93337572,731175110,4500,6685,138446,731313556
2017-11-17,59209599,720093795,12400,19085,382082,720475877
2017-11-20,31631769,711073461,0,85,1685,711075146
2017-11-21,32475790,712216567,22200,22285,446146,712662713
2017-11-22,33926165,717948170,0,2185,42717,717990887
2017-11-23,26623500,716979857,16900,16985,332566,717312423
