日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2017-07-12,4907605,439762032,0,30,202,439762234
2017-07-13,23463623,439373655,10800,10830,76243,439449898
2017-07-14,15083987,440443780,1100,11930,81840,440525620
2017-07-17,11582154,435573163,0,30,194,435573357
2017-07-18,5032845,435319334,11900,11930,77903,435397237
2017-07-19,9199402,438709837,0,30,198,438710035
2017-07-20,7609707,439335003,11900,11930,78857,439413860
2017-07-21,5222118,441371581,0,8530,55616,441427197
2017-07-24,4610916,442733500,3400,3430,22501,442756001
2017-07-25,8631354,444089932,8500,8530,56298,444146230
2017-07-26,5033530,440454459,3400,11930,78380,440532839
2017-07-27,11394725,443504119,0,30,200,443504319
2017-07-28,5703061,443484040,11900,11930,78738,443562778
2017-07-31,6097088,443509545,0,30,198,443509743
2017-08-01,5886056,443348890,11900,11930,78619,443427509
2017-08-02,6044866,444648651,0,11930,77784,444726435
2017-08-03,4538900,446360334,0,30,196,446360530
2017-08-04,4478394,446752118,11900,11930,77426,446829544
2017-08-07,4770506,445100705,0,0,0,445100705
2017-08-08,5265716,445231556,12000,12000,78840,445310396
2017-08-09,2756504,443948014,0,0,0,443948014
2017-08-10,9756370,448797670,12000,12000,78240,448875910
2017-08-11,3155903,446281338,0,0,0,446281338
2017-08-14,3490789,443162183,0,0,0,443162183
2017-08-15,4371621,443516042,4600,4600,30314,443546356
2017-08-16,15029079,435034331,44500,44500,299930,435334261
2017-08-17,11379070,441877254,12000,12000,80880,441958134
2017-08-18,5395544,436611723,0,0,0,436611723
2017-08-21,6841722,436204169,0,0,0,436204169
2017-08-22,3847705,433193153,12000,12000,80040,433273193
2017-08-23,8861851,436325455,0,0,0,436325455
2017-08-24,5525131,437924653,12000,12000,80400,438005053
2017-08-25,11167597,436262234,0,0,0,436262234
2017-08-28,7128638,435600728,0,0,0,435600728
2017-08-29,5509663,437461557,12000,12000,80040,437541597
2017-08-30,5984945,438576863,0,0,0,438576863
2017-08-31,7580524,437652958,0,0,0,437652958
2017-09-01,5597977,433816173,12000,12000,80640,433896813
2017-09-04,4255516,433260581,0,12000,80520,433341101
2017-09-05,16968430,422738364,0,0,0,422738364
2017-09-06,37606806,440644384,0,0,0,440644384
2017-09-07,17358979,438390998,12000,12000,82440,438473438
2017-09-08,31614678,451214073,0,8500,59755,451273828
2017-09-11,18623644,455505333,3500,12000,84000,455589333
2017-09-12,24951139,459154614,0,1000,6910,459161524
2017-09-13,9191809,460309194,0,1000,6920,460316114
2017-09-14,25760894,463034092,50000,51000,360060,463394152
2017-09-15,17291328,463250484,5000,5000,34800,463285284
2017-09-18,13286600,470593130,7000,7000,48720,470641850
2017-09-19,11554025,468712058,5000,12000,82560,468794618
2017-09-20,11020600,451768078,0,0,0,451768078
2017-09-21,6876106,449784975,12000,12000,81960,449866935
2017-09-22,5305880,446837449,0,0,0,446837449
2017-09-25,4393967,446800245,12000,12000,81000,446881245
2017-09-26,6355238,446668738,0,12000,80880,446749618
2017-09-27,4386107,443297809,0,7200,48816,443346625
2017-09-28,2152614,437340226,0,0,0,437340226
2017-09-29,7404460,435346189,0,0,0,435346189
2017-10-09,18190234,439982462,12000,12000,81960,440064422
2017-10-10,44115375,448863486,0,0,0,448863486
2017-10-11,23815773,455665949,12000,12000,83640,455749589
2017-10-12,26743103,459136076,0,0,0,459136076
2017-10-13,59595755,483800774,0,0,0,483800774
2017-10-16,38272851,486374376,12000,12000,83760,486458136
2017-10-17,11266018,481437306,0,0,0,481437306
2017-10-18,11553892,479527746,12000,12000,82440,479610186
2017-10-19,18204248,478657155,0,0,0,478657155
2017-10-20,7825580,472092890,12000,12000,82440,472175330
2017-10-23,12592468,473748892,0,0,0,473748892
2017-10-24,12232240,468001990,12000,12000,83040,468085030
