日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2017-07-12,34753552,572286485,7000,7000,68810,572355295
2017-07-13,40872629,558749438,108600,109200,1074528,559823966
2017-07-14,23549496,558214174,1400,2000,19320,558233494
2017-07-17,22412394,551378618,63600,64200,588072,551966690
2017-07-18,21196232,554101723,42700,43300,407020,554508743
2017-07-19,38050909,550659472,117300,118600,1171768,551831240
2017-07-20,47798154,557420462,41400,41400,418554,557839016
2017-07-21,23695172,552100996,3600,3600,35388,552136384
2017-07-24,19594774,551319026,61400,61400,607246,551926272
2017-07-25,24166717,546618218,23600,23600,237652,546855870
2017-07-26,84836709,573806911,112000,112000,1160320,574967231
2017-07-27,74802921,593604748,23600,24200,252648,593857396
2017-07-28,58350006,593483710,131400,132000,1401840,594885550
2017-07-31,82365606,581735361,23600,24200,268136,582003497
2017-08-01,73086472,598147660,1400,2000,21160,598168820
2017-08-02,71922781,600251737,138900,139500,1484280,601736017
2017-08-03,76311580,610379241,1400,22000,239580,610618821
2017-08-04,144783899,592684012,113600,114200,1297312,593981324
2017-08-07,134173561,612812119,21400,22000,266200,613078319
2017-08-08,126736461,615079187,153600,154200,1814934,616894121
2017-08-09,92608653,614421790,31400,32000,384640,614806430
2017-08-10,61549573,604983210,133600,144200,1655416,606638626
2017-08-11,82897400,617312910,21000,21600,225720,617538630
2017-08-14,38200868,601393246,164000,164600,1766158,603159404
2017-08-15,32113608,602982391,1400,2000,21280,603003671
2017-08-16,44083116,602815164,133574,134174,1416877,604232041
2017-08-17,67444624,608281235,11400,12000,130560,608411795
2017-08-18,28157195,614523933,93600,94200,1007940,615531873
2017-08-21,34465945,607335371,0,600,6474,607341845
2017-08-22,41905374,604932972,180480,181080,1984637,606917609
2017-08-23,36442417,608092293,0,600,6264,608098557
2017-08-24,17619936,603774027,25000,25600,262656,604036683
2017-08-25,35471493,602703149,80000,80600,851136,603554285
2017-08-28,38956502,609417811,30000,30600,330480,609748291
2017-08-29,35631197,602645405,135000,145600,1579760,604225165
2017-08-30,46428297,596647387,20000,20600,230514,596877901
2017-08-31,79249863,614801699,160000,160600,1846900,616648599
2017-09-01,95794079,632751853,5000,5600,64512,632816365
2017-09-04,70087295,625060452,110000,110600,1299550,626360002
2017-09-05,64029920,637546407,38000,88600,1048138,638594545
2017-09-06,84185834,644804340,97000,97600,1145824,645950164
2017-09-07,47027255,625434116,15000,15600,176592,625610708
2017-09-08,46061327,614379991,150000,160600,1999470,616379461
2017-09-11,226993354,669978657,20000,20600,273980,670252637
2017-09-12,162676685,662812266,125000,125600,1615216,664427482
2017-09-13,134014163,691393496,0,600,7860,691401356
2017-09-14,102673539,659620608,15000,15600,204672,659825280
2017-09-15,98527396,667444521,0,600,7482,667452003
2017-09-18,242042682,752439059,185000,185600,2546432,754985491
2017-09-19,194692049,685361141,10000,40600,577738,685938879
2017-09-20,218401110,722998585,135100,145700,2138876,725137461
2017-09-21,163338930,700409757,40000,50600,703846,701113603
2017-09-22,81553452,685491080,115000,165600,2281968,687773048
2017-09-25,79389229,681638633,0,20600,269242,681907875
2017-09-26,71354489,668996872,74400,95000,1253050,670249922
2017-09-27,88727625,686586846,35600,66200,885756,687472602
2017-09-28,59798238,673423176,94400,115000,1509950,674933126
2017-09-29,60233043,650770173,35600,56200,730038,651500211
2017-10-09,78615808,668544145,35000,55600,737256,669281401
2017-10-10,55456328,665182087,0,41900,537158,665719245
2017-10-11,48500525,670031234,43700,64300,807608,670838842
2017-10-12,53198424,670290721,11300,31900,391413,670682134
2017-10-13,27442786,655167907,0,30600,375768,655543675
2017-10-16,49733850,658902983,135000,155600,1920104,660823087
2017-10-17,27828126,658954411,0,20600,244934,659199345
2017-10-18,31952770,662372132,15000,35600,418656,662790788
2017-10-19,23794255,655842929,40000,72100,832034,656674963
2017-10-20,35760999,654257489,0,30600,364140,654621629
2017-10-23,22149627,658481493,40000,60600,710232,659191725
2017-10-24,28408298,654989580,40000,100600,1157906,656147486
2017-10-25,28926365,661580709,0,20600,238754,661819463
2017-10-26,42011037,661376734,50000,60600,722352,662099086
2017-10-27,53695080,654847018,30000,50600,564190,655411208
2017-10-30,43561852,654666220,45000,75600,798336,655464556
2017-10-31,18566211,656434492,0,30600,327114,656761606
2017-11-01,22582278,656955314,69998,90598,965775,657921089
2017-11-02,14994852,650510467,5000,25600,270592,650781059
2017-11-03,18362820,649514197,50000,74300,775692,650289889
2017-11-06,20203300,648162052,20000,50600,542938,648704990
2017-11-07,24559435,649661364,15000,45600,491568,650152932
2017-11-08,28569657,643088817,110000,140600,1528322,644617139
2017-11-09,23324783,635321941,70000,80600,880152,636202093
2017-11-10,15047735,632975934,0,20600,220832,633196766
2017-11-13,21055449,629038998,135000,145600,1584128,630623126
2017-11-14,21729087,627636154,0,15600,165048,627801202
2017-11-15,22251240,620941291,30000,40600,410060,621351351
2017-11-16,12678341,621700005,40000,70600,706000,622406005
2017-11-17,22387323,614740814,15000,65600,617952,615358766
2017-11-20,14264378,606633901,80000,100600,967772,607601673
2017-11-21,12007552,608248373,0,10600,100700,608349073
2017-11-22,6460798,602100275,25000,35600,341760,602442035
2017-11-23,11506043,599765419,26000,36600,342942,600108361
2017-11-24,11489185,598495215,69000,79600,773712,599268927
2017-11-27,10758099,592050425,0,10600,100276,592150701
2017-11-28,12555728,595047471,35000,45600,443688,595491159
2017-11-29,28315683,594775130,170000,180600,1815030,596590160
2017-11-30,12708900,593325692,5000,35600,352796,593678488
2017-12-01,7079039,593344854,0,15600,154596,593499450
2017-12-04,12480414,589491454,0,10600,103350,589594804
2017-12-05,19378137,583981249,45000,55600,511520,584492769
2017-12-06,6553834,578304769,20000,30600,283968,578588737
2017-12-07,8377608,579039051,5000,15600,143988,579183039
2017-12-08,9430320,580660624,0,10600,98898,580759522
2017-12-11,8963182,570819747,55000,65600,625168,571444915
2017-12-12,18234127,564671316,140000,150600,1483410,566154726
2017-12-13,12086424,566248011,5000,15600,152412,566400423
2017-12-14,8352738,565295084,0,10600,102820,565397904
2017-12-15,10747750,567679169,5000,15600,150384,567829553
2017-12-18,8863615,568864036,0,10600,103350,568967386
2017-12-19,8311310,568904867,5000,15600,152256,569057123
2017-12-20,10914281,568880043,20000,30600,295596,569175639
2017-12-21,12544035,572825690,45000,75600,724248,573549938
2017-12-22,8527768,568531868,100000,110600,1075032,569606900
2017-12-25,10743096,567863863,45000,55600,537652,568401515
