日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2020-07-13,514546,514415,0,0,0,514415
2020-07-14,199700,607967,0,0,0,607967
2020-07-15,177768,781811,0,0,0,781811
2020-07-16,29222,614693,0,0,0,614693
2020-07-17,972961,1566993,0,0,0,1566993
2020-07-20,899645,2439023,0,0,0,2439023
2020-07-21,430996,2594502,0,0,0,2594502
2020-07-22,106182,2058177,0,0,0,2058177
2020-07-23,1135346,2857223,0,0,0,2857223
2020-07-24,164869,1964035,0,0,0,1964035
2020-07-27,12760,1886569,0,0,0,1886569
2020-07-28,488434,2353531,0,0,0,2353531
2020-07-29,697128,2689932,0,0,0,2689932
2020-07-30,1223873,3066874,0,0,0,3066874
2020-07-31,30394,1932136,0,0,0,1932136
2020-08-03,566437,2240151,0,0,0,2240151
2020-08-04,90736,2002103,0,0,0,2002103
2020-08-05,357316,2343817,0,0,0,2343817
2020-08-06,109827,2321770,0,0,0,2321770
2020-08-07,62807,2279394,0,0,0,2279394
2020-08-10,0,2257652,0,0,0,2257652
2020-08-11,51279,2272006,0,0,0,2272006
2020-08-12,128423,2132409,0,0,0,2132409
2020-08-13,54479,2124166,0,0,0,2124166
2020-08-14,10963,2104534,0,0,0,2104534
2020-08-17,88630,2161988,0,0,0,2161988
2020-08-18,48114,2083315,0,0,0,2083315
2020-08-19,511052,2542270,0,0,0,2542270
2020-08-20,2994818,5522723,0,0,0,5522723
2020-08-21,375080,3193496,0,0,0,3193496
2020-08-24,755351,3914285,0,0,0,3914285
2020-08-25,24280,3195189,0,0,0,3195189
2020-08-26,279411,3389310,0,0,0,3389310
2020-08-27,2360,3243091,0,0,0,3243091
2020-08-28,316610,3557325,0,0,0,3557325
2020-08-31,283661,3555214,0,0,0,3555214
2020-09-01,60400,3393137,0,0,0,3393137
2020-09-02,2512584,5784697,0,0,0,5784697
2020-09-03,6160,1904507,0,0,0,1904507
2020-09-04,5950,1910457,0,0,0,1910457
2020-09-07,13570,1899100,0,0,0,1899100
2020-09-08,0,1846743,0,0,0,1846743
2020-09-09,121205,1842671,0,0,0,1842671
2020-09-10,14443,1722395,0,0,0,1722395
2020-09-11,327436,2036728,0,0,0,2036728
2020-09-14,113800,1814226,0,0,0,1814226
2020-09-15,70066,1880671,0,0,0,1880671
2020-09-16,169750,1697078,0,0,0,1697078
2020-09-17,239052,1852367,0,0,0,1852367
2020-09-18,444701,1924937,0,0,0,1924937
2020-09-21,73519,1717817,0,0,0,1717817
2020-09-22,45120,1651775,0,0,0,1651775
2020-09-23,115453,1734047,0,0,0,1734047
2020-09-24,94676,1806464,0,0,0,1806464
2020-09-25,51511,1803175,0,0,0,1803175
2020-09-28,0,1573855,0,0,0,1573855
2020-09-29,6524035,7978247,0,0,0,7978247
2020-09-30,71165,1565414,0,0,0,1565414
2020-10-09,321565,1735417,0,0,0,1735417
2020-10-12,161896,1738537,0,0,0,1738537
2020-10-13,82625,1796242,0,0,0,1796242
2020-10-14,390169,1830103,0,0,0,1830103
2020-10-15,58220,1482225,0,0,0,1482225
2020-10-16,117220,1552328,0,0,0,1552328
2020-10-19,75454,1519401,0,0,0,1519401
2020-10-20,283047,1788372,0,0,0,1788372
2020-10-21,380229,1823228,0,0,0,1823228
2020-10-22,553719,1676002,0,0,0,1676002
2020-10-23,318707,1508265,0,0,0,1508265
2020-10-26,526017,1826104,0,0,0,1826104
2020-10-27,517370,1859503,0,0,0,1859503
2020-10-28,434807,1545979,0,0,0,1545979
2020-10-29,460799,1584571,0,0,0,1584571
2020-10-30,387839,1577454,0,0,0,1577454
2020-11-02,517626,2016709,0,0,0,2016709
2020-11-03,359130,2353229,0,0,0,2353229
2020-11-04,315034,2131429,0,0,0,2131429
2020-11-05,477857,2253109,0,0,0,2253109
2020-11-06,1090290,3000839,0,0,0,3000839
2020-11-09,3987342,6292091,0,0,0,6292091
2020-11-10,2211043,3159853,0,0,0,3159853
2020-11-11,173072,2070130,0,0,0,2070130
2020-11-12,550498,2404282,0,0,0,2404282
2020-11-13,399990,2135872,0,0,0,2135872
2020-11-16,0,1296079,0,0,0,1296079
2020-11-17,718423,1952387,0,0,0,1952387
2020-11-18,903918,2059608,0,0,0,2059608
2020-11-19,894921,2827924,0,0,0,2827924
2020-11-20,38071,2030874,0,0,0,2030874
2020-11-23,743287,2487015,0,0,0,2487015
2020-11-24,8378,2030184,0,0,0,2030184
2020-11-25,366789,2392541,0,0,0,2392541
2020-11-26,344316,2695624,0,0,0,2695624
2020-11-27,289090,2720662,0,0,0,2720662
2020-11-30,633262,3031621,0,0,0,3031621
2020-12-01,311422,3273909,0,0,0,3273909
2020-12-02,1716455,3266223,0,0,0,3266223
2020-12-03,749841,3291333,0,0,0,3291333
2020-12-04,758886,2156407,0,0,0,2156407
2020-12-07,190938,1468344,0,0,0,1468344
2020-12-08,523071,1927867,0,0,0,1927867
2020-12-09,739933,2107204,0,0,0,2107204
2020-12-10,492993,2221396,0,0,0,2221396
