日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2019-08-19,19309590,18784120,0,0,0,18784120
2019-08-20,17625698,26349484,0,0,0,26349484
2019-08-21,14187747,31955556,0,0,0,31955556
2019-08-22,14366205,37036557,0,0,0,37036557
2019-08-23,13897010,41476840,0,0,0,41476840
2019-08-26,7651252,40772795,0,0,0,40772795
2019-08-27,10629984,45415323,0,0,0,45415323
2019-08-28,4424435,39855704,0,0,0,39855704
2019-08-29,11738671,44126387,0,0,0,44126387
2019-08-30,26094037,49141156,0,0,0,49141156
2019-09-02,31608303,57386984,0,0,0,57386984
2019-09-03,44686177,65589135,0,0,0,65589135
2019-09-04,31869554,78087689,0,0,0,78087689
2019-09-05,43492834,87788860,0,0,0,87788860
2019-09-06,20924109,82931233,2000,2000,72800,83004033
2019-09-09,42423477,98678765,0,2000,75100,98753865
2019-09-10,35421751,94960141,0,2000,74420,95034561
2019-09-11,25300926,97886784,0,2000,72800,97959584
2019-09-12,44830218,105011076,0,2000,75960,105087036
2019-09-16,51266704,123624519,0,2000,83560,123708079
2019-09-17,63307182,128193232,0,2000,79020,128272252
2019-09-18,51165203,135410662,0,2000,80240,135490902
2019-09-19,31091652,139766391,0,2000,79560,139845951
2019-09-20,20554161,133776276,0,2000,78600,133854876
2019-09-23,23163988,135722302,0,2000,78300,135800602
2019-09-24,19083752,129003243,0,2000,76900,129080143
2019-09-25,17922964,121445335,0,2000,74720,121520055
2019-09-26,12680074,116576745,0,2000,68260,116645005
2019-09-27,9843212,111499413,0,2000,70960,111570373
2019-09-30,7526816,109874357,0,2000,70300,109944657
2019-10-08,2988810,99682880,11000,13000,502710,100185590
2019-10-09,0,97395272,0,13000,553020,97948292
2019-10-10,0,95449293,0,13000,608270,96057563
2019-10-11,0,93845404,0,13000,669110,94514514
2019-10-14,7335347,90289106,0,13000,736060,91025166
2019-10-15,27601860,92782928,0,13000,809640,93592568
2019-10-16,2980185,87452892,0,13000,890630,88343522
2019-10-17,174702827,177277679,0,13000,940810,178218489
2019-10-18,121927161,211428444,0,10500,835905,212264349
2019-10-21,108311456,189036239,2500,4500,378000,189414239
2019-10-22,131025216,253841270,6900,8900,822360,254663630
2019-10-23,165453561,284656015,4300,6500,583635,285239650
2019-10-24,136853543,303630785,6700,13200,1122000,304752785
2019-10-25,87073268,317615813,0,10200,836196,318452009
2019-10-28,117076284,292109407,3000,12200,1016382,293125789
2019-10-29,101851001,290217755,0,12200,958310,291176065
2019-10-30,69016124,277202522,0,12200,975756,278178278
2019-10-31,74142809,262220765,1000,3200,232032,262452797
2019-11-01,38428799,245255912,0,3200,255232,245511144
2019-11-04,115825248,267995617,10000,12200,1070428,269066045
2019-11-05,137190806,296841254,1000,13200,1195656,298036910
2019-11-06,109767705,311095299,0,13200,1214400,312309699
2019-11-07,61029181,295207337,100,12300,1070469,296277806
2019-11-08,54920939,290970489,1000,13300,1273209,292243698
2019-11-11,36711187,290358758,0,12300,1059768,291418526
2019-11-12,82805764,277305599,100,12400,1013700,278319299
2019-11-13,45748436,254656497,700,13100,1079440,255735937
2019-11-14,53591044,233138088,0,13100,1187384,234325472
2019-11-15,112274324,280013171,0,2800,279160,280292331
2019-11-18,108922518,286182185,5700,8500,865300,287047485
2019-11-19,106893102,301908595,3500,12000,1200000,303108595
2019-11-20,102899487,314819045,1800,8300,846600,315665645
2019-11-21,67785195,334320373,0,2800,285348,334605721
2019-11-22,93082477,339929426,7000,9800,999502,340928928
2019-11-25,76678449,295018390,5500,15300,1426113,296444503
2019-11-26,6602932,276491662,600,15900,1630227,278121889
2019-11-27,86980633,284361007,0,14900,1680422,286041429
2019-11-28,127222651,323253560,1500,16400,1800720,325054280
2019-11-29,61910511,325898377,0,16400,1771364,327669741
2019-12-02,74060862,351852918,0,14400,1591200,353444118
2019-12-03,104592543,344660393,2500,16900,1839227,346499620
2019-12-04,108322740,341103764,0,16900,1990313,343094077
2019-12-05,89143577,358680265,0,16900,1960400,360640665
2019-12-06,88213477,378323532,2000,18900,2116800,380440332
2019-12-09,123212512,421395778,0,6900,787290,422183068
2019-12-10,84331000,414774401,6700,13600,1551760,416326161
2019-12-11,93522888,434474757,4200,12600,1418760,435893517
2019-12-12,66299212,429462657,0,8900,955059,430417716
2019-12-13,50879048,413102980,7600,16500,1786125,414889105
2019-12-16,199143546,515389095,9000,20000,2381600,517770695
2019-12-17,160490534,531201505,7000,18500,2256445,533457950
2019-12-18,81185706,528577067,4600,19500,2616315,531193382
2019-12-19,149089303,477425932,7500,19000,2717000,480142932
2019-12-20,83350452,489992138,2500,21000,2881620,492873758
