,Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,2019-01-02,1.0183645536723809,1.021736986136099,0.9933721145404256,1.0,0.964943046895316,10398.759896992853
2019-01-02,2019-01-03,1.0016527935267556,1.0044742608487247,0.977995937918548,0.9850078787913371,0.9504765181041012,5171.683697301158
2019-01-02,2019-01-04,0.980466874430897,1.0145080014771206,0.9716852624619817,1.0050419373430253,0.9698082922546549,6291.273703423219
2019-01-02,2019-01-07,0.980466874430897,1.0188988074615781,1.0054091795051971,1.0108684930680494,0.9754305415048858,5801.551159156476
2019-01-02,2019-01-08,1.0108852044206011,1.021736986136099,1.0021704378618925,1.0096998192728361,0.9743028309031222,4814.53987450997
2019-01-02,2019-01-09,1.0183812650249324,1.045377130391755,1.0167952150098922,1.0286153380869658,0.9925552962352175,8329.538820471978
2019-01-02,2019-01-10,1.030301554318825,1.043240217133457,1.018815352597311,1.0330395667765269,0.9968243335227287,4848.893276411478
2019-01-02,2019-01-11,1.0434405495670944,1.0634746081187827,1.0330061440714235,1.0616047708058378,1.0243881810793252,6491.73783230117
2019-01-02,2019-01-14,1.0567965886015533,1.0616214821583894,1.037680737353786,1.0427727068559751,1.0062163174537442,4282.096369886632
2019-01-02,2019-01-15,1.0482153090662756,1.1043774776618127,1.0434405495670944,1.1018397976377483,1.0632127289964792,9309.968916884254
2019-01-02,2019-01-16,1.098534210584237,1.1113059636703349,1.0911883483558882,1.1037096349506934,1.0650169436811114,7025.884231901401
2019-01-02,2019-01-17,1.1068817349807738,1.1180674380518312,1.0948612794700627,1.1006210916833712,1.0620367185099018,5056.055458865209
2019-01-02,2019-01-18,1.1102207447393886,1.152292288077632,1.1043774776618127,1.1412902060876604,1.1012801711242501,11454.336077527632
2019-01-02,2019-01-21,1.1519583667220723,1.166783578202201,1.138401995253976,1.1469164293790468,1.1067091189367342,7855.342671582794
2019-01-02,2019-01-22,1.145280347204843,1.145280347204843,1.1105879869015602,1.1202377740152325,1.0809656879248657,7032.32351222089
2019-01-02,2019-01-23,1.113926996660175,1.1260810410928084,1.107098778766963,1.1113225731243952,1.0723630097064427,5613.678436078261
2019-01-02,2019-01-24,1.1190691002200193,1.1316405208724793,1.1096864909501911,1.1227420313341936,1.0833822106429305,4867.486552252323
2019-01-02,2019-01-25,1.1283849659781318,1.1434439325970012,1.1184513915665548,1.1347624868449049,1.094981112095677,4839.285275831064
2019-01-02,2019-01-28,1.1419413374462282,1.1586029635341983,1.1286354324694243,1.1302548032910766,1.0906314731016515,6027.391762199899
2019-01-02,2019-01-29,1.1310895557307303,1.1486193569634575,1.1152292593773105,1.1436108423255356,1.1035192885691902,5065.710205582244
2019-01-02,2019-01-30,1.1435941309729838,1.1456475893670148,1.1285852984117695,1.1285852984117695,1.0890205598547662,3789.76939800817
2019-01-02,2019-01-31,1.1352633179289988,1.1512905240109528,1.131189721947549,1.1512905240109528,1.11092975444094,6126.5102668843765
2019-01-02,2019-02-01,1.1637116443889393,1.1669839106358384,1.1513072353635045,1.1564159162182455,1.1158756015067934,5095.432400948553
2019-01-02,2019-02-11,1.160305891118609,1.2179038094547125,1.148919855613914,1.2108918685819234,1.1684417723489884,9706.626581158887
2019-01-02,2019-02-12,1.207052027739215,1.2112090785849317,1.1940299100603158,1.198570914420756,1.1565527658918848,5858.531360687236
2019-01-02,2019-02-13,1.207052027739215,1.2290226671155635,1.1974022406255427,1.22750346251073,1.184471016400766,5956.302574934112
2019-01-02,2019-02-14,1.2207419881292334,1.2415439537103685,1.2189723170331073,1.230692171994871,1.1875479432400948,5385.510543233084
2019-01-02,2019-02-15,1.2268857538572655,1.2268857538572655,1.2070854504443183,1.2100237953356576,1.167604064853091,3879.592099524664
2019-01-02,2019-02-18,1.2204080667736736,1.2436976802197095,1.2204080667736736,1.2354336106874397,1.1921231854935677,6301.6947528798555
2019-01-02,2019-02-19,1.2370363720550317,1.2396073728857082,1.2131623707621437,1.2200074019063984,1.1772376501066673,4925.289819688582
2019-01-03,2019-01-03,0.9782609471852152,1.0199275322674217,0.9770531900349324,1.0,0.9454005887211423,3567174.450789655
2019-01-03,2019-01-04,0.9921498088792841,1.0875604353684645,0.9921498088792841,1.068236781676184,1.0099116480609946,5914141.07237271
2019-01-03,2019-01-07,0.9921498088792841,1.086956556793323,1.0567633191046195,1.0676329031010425,1.0093407104113712,4121790.7730237776
