,Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,2019-01-02,0.9453860722603746,1.0251098311906695,0.9234149250686191,1.0,0.967900388749493,4769610.956963607
2019-01-02,2019-01-03,0.9905837684035793,1.0451976961432048,0.9610797317211829,1.0194601042061289,0.9867358452703263,5946853.746714643
2019-01-02,2019-01-04,0.9855618021654454,1.0408034906514776,0.9792843743010581,1.0232265489514494,0.9903813595647846,4330548.253510456
2019-01-02,2019-01-07,0.9855618021654454,1.0451976961432048,0.9792843743010581,1.0225989079381623,0.9897738337156013,3717681.724133935
2019-01-02,2019-01-08,1.0219711471917556,1.0395479691586642,0.9924670506427994,1.006905248477354,0.9745839513557861,3485392.4002726087
2019-01-02,2019-01-09,1.0056497269845406,1.0251098311906695,0.9887005460309191,1.0056497269845406,0.9733686601911805,3304527.6830846323
2019-01-02,2019-01-10,0.9968612561345265,1.0112994539690812,0.9491525170056951,0.9541744832438289,0.9235457933684137,3339741.9322530855
2019-01-02,2019-01-11,0.9541744832438289,0.9918392898963927,0.9453860722603746,0.9767733911819911,0.9454192982010818,2640143.891669305
2019-01-02,2019-01-14,0.9836785797927851,1.009416171729861,0.9635907148402499,0.9704959034510439,0.9393433811770916,2715326.1877808045
2019-01-02,2019-01-15,0.9667293988391634,0.9817953574201249,0.9472692946330349,0.9755178696891778,0.9442040669030359,1989158.216758135
2019-01-02,2019-01-16,0.9887005460309191,1.0150658987144017,0.9704959034510439,0.9861895629118521,0.9545332036703471,2806759.896010349
2019-01-02,2019-01-17,0.9792843743010581,1.070307527333874,0.9792843743010581,1.0659133218421468,1.031697906634029,5418050.304239942
2019-01-02,2019-01-18,1.049591901634932,1.0546138678730659,1.007532889490641,1.0225989079381623,0.9897738337156013,3904509.153072089
2019-01-02,2019-01-21,1.0182045827133155,1.0376648066525638,0.9993722392535933,1.0295040366823964,0.9964572765887748,2427861.033212531
2019-01-02,2019-01-22,1.0232265489514494,1.0615191163504196,1.0182045827133155,1.0269931134298895,0.9940269337258026,2955914.695412833
2019-01-02,2019-01-23,1.0269931134298895,1.0470809783824249,0.9987444785071867,1.0295040366823964,0.9964572765887748,2522936.1726340856
2019-01-02,2019-01-24,1.0451976961432048,1.0451976961432048,1.0,1.0087884109834544,0.9764065887698956,2476912.1936036656
2019-01-02,2019-01-25,0.9993722392535933,1.006905248477354,0.9585687486021159,0.9623351933474366,0.9314445274061927,2647568.6247348515
2019-01-02,2019-01-28,0.9730068865701108,0.9774010920618381,0.9548022439902356,0.9635907148402499,0.9326598185707985,1366596.7095384672
2019-01-02,2019-01-29,0.9585687486021159,0.9730068865701108,0.8901443837743424,0.9127432318459447,0.883444477597215,1971202.7870958352
2019-01-02,2019-01-30,0.9096044879804711,0.9271814296804994,0.8995605555042036,0.9020715386232704,0.8731154006964638,1021602.9936115198
2019-01-02,2019-01-31,0.9221594035758057,0.925925908187686,0.8524795771217788,0.8662900142099267,0.8384823563669526,2052444.216801239
2019-01-02,2019-02-01,0.8731952028207208,0.8939108285196629,0.8706842197016539,0.891399845400596,0.8627862040625929,1227011.1503795302
2019-01-02,2019-02-11,0.8995605555042036,0.9271814296804994,0.8932830677732562,0.9227871643222124,0.8931660286487831,1487548.8101717597
2019-01-02,2019-02-12,0.9215317026959589,0.9328310967984802,0.912115471099538,0.9278091305603463,0.8980267143747274,1432118.5538576336
