,证券简称,20210910,20210909,incr,quant
600089.SS,特变电工,5972877657,5476393585.0,0.0906589463109233,496484072.0
000831.SZ,五矿稀土,2762521867,2457178324.0,0.12426592731085795,305343543.0
002466.SZ,天齐锂业,6853262266,6586715997.0,0.0404672478851984,266546269.0
000768.SZ,中航西飞,5522695154,5303394253.0,0.041351046242875,219300901.0
000009.SZ,中国宝安,1847490593,1632452606.0,0.13172694031645293,215037987.0
002497.SZ,雅化集团,3336120361,3150735345.0,0.0588386505690468,185385016.0
603026.SS,石大胜华,3686681692,3502603188.0,0.052554769729741935,184078504.0
000166.SZ,申万宏源,2798867498,2620931496.0,0.06789036732610576,177936002.0
300014.SZ,亿纬锂能,4297818545,4139124823.0,0.038339921791723075,158693722.0
600875.SS,东方电气,1579812949,1422856747.0,0.1103106144247703,156956202.0
000960.SZ,锡业股份,2004886399,1850562783.0,0.08339280213439815,154323616.0
000776.SZ,广发证券,4421875611,4277470983.0,0.033759347187604316,144404628.0
600563.SS,法拉电子,540246177,403076012.0,0.34030843046050574,137170165.0
002176.SZ,江特电机,2924064449,2787890819.0,0.04884467823199934,136173630.0
002617.SZ,露笑科技,1663086906,1527482431.0,0.08877645480427798,135604475.0
002326.SZ,永太科技,2242273843,2107529931.0,0.06393451880233347,134743912.0
600519.SS,贵州茅台,25178425986,25044545831.0,0.005345681087747467,133880155.0
002756.SZ,永兴材料,901608859,776722560.0,0.16078623878260978,124886299.0
600362.SS,江西铜业,2571815400,2448386266.0,0.05041244337710227,123429134.0
002555.SZ,三七互娱,1114449360,994319231.0,0.12081645939723362,120130129.0
