日期,融资余额,融资买入额,融资偿还额,融资净买入,融券余量,融券卖出量,融券偿还量,融券净卖出,融资融券余额
2020-12-22,273.52亿,6.02亿,5.65亿,3746.44万,1330.66,1323.18,33.34,1289.84,274.03亿
2020-12-23,273.78亿,6.29亿,6.02亿,2608.88万,7.48,0.0,1323.18,-1323.18,273.78亿
2020-12-25,276.99亿,6.10亿,4.63亿,1.47亿,7.48,0.0,1356.52,-1356.52,277.00亿
2020-12-24,275.53亿,6.03亿,4.28亿,1.75亿,1364.0,1356.52,0.0,1356.52,276.05亿
2020-12-28,277.24亿,6.59亿,6.34亿,2487.72万,149.56,142.08,0.0,142.08,277.30亿
2020-12-29,276.50亿,5.49亿,6.23亿,-7413.51万,16.48,9.0,142.08,-133.08,276.51亿
2020-12-30,276.46亿,1.83亿,1.87亿,-430.62万,112.08,104.6,9.0,95.6,276.50亿
2020-12-31,277.52亿,3.45亿,2.38亿,1.07亿,658.54,651.06,104.6,546.46,277.78亿
2021-01-04,278.31亿,4.63亿,3.84亿,7891.69万,101.72,94.24,651.06,-556.82,278.35亿
2021-01-05,277.02亿,7.18亿,8.35亿,-1.17亿,33.21,25.51,94.02,-68.51,277.03亿
2021-01-06,277.59亿,6.87亿,6.30亿,5719.68万,35.72,27.3,24.79,2.51,277.61亿
2021-01-07,276.90亿,5.92亿,6.66亿,-7378.32万,80.7,73.0,28.02,44.98,276.94亿
2021-01-08,276.14亿,3.96亿,4.62亿,-6652.79万,8.2,0.5,73.0,-72.5,276.14亿
2021-01-11,274.86亿,4.53亿,5.82亿,-1.29亿,7.1,0.35,1.45,-1.1,274.86亿
2021-01-12,274.86亿,4.76亿,4.77亿,-40.87万,7.51,0.41,0.0,0.41,274.86亿
2021-01-13,274.29亿,5.18亿,5.75亿,-5666.65万,6.49,0.0,1.02,-1.02,274.29亿
2021-01-15,274.31亿,1.77亿,2.89亿,-1.12亿,6.49,0.0,0.0,0.0,274.32亿
2021-01-14,275.43亿,3.98亿,2.83亿,1.15亿,6.49,0.0,0.0,0.0,275.43亿
2021-01-18,277.51亿,7.19亿,4.00亿,3.20亿,13.36,8.53,1.66,6.87,277.51亿
2021-01-19,277.07亿,4.39亿,4.83亿,-4429.83万,80.66,76.0,8.7,67.3,277.10亿
2021-01-20,276.53亿,4.50亿,5.04亿,-5401.48万,13.06,8.4,76.0,-67.6,276.53亿
2021-01-21,276.37亿,2.86亿,3.01亿,-1549.04万,51.94,41.89,3.01,38.88,276.39亿
2021-01-22,275.83亿,3.04亿,3.55亿,-5074.33万,127.12,119.09,43.91,75.18,275.88亿
2021-01-25,275.53亿,5.93亿,6.23亿,-3061.12万,161.03,145.0,111.09,33.91,275.59亿
2021-01-26,276.21亿,4.27亿,3.58亿,6840.96万,8.03,0.0,153.0,-153.0,276.22亿
2021-01-27,276.11亿,3.89亿,3.99亿,-987.60万,4.66,0.0,3.37,-3.37,276.12亿
2021-01-28,276.14亿,4.21亿,4.19亿,238.98万,4.89,0.23,0.0,0.23,276.14亿
2021-01-29,275.47亿,4.83亿,5.50亿,-6693.44万,4.58,0.0,0.31,-0.31,275.47亿
2021-02-02,273.28亿,3.40亿,4.57亿,-1.18亿,4.36,0.0,0.01,-0.01,273.28亿
2021-02-01,274.47亿,3.12亿,4.12亿,-9988.89万,4.58,0.0,0.0,0.0,274.47亿
2021-02-03,273.32亿,5.59亿,5.54亿,453.09万,4.36,0.0,0.0,0.0,273.33亿
2021-02-04,272.80亿,3.05亿,3.58亿,-5262.26万,4.36,0.0,0.0,0.0,272.80亿
2021-02-05,271.87亿,1.81亿,2.74亿,-9309.52万,21.96,17.6,0.0,17.6,271.88亿
2021-02-08,270.87亿,2.03亿,3.03亿,-9960.46万,49.07,27.11,0.0,27.11,270.89亿
2021-02-10,270.47亿,1.44亿,1.62亿,-1788.98万,8.89,5.17,12.44,-7.27,270.48亿
2021-02-09,270.65亿,2.31亿,2.48亿,-1764.28万,16.16,11.8,44.71,-32.91,270.66亿
2021-02-18,271.12亿,4.08亿,3.43亿,6451.04万,15.45,11.89,5.33,6.56,271.12亿
2021-02-19,270.89亿,4.93亿,5.15亿,-2271.18万,8.49,4.89,11.85,-6.96,270.89亿
2021-02-23,270.18亿,3.73亿,3.51亿,2151.93万,6.86,5.15,3.64,1.51,270.19亿
2021-02-22,269.97亿,3.64亿,4.56亿,-9224.98万,5.35,1.76,4.9,-3.14,269.97亿
2021-02-24,270.34亿,4.19亿,4.03亿,1584.78万,6.86,0.0,0.0,0.0,270.34亿
2021-02-25,270.57亿,2.15亿,1.92亿,2310.50万,1.86,0.0,5.0,-5.0,270.57亿
2021-02-26,271.71亿,4.42亿,3.29亿,1.14亿,1.71,0.0,0.15,-0.15,271.71亿
2021-03-01,272.52亿,4.37亿,3.56亿,8113.50万,63.72,62.01,0.0,62.01,272.54亿
2021-03-02,272.73亿,4.26亿,4.05亿,2111.24万,1.71,0.0,62.01,-62.01,272.73亿
2021-03-03,272.16亿,2.93亿,3.51亿,-5768.02万,1.9,0.19,0.0,0.19,272.16亿
2021-03-04,272.46亿,3.76亿,3.45亿,3096.34万,1.71,0.0,0.19,-0.19,272.47亿
2021-03-05,271.97亿,3.82亿,4.31亿,-4980.62万,1.76,0.05,0.0,0.05,271.97亿
2021-03-08,271.87亿,3.86亿,3.95亿,-947.16万,1.76,0.0,0.0,0.0,271.87亿
2021-03-09,271.14亿,5.23亿,5.96亿,-7315.78万,2.48,0.72,0.0,0.72,271.14亿
2021-03-10,271.76亿,5.63亿,5.01亿,6224.46万,41.36,39.6,0.72,38.88,271.78亿
2021-03-11,276.76亿,9.22亿,4.22亿,5.00亿,8.84,7.08,39.6,-32.52,276.77亿
2021-03-15,277.87亿,6.10亿,5.63亿,4646.16万,2.06,0.3,0.0,0.3,277.87亿
2021-03-12,277.40亿,3.89亿,3.25亿,6381.40万,1.76,0.0,7.08,-7.08,277.40亿
2021-03-16,278.50亿,5.87亿,5.24亿,6323.72万,4.06,2.0,0.0,2.0,278.50亿
2021-03-17,278.81亿,4.35亿,4.04亿,3067.47万,7.21,3.15,0.0,3.15,278.81亿
2021-03-18,278.63亿,1.98亿,2.16亿,-1752.58万,7.2,2.0,2.01,-0.01,278.63亿
2021-03-19,278.66亿,1.38亿,1.35亿,282.28万,4.2,0.15,3.15,-3.0,278.66亿
2021-03-22,278.84亿,3.81亿,3.63亿,1799.36万,4.05,0.0,0.15,-0.15,278.84亿
2021-03-23,278.24亿,4.01亿,4.61亿,-5956.10万,4.56,0.54,0.03,0.51,278.24亿
2021-03-24,278.77亿,8.90亿,8.37亿,5310.88万,762.76,758.2,0.0,758.2,279.05亿
2021-03-26,280.14亿,7.64亿,6.86亿,7816.99万,5.13,0.27,0.0,0.27,280.14亿
2021-03-25,279.36亿,3.96亿,3.38亿,5823.85万,4.86,0.3,758.2,-757.9,279.36亿
2021-03-29,281.36亿,11.36亿,10.13亿,1.23亿,7.86,3.0,0.27,2.73,281.37亿
2021-03-30,281.61亿,3.44亿,3.19亿,2477.87万,5.56,0.0,2.3,-2.3,281.61亿
2021-03-31,281.36亿,2.88亿,3.14亿,-2552.98万,45.89,40.33,0.0,40.33,281.37亿
2021-04-01,280.67亿,3.09亿,3.78亿,-6864.43万,18.56,0.0,27.33,-27.33,280.68亿
2021-04-06,283.25亿,6.41亿,5.49亿,9174.78万,72.65,66.85,0.16,66.69,283.28亿
2021-04-02,282.34亿,8.38亿,6.71亿,1.67亿,5.96,0.15,12.75,-12.6,282.34亿
2021-04-09,286.34亿,3.90亿,4.05亿,-1550.73万,43.48,27.43,31.55,-4.12,286.36亿
2021-04-08,286.50亿,5.02亿,5.28亿,-2610.82万,47.6,41.8,0.0,41.8,286.52亿
2021-04-07,286.76亿,6.45亿,2.94亿,3.51亿,5.8,0.0,66.85,-66.85,286.76亿
2021-04-12,285.95亿,5.80亿,6.19亿,-3896.99万,43.21,27.04,27.31,-0.27,285.97亿
2021-04-13,285.72亿,2.56亿,2.80亿,-2338.74万,32.53,14.9,25.58,-10.68,285.73亿
2021-04-14,286.01亿,3.60亿,3.31亿,2887.59万,27.15,13.39,18.77,-5.38,286.02亿
2021-04-16,287.89亿,3.61亿,3.29亿,3162.24万,32.0,12.99,1.91,11.08,287.90亿
2021-04-15,287.57亿,7.09亿,5.53亿,1.56亿,20.92,3.91,10.14,-6.23,287.58亿
2021-04-19,288.04亿,3.35亿,3.20亿,1531.48万,60.49,30.42,1.93,28.49,288.06亿
2021-04-20,288.43亿,4.44亿,4.04亿,3915.97万,37.76,12.61,35.34,-22.73,288.44亿
2021-04-22,287.87亿,2.16亿,2.59亿,-4393.32万,33.03,7.58,0.3,7.28,287.88亿
2021-04-21,288.31亿,5.73亿,5.86亿,-1230.09万,25.75,0.6,12.61,-12.01,288.32亿
2021-04-23,287.76亿,3.26亿,3.37亿,-1043.21万,29.51,4.21,7.73,-3.52,287.77亿
2021-04-26,287.01亿,3.68亿,4.44亿,-7519.13万,30.46,1.1,0.15,0.95,287.02亿
2021-04-28,286.31亿,5.31亿,4.90亿,4021.14万,30.16,5.01,1.0,4.01,286.32亿
2021-04-27,285.91亿,2.79亿,3.89亿,-1.10亿,26.15,1.0,5.31,-4.31,285.92亿
2021-04-30,282.48亿,2.43亿,3.21亿,-7824.60万,25.65,2.0,4.18,-2.18,282.49亿
2021-04-29,283.27亿,5.39亿,8.44亿,-3.05亿,27.83,0.0,2.33,-2.33,283.28亿
2021-05-07,281.37亿,6.79亿,7.98亿,-1.18亿,26.72,1.15,20.43,-19.28,281.38亿
2021-05-06,282.56亿,4.95亿,4.88亿,718.03万,46.0,22.35,2.0,20.35,282.57亿
2021-05-10,281.69亿,3.90亿,3.58亿,3219.40万,26.45,0.2,0.47,-0.27,281.70亿
2021-05-11,281.51亿,3.15亿,3.33亿,-1829.34万,45.68,20.3,1.07,19.23,281.53亿
2021-05-12,281.94亿,4.43亿,4.00亿,4268.30万,49.23,24.12,20.57,3.55,281.96亿
2021-05-13,278.95亿,3.29亿,6.28亿,-2.99亿,44.96,36.83,41.1,-4.27,278.97亿
2021-05-14,277.44亿,5.65亿,7.17亿,-1.51亿,30.91,24.65,38.7,-14.05,277.45亿
2021-05-17,277.45亿,4.20亿,4.19亿,115.57万,30.66,24.41,24.66,-0.25,277.46亿
2021-05-18,276.52亿,4.44亿,5.36亿,-9238.20万,52.42,40.07,18.31,21.76,276.54亿
2021-05-19,278.01亿,5.76亿,4.28亿,1.48亿,69.4,57.05,40.07,16.98,278.03亿
2021-05-20,278.70亿,3.76亿,3.07亿,6965.98万,15.45,0.15,54.1,-53.95,278.71亿
2021-05-21,278.20亿,3.17亿,3.67亿,-5045.28万,20.73,5.81,0.53,5.28,278.21亿
2021-05-24,278.83亿,5.17亿,4.54亿,6303.21万,16.51,1.12,5.34,-4.22,278.84亿
2021-05-25,279.18亿,3.45亿,3.10亿,3504.92万,15.53,0.5,1.48,-0.98,279.19亿
2021-05-26,279.66亿,4.97亿,4.49亿,4807.40万,16.84,2.45,1.14,1.31,279.67亿
2021-05-27,279.98亿,4.96亿,4.65亿,3153.31万,15.54,0.0,1.3,-1.3,279.98亿
2021-05-28,280.32亿,5.90亿,5.56亿,3415.26万,10.65,0.0,4.89,-4.89,280.32亿
2021-05-31,280.22亿,5.37亿,5.48亿,-1013.96万,22.26,11.61,0.0,11.61,280.23亿
2021-06-01,279.76亿,3.61亿,4.06亿,-4578.00万,25.85,14.75,11.16,3.59,279.77亿
2021-06-02,280.57亿,4.49亿,3.68亿,8129.69万,25.52,16.02,16.35,-0.33,280.58亿
2021-06-03,280.74亿,3.82亿,3.65亿,1636.10万,10.28,0.98,16.22,-15.24,280.74亿
2021-06-04,281.12亿,3.52亿,3.14亿,3808.68万,12.2,5.0,3.08,1.92,281.12亿
2021-06-07,283.21亿,6.21亿,4.12亿,2.09亿,7.92,0.72,5.0,-4.28,283.21亿
2021-06-08,285.39亿,6.09亿,3.91亿,2.18亿,9.03,1.41,0.3,1.11,285.39亿
2021-06-09,285.00亿,3.85亿,4.24亿,-3871.68万,9.52,2.17,1.68,0.49,285.00亿
2021-06-10,284.02亿,4.49亿,5.48亿,-9814.14万,10.97,1.45,0.0,1.45,284.02亿
2021-06-15,282.79亿,3.30亿,3.28亿,168.42万,9.71,0.35,0.31,0.04,282.79亿
2021-06-11,282.77亿,2.69亿,3.94亿,-1.25亿,9.67,0.0,1.3,-1.3,282.78亿
2021-06-16,283.95亿,5.20亿,4.04亿,1.16亿,34.81,25.1,0.0,25.1,283.96亿
2021-06-18,284.73亿,7.46亿,6.30亿,1.16亿,24.46,21.39,24.14,-2.75,284.74亿
2021-06-17,283.57亿,3.22亿,3.59亿,-3778.60万,27.21,17.5,25.1,-7.6,283.58亿
2021-06-21,283.94亿,3.94亿,4.72亿,-7855.82万,46.44,45.89,23.91,21.98,283.96亿
2021-06-22,284.58亿,2.74亿,2.10亿,6322.01万,22.51,21.96,45.89,-23.93,284.58亿
2021-06-23,284.13亿,4.69亿,5.14亿,-4493.62万,44.34,43.64,21.81,21.83,284.14亿
2021-06-25,285.02亿,4.75亿,4.17亿,5805.84万,8.3,4.22,7.75,-3.53,285.03亿
2021-06-24,284.44亿,6.94亿,6.62亿,3147.30万,11.83,11.13,43.64,-32.51,284.45亿
2021-06-28,285.03亿,3.14亿,3.14亿,46.82万,14.47,6.19,0.02,6.17,285.03亿
2021-07-01,284.01亿,1.75亿,2.11亿,-3599.69万,59.76,59.06,10.24,48.82,284.03亿
2021-06-30,284.37亿,4.72亿,4.67亿,515.16万,10.94,10.39,59.21,-48.82,284.37亿
2021-06-29,284.32亿,2.88亿,3.59亿,-7076.79万,59.76,55.53,10.24,45.29,284.34亿
2021-07-07,288.01亿,9.11亿,6.10亿,3.01亿,0.6,0.0,15.6,-15.6,288.01亿
2021-07-06,285.01亿,9.87亿,7.07亿,2.80亿,16.2,15.6,0.0,15.6,285.01亿
2021-07-05,282.21亿,3.57亿,4.86亿,-1.29亿,0.6,0.0,0.1,-0.1,282.21亿
2021-07-02,283.50亿,2.32亿,2.84亿,-5159.52万,0.7,0.0,59.06,-59.06,283.50亿
2021-07-08,293.15亿,8.86亿,3.72亿,5.13亿,66.95,66.5,0.15,66.35,293.17亿
2021-07-09,294.58亿,5.76亿,4.33亿,1.43亿,1.0,0.36,66.31,-65.95,294.58亿
2021-07-12,294.75亿,3.86亿,3.69亿,1781.38万,4.93,3.93,0.0,3.93,294.76亿
2021-07-15,294.07亿,3.76亿,4.75亿,-9899.59万,33.62,30.45,1.53,28.92,294.09亿
2021-07-14,295.06亿,6.04亿,6.33亿,-2901.11万,4.7,0.0,0.23,-0.23,295.06亿
2021-07-13,295.35亿,8.47亿,7.87亿,5996.99万,4.93,0.0,0.0,0.0,295.35亿
2021-07-16,295.32亿,4.77亿,3.53亿,1.24亿,32.09,0.0,1.53,-1.53,295.33亿
2021-07-20,295.72亿,5.85亿,6.04亿,-1897.97万,37.54,35.75,30.0,5.75,295.74亿
2021-07-19,295.91亿,4.51亿,3.91亿,5956.01万,31.79,30.0,30.3,-0.3,295.92亿
2021-07-28,298.73亿,6.60亿,5.98亿,6149.25万,6.39,0.0,0.0,0.0,298.73亿
2021-07-27,298.12亿,3.59亿,3.31亿,2888.00万,6.39,0.0,1.15,-1.15,298.12亿
2021-07-26,297.83亿,4.81亿,4.24亿,5648.36万,7.54,0.0,0.18,-0.18,297.83亿
2021-07-23,297.26亿,4.70亿,4.56亿,1344.05万,7.72,0.18,0.0,0.18,297.26亿
2021-07-22,297.13亿,5.34亿,4.39亿,9532.44万,7.54,0.0,30.0,-30.0,297.13亿
2021-07-21,296.17亿,4.50亿,4.05亿,4507.46万,37.54,30.0,30.0,0.0,296.19亿
2021-07-29,297.92亿,1.69亿,2.49亿,-8087.42万,6.39,0.0,0.0,0.0,297.92亿
2021-07-30,296.99亿,3.56亿,4.50亿,-9320.97万,21.43,15.04,0.0,15.04,297.00亿
2021-08-02,294.65亿,4.03亿,6.37亿,-2.34亿,6.54,0.0,14.89,-14.89,294.65亿
2021-08-04,292.72亿,8.02亿,8.33亿,-3147.73万,49.95,43.4,19.6,23.8,292.74亿
2021-08-03,293.03亿,3.41亿,5.03亿,-1.62亿,26.15,19.61,0.0,19.61,293.04亿
2021-08-05,294.13亿,5.36亿,3.95亿,1.41亿,30.6,20.05,39.4,-19.35,294.14亿
2021-08-06,294.92亿,5.66亿,4.88亿,7848.86万,48.89,38.5,20.21,18.29,294.94亿
2021-08-09,297.14亿,6.09亿,3.87亿,2.22亿,37.0,20.61,32.5,-11.89,297.15亿
2021-08-12,296.41亿,4.00亿,3.89亿,1076.85万,59.71,53.3,9.67,43.63,296.43亿
2021-08-11,296.30亿,3.67亿,3.99亿,-3226.51万,16.08,9.67,42.1,-32.43,296.31亿
2021-08-10,296.63亿,7.75亿,8.26亿,-5103.81万,48.51,32.1,20.59,11.51,296.64亿
2021-08-19,296.42亿,5.34亿,6.95亿,-1.61亿,10.06,3.44,3.83,-0.39,296.42亿
2021-08-18,298.03亿,7.69亿,6.96亿,7241.02万,10.45,0.53,0.0,0.53,298.03亿
2021-08-17,297.31亿,6.61亿,5.27亿,1.34亿,9.92,0.21,0.0,0.21,297.31亿
2021-08-16,295.97亿,7.35亿,7.93亿,-5840.58万,9.71,0.0,2.2,-2.2,295.97亿
2021-08-13,296.55亿,5.12亿,4.98亿,1406.83万,11.91,5.2,53.0,-47.8,296.56亿
2021-08-20,297.71亿,11.83亿,10.54亿,1.29亿,9.48,0.14,0.72,-0.58,297.72亿
2021-08-23,297.39亿,5.39亿,5.71亿,-3183.62万,49.68,40.2,0.0,40.2,297.41亿
2021-08-24,298.32亿,5.42亿,4.49亿,9270.70万,67.17,19.93,2.44,17.49,298.35亿
2021-08-25,298.09亿,3.27亿,3.51亿,-2336.48万,54.21,2.53,15.49,-12.96,298.11亿
2021-08-26,300.73亿,9.15亿,6.50亿,2.65亿,66.87,15.34,2.68,12.66,300.76亿
2021-08-27,301.95亿,5.02亿,3.81亿,1.21亿,54.23,2.7,15.34,-12.64,301.97亿
2021-08-30,302.11亿,6.68亿,6.52亿,1599.87万,67.42,14.14,0.95,13.19,302.13亿
2021-09-02,303.59亿,3.22亿,3.09亿,1329.47万,53.28,0.0,0.0,0.0,303.61亿
2021-09-01,303.46亿,4.67亿,4.41亿,2515.35万,53.28,0.0,1.0,-1.0,303.48亿
2021-08-31,303.21亿,5.90亿,4.80亿,1.10亿,54.28,1.0,14.14,-13.14,303.23亿
2021-09-03,303.87亿,3.53亿,3.26亿,2739.21万,3.78,0.5,50.0,-49.5,303.87亿
2021-09-06,303.69亿,4.14亿,4.32亿,-1783.85万,9.67,5.89,0.0,5.89,303.69亿
2021-09-08,304.07亿,4.32亿,3.50亿,8157.53万,8.17,5.62,60.04,-54.42,304.07亿
2021-09-07,303.25亿,1.91亿,2.35亿,-4406.84万,62.59,58.69,5.77,52.92,303.27亿
2021-09-15,302.38亿,1.60亿,1.73亿,-1275.18万,3.55,1.0,0.0,1.0,302.38亿
2021-09-14,302.51亿,1.47亿,1.47亿,-17.22万,2.55,0.0,0.0,0.0,302.51亿
2021-09-13,302.51亿,3.37亿,3.95亿,-5787.44万,2.55,0.0,0.0,0.0,302.51亿
2021-09-10,303.09亿,2.57亿,3.38亿,-8199.15万,2.55,0.0,60.12,-60.12,303.09亿
2021-09-09,303.91亿,1.29亿,1.45亿,-1552.21万,62.67,60.12,5.62,54.5,303.93亿
2021-09-16,301.97亿,2.41亿,2.82亿,-4132.44万,21.88,18.33,0.0,18.33,301.97亿
2021-09-23,301.50亿,4.05亿,2.80亿,1.25亿,2.03,0.8,56.24,-55.44,301.50亿
2021-09-22,300.25亿,1.57亿,1.47亿,958.07万,57.47,56.0,0.0,56.0,300.27亿
2021-09-17,300.16亿,2.48亿,4.29亿,-1.81亿,1.47,0.0,20.41,-20.41,300.16亿
2021-09-27,299.65亿,1.87亿,3.17亿,-1.30亿,8.74,7.61,0.0,7.61,299.65亿
2021-09-24,300.95亿,7148.04万,1.26亿,-5498.08万,1.13,0.0,0.9,-0.9,300.95亿
2021-09-28,299.05亿,1.20亿,1.79亿,-5969.52万,8.5,0.0,0.24,-0.24,299.06亿
2021-09-29,297.85亿,9558.03万,2.16亿,-1.21亿,19.38,18.49,7.61,10.88,297.85亿
2021-09-30,296.66亿,7591.98万,1.95亿,-1.19亿,2.19,1.5,18.69,-17.19,296.66亿
2021-10-08,296.67亿,1.86亿,1.86亿,81.60万,9.26,8.57,1.5,7.07,296.67亿
2021-10-11,296.33亿,1.00亿,1.34亿,-3409.87万,29.77,29.08,8.57,20.51,296.34亿
2021-10-12,295.36亿,1.36亿,2.32亿,-9638.05万,2.03,1.34,29.08,-27.74,295.36亿
2021-10-15,295.28亿,6281.67万,1.77亿,-1.14亿,6.3,4.4,28.52,-24.12,295.28亿
2021-10-14,296.42亿,3.46亿,1.71亿,1.76亿,30.42,0.15,1.19,-1.04,296.43亿
2021-10-13,294.66亿,1.66亿,2.37亿,-7007.47万,31.46,29.52,0.09,29.43,294.67亿
2021-10-18,295.55亿,2.01亿,1.74亿,2711.20万,1.6,0.0,4.7,-4.7,295.55亿
2021-10-20,295.15亿,9911.62万,1.01亿,-207.71万,7.59,5.99,42.6,-36.61,295.15亿
2021-10-19,295.17亿,6435.59万,1.02亿,-3794.92万,44.2,42.6,0.0,42.6,295.19亿
2021-10-21,294.27亿,1.50亿,2.39亿,-8829.87万,1.6,0.0,5.99,-5.99,294.27亿
2021-10-22,293.74亿,1.47亿,1.99亿,-5258.10万,1.6,0.0,0.0,0.0,293.74亿
2021-10-25,294.26亿,2.20亿,1.68亿,5216.93万,1.6,0.0,0.0,0.0,294.26亿
2021-10-26,294.62亿,2.43亿,2.07亿,3618.30万,1.6,0.0,0.0,0.0,294.62亿
2021-11-01,293.73亿,1.30亿,1.75亿,-4518.26万,1.6,0.0,0.0,0.0,293.73亿
2021-10-29,294.18亿,1.22亿,1.62亿,-3995.85万,1.6,0.0,30.0,-30.0,294.18亿
2021-10-28,294.58亿,1.57亿,1.97亿,-3948.39万,31.6,30.0,0.0,30.0,294.59亿
