日期,融资余额,融资买入额,融资偿还额,融资净买入,融券余量,融券卖出量,融券偿还量,融券净卖出,融资融券余额
2021-05-24,262.89亿,2.71亿,1.56亿,1.15亿,0.0,0.0,0.0,0.0,262.89亿
2021-05-25,262.30亿,1.81亿,2.39亿,-5803.59万,0.0,0.0,0.0,0.0,262.30亿
2021-05-26,262.40亿,2.32亿,2.23亿,944.65万,0.0,0.0,0.0,0.0,262.40亿
2021-05-27,262.50亿,1.70亿,1.61亿,969.29万,0.0,0.0,0.0,0.0,262.50亿
2021-05-28,262.84亿,1.97亿,1.62亿,3473.13万,0.0,0.0,0.0,0.0,262.84亿
2021-05-31,263.70亿,2.40亿,1.54亿,8598.90万,0.0,0.0,0.0,0.0,263.70亿
2021-06-01,263.76亿,2.02亿,1.96亿,565.62万,0.0,0.0,0.0,0.0,263.76亿
2021-06-02,264.35亿,2.07亿,1.48亿,5940.89万,0.0,0.0,0.0,0.0,264.35亿
2021-06-03,264.10亿,1.08亿,1.33亿,-2529.96万,0.0,0.0,0.0,0.0,264.10亿
2021-06-04,263.60亿,8551.79万,1.36亿,-5048.55万,0.0,0.0,0.0,0.0,263.60亿
2021-06-07,263.06亿,1.45亿,1.98亿,-5325.96万,0.0,0.0,0.0,0.0,263.06亿
2021-06-08,263.06亿,1.25亿,1.26亿,-22.71万,0.0,0.0,0.0,0.0,263.06亿
2021-06-09,263.53亿,2.00亿,1.53亿,4696.48万,0.0,0.0,0.0,0.0,263.53亿
2021-06-10,261.95亿,1.88亿,3.46亿,-1.58亿,0.0,0.0,0.0,0.0,261.95亿
2021-06-15,261.03亿,1.18亿,9358.30万,2451.53万,0.0,0.0,0.0,0.0,261.03亿
2021-06-11,260.79亿,1.19亿,2.35亿,-1.16亿,0.0,0.0,0.0,0.0,260.79亿
2021-06-16,260.08亿,1.92亿,2.87亿,-9528.91万,0.0,0.0,0.0,0.0,260.08亿
2021-06-17,259.41亿,7495.89万,1.42亿,-6712.19万,0.0,0.0,0.0,0.0,259.41亿
2021-06-18,258.97亿,1.67亿,2.11亿,-4411.14万,0.0,0.0,0.0,0.0,258.97亿
2021-06-21,257.85亿,2.98亿,4.10亿,-1.12亿,0.0,0.0,0.0,0.0,257.85亿
2021-06-22,257.66亿,3.15亿,3.33亿,-1834.60万,0.0,0.0,0.0,0.0,257.66亿
2021-06-23,257.52亿,1.17亿,1.31亿,-1418.82万,0.0,0.0,0.0,0.0,257.52亿
2021-06-24,257.94亿,2.52亿,2.10亿,4205.17万,0.0,0.0,0.0,0.0,257.94亿
2021-06-25,258.12亿,1.15亿,9778.26万,1743.00万,0.0,0.0,0.0,0.0,258.12亿
2021-06-28,257.19亿,1.11亿,2.04亿,-9305.96万,0.0,0.0,0.0,0.0,257.19亿
2021-07-01,256.86亿,1.14亿,1.12亿,237.56万,0.0,0.0,0.0,0.0,256.86亿
2021-06-30,256.84亿,1.75亿,1.37亿,3773.82万,0.0,0.0,0.0,0.0,256.84亿
2021-06-29,256.46亿,1.32亿,2.04亿,-7252.29万,0.0,0.0,0.0,0.0,256.46亿
2021-07-07,259.53亿,8.73亿,7.16亿,1.57亿,0.0,0.0,0.0,0.0,259.53亿
2021-07-06,257.96亿,5.35亿,4.28亿,1.07亿,0.0,0.0,0.0,0.0,257.96亿
2021-07-05,256.89亿,2.01亿,2.25亿,-2446.89万,0.0,0.0,0.0,0.0,256.89亿
2021-07-02,257.13亿,1.04亿,7748.99万,2674.96万,0.0,0.0,0.0,0.0,257.13亿
2021-07-08,258.97亿,3.56亿,4.12亿,-5571.22万,0.0,0.0,0.0,0.0,258.97亿
2021-07-09,258.89亿,2.85亿,2.93亿,-849.77万,0.0,0.0,0.0,0.0,258.89亿
2021-07-12,257.65亿,8777.15万,2.12亿,-1.24亿,0.0,0.0,0.0,0.0,257.65亿
2021-07-15,258.11亿,8770.61万,1.33亿,-4493.89万,0.0,0.0,0.0,0.0,258.11亿
2021-07-14,258.56亿,1.60亿,2.27亿,-6689.80万,0.0,0.0,0.0,0.0,258.56亿
2021-07-13,259.23亿,3.72亿,2.14亿,1.58亿,0.0,0.0,0.0,0.0,259.23亿
2021-07-16,258.47亿,2.06亿,1.70亿,3622.41万,0.0,0.0,0.0,0.0,258.47亿
2021-07-20,258.68亿,1.37亿,1.19亿,1779.69万,0.0,0.0,0.0,0.0,258.68亿
2021-07-19,258.50亿,1.69亿,1.67亿,239.15万,0.0,0.0,0.0,0.0,258.50亿
2021-07-28,255.64亿,2.51亿,3.03亿,-5210.13万,0.0,0.0,0.0,0.0,255.64亿
2021-07-27,256.16亿,2.30亿,1.82亿,4851.51万,0.0,0.0,0.0,0.0,256.16亿
2021-07-26,255.67亿,3.31亿,3.42亿,-1153.56万,0.0,0.0,0.0,0.0,255.67亿
2021-07-23,255.79亿,2.24亿,3.71亿,-1.47亿,0.0,0.0,0.0,0.0,255.79亿
2021-07-22,257.26亿,2.68亿,3.17亿,-4955.44万,0.0,0.0,0.0,0.0,257.26亿
2021-07-21,257.76亿,1.55亿,1.47亿,801.76万,0.0,0.0,0.0,0.0,257.76亿
2021-07-29,255.13亿,1.58亿,2.09亿,-5070.00万,0.0,0.0,0.0,0.0,255.13亿
2021-07-30,253.94亿,1.37亿,2.56亿,-1.19亿,0.0,0.0,0.0,0.0,253.94亿
2021-08-02,253.65亿,1.22亿,1.52亿,-2986.42万,0.0,0.0,0.0,0.0,253.65亿
2021-08-04,254.13亿,2.97亿,2.67亿,3015.16万,0.0,0.0,0.0,0.0,254.13亿
2021-08-03,253.83亿,1.59亿,1.41亿,1821.13万,0.0,0.0,0.0,0.0,253.83亿
2021-08-05,254.05亿,1.45亿,1.52亿,-755.07万,0.0,0.0,0.0,0.0,254.05亿
2021-08-06,252.16亿,9617.67万,2.85亿,-1.89亿,0.0,0.0,0.0,0.0,252.16亿
2021-08-09,251.25亿,1.98亿,2.89亿,-9099.52万,0.0,0.0,0.0,0.0,251.25亿
2021-08-10,251.28亿,2.80亿,2.77亿,273.43万,0.0,0.0,0.0,0.0,251.28亿
2021-08-12,249.41亿,2.11亿,2.19亿,-807.67万,0.0,0.0,0.0,0.0,249.41亿
2021-08-11,249.49亿,1.25亿,3.05亿,-1.80亿,0.0,0.0,0.0,0.0,249.49亿
2021-08-19,247.81亿,2.00亿,3.12亿,-1.12亿,0.0,0.0,0.0,0.0,247.81亿
2021-08-18,248.93亿,2.76亿,2.77亿,-186.13万,0.0,0.0,0.0,0.0,248.93亿
2021-08-17,248.95亿,1.57亿,3.00亿,-1.43亿,0.0,0.0,0.0,0.0,248.95亿
2021-08-16,250.39亿,4.82亿,3.02亿,1.80亿,0.0,0.0,0.0,0.0,250.39亿
2021-08-13,248.59亿,2.10亿,2.93亿,-8265.71万,0.0,0.0,0.0,0.0,248.59亿
2021-08-20,247.04亿,9686.35万,1.74亿,-7721.72万,0.0,0.0,0.0,0.0,247.04亿
2021-08-23,247.38亿,2.14亿,1.80亿,3397.39万,0.0,0.0,0.0,0.0,247.38亿
2021-08-24,247.81亿,2.19亿,1.76亿,4321.02万,0.0,0.0,0.0,0.0,247.81亿
2021-08-25,247.73亿,5586.31万,6431.92万,-845.62万,0.0,0.0,0.0,0.0,247.73亿
2021-08-26,247.94亿,4.70亿,4.49亿,2121.53万,0.0,0.0,0.0,0.0,247.94亿
2021-08-27,247.40亿,1.10亿,1.64亿,-5431.12万,0.0,0.0,0.0,0.0,247.40亿
2021-08-30,246.96亿,6071.27万,1.04亿,-4376.37万,0.0,0.0,0.0,0.0,246.96亿
2021-09-01,245.93亿,5681.33万,1.11亿,-5415.40万,0.0,0.0,0.0,0.0,245.93亿
2021-08-31,246.47亿,8002.49万,1.28亿,-4837.85万,0.0,0.0,0.0,0.0,246.47亿
2021-09-02,244.84亿,8251.11万,1.92亿,-1.09亿,0.0,0.0,0.0,0.0,244.84亿
2021-09-03,243.96亿,1.27亿,2.15亿,-8832.23万,0.0,0.0,0.0,0.0,243.96亿
2021-09-06,243.19亿,7466.11万,1.52亿,-7735.95万,0.0,0.0,0.0,0.0,243.19亿
2021-09-08,242.19亿,1.23亿,1.56亿,-3328.39万,0.0,0.0,0.0,0.0,242.19亿
2021-09-07,242.52亿,1.46亿,2.12亿,-6627.64万,0.0,0.0,0.0,0.0,242.52亿
2021-09-15,238.41亿,1.31亿,1.60亿,-2890.60万,0.0,0.0,0.0,0.0,238.41亿
2021-09-14,238.68亿,1.26亿,2.94亿,-1.68亿,0.0,0.0,0.0,0.0,238.68亿
2021-09-13,240.36亿,9556.81万,1.57亿,-6183.05万,0.0,0.0,0.0,0.0,240.36亿
2021-09-10,240.98亿,6424.92万,1.69亿,-1.05亿,0.0,0.0,0.0,0.0,240.98亿
2021-09-09,242.03亿,8664.57万,1.03亿,-1629.66万,0.0,0.0,0.0,0.0,242.03亿
2021-09-16,237.73亿,1.26亿,1.95亿,-6823.88万,0.0,0.0,0.0,0.0,237.73亿
2021-09-23,234.82亿,9156.16万,1.16亿,-2422.07万,0.0,0.0,0.0,0.0,234.82亿
2021-09-22,235.06亿,3389.12万,2.57亿,-2.23亿,0.0,0.0,0.0,0.0,235.06亿
2021-09-17,237.30亿,7786.00万,1.21亿,-4337.22万,0.0,0.0,0.0,0.0,237.30亿
2021-09-27,232.04亿,6631.96万,1.32亿,-6537.33万,0.0,0.0,0.0,0.0,232.04亿
2021-09-24,232.70亿,3618.08万,2.48亿,-2.12亿,0.0,0.0,0.0,0.0,232.70亿
2021-09-28,231.54亿,5726.77万,1.07亿,-4994.38万,0.0,0.0,0.0,0.0,231.54亿
2021-09-29,230.79亿,3263.95万,1.08亿,-7518.83万,0.0,0.0,0.0,0.0,230.79亿
2021-09-30,230.38亿,3647.52万,7736.73万,-4089.22万,0.0,0.0,0.0,0.0,230.38亿
2021-10-08,230.78亿,1.61亿,1.21亿,3973.30万,0.0,0.0,0.0,0.0,230.78亿
2021-10-11,229.98亿,5151.94万,1.31亿,-7970.28万,0.0,0.0,0.0,0.0,229.98亿
2021-10-12,230.50亿,1.57亿,1.05亿,5169.81万,0.0,0.0,0.0,0.0,230.50亿
2021-10-15,229.08亿,6607.41万,1.84亿,-1.18亿,0.0,0.0,0.0,0.0,229.08亿
2021-10-14,230.26亿,8026.91万,1.13亿,-3320.77万,0.0,0.0,0.0,0.0,230.26亿
2021-10-13,230.59亿,5469.21万,4545.14万,924.07万,0.0,0.0,0.0,0.0,230.59亿
2021-10-18,228.82亿,5625.44万,8188.76万,-2563.32万,0.0,0.0,0.0,0.0,228.82亿
2021-10-20,228.09亿,4380.47万,8037.38万,-3656.92万,0.0,0.0,0.0,0.0,228.09亿
2021-10-19,228.45亿,6394.67万,1.01亿,-3657.01万,0.0,0.0,0.0,0.0,228.45亿
2021-10-21,227.38亿,1.22亿,1.93亿,-7095.49万,0.0,0.0,0.0,0.0,227.38亿
