,证券简称,20211230,20211229,incr,quant
300058.SZ,蓝色光标,1804075921,1590568921.0,0.1342331018675802,213507000.0
002639.SZ,雪人股份,589342559,395929870.0,0.48850239311320465,193412689.0
000858.SZ,五 粮 液,9856732902,9666450621.0,0.019684813843316995,190282281.0
002466.SZ,天齐锂业,6236923853,6101440542.0,0.02220513501154109,135483311.0
601919.SS,中远海控,10628442760,10495990483.0,0.01261932136986288,132452277.0
000537.SZ,广宇发展,737486160,616663061.0,0.19593049534063134,120823099.0
600366.SS,宁波韵升,1038234326,925520342.0,0.12178444803971678,112713984.0
600668.SS,尖峰集团,654292423,560812278.0,0.16668705138442075,93480145.0
603501.SS,韦尔股份,1532556945,1440827148.0,0.06366467839485757,91729797.0
000543.SZ,皖能电力,605268572,514137454.0,0.17725049457299402,91131118.0
000762.SZ,西藏矿业,1784773102,1693646022.0,0.05380526911543737,91127080.0
002049.SZ,紫光国微,1522135817,1432963218.0,0.062229510066880156,89172599.0
000001.SZ,平安银行,4221341029,4134097634.0,0.02110337072895563,87243395.0
601318.SS,中国平安,24193205307,24110079565.0,0.0034477589248884666,83125742.0
000731.SZ,四川美丰,622897809,540269779.0,0.15293846372998776,82628030.0
000002.SZ,万  科Ａ,6381612299,6300884018.0,0.012812215043060737,80728281.0
600036.SS,招商银行,6765017893,6686236432.0,0.011782631649541297,78781461.0
000100.SZ,TCL科技,5133385706,5055929269.0,0.01531992100342805,77456437.0
600771.SS,广誉远,1542339095,1466588548.0,0.051650851292478484,75750547.0
600436.SS,片仔癀,3216568825,3141147251.0,0.02401083679728444,75421574.0
