日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2020-04-17,385,385,0,0,0,0
2020-04-20,385,0,0,0,0,0
2020-04-21,385,0,0,0,0,0
2020-04-22,385,0,0,0,0,0
2020-04-23,385,0,0,0,0,0
2020-04-24,385,0,0,0,0,0
2020-04-27,385,0,0,0,0,0
2020-04-28,385,0,0,0,0,0
2020-04-29,65186,64801,0,0,0,0
2020-04-30,61666,0,3520,55000,55000,0
2020-05-06,385,0,61281,269500,264500,50000
2020-05-07,5477,5092,0,1114700,960500,115300
2020-05-08,25302,19825,0,708200,205300,611800
2020-05-11,29255,3953,0,1001400,491800,198600
2020-05-12,448763,419508,0,1205100,208700,5000
2020-05-13,429130,0,19633,1290000,114900,30000
2020-05-14,437006,7876,0,1292000,30000,28000
2020-05-15,329046,7839,115799,531600,13300,773700
2020-05-18,24195,0,304851,1038600,510300,3300
2020-05-19,20242,0,3953,1290100,281400,29900
2020-05-20,20242,0,0,1290100,0,0
2020-05-21,20242,0,0,1270100,29900,49900
2020-05-22,27898,7656,0,378200,0,891900
2020-05-25,20242,0,7656,366500,0,11700
2020-05-26,20242,0,0,806500,440000,0
2020-05-27,20242,0,0,825800,19300,0
2020-05-28,20242,0,0,810100,4300,20000
2020-05-29,20242,0,0,1110100,300000,0
2020-06-01,15943,0,4299,1980500,889700,19300
2020-06-02,15943,0,0,1974500,0,6000
2020-06-03,3634843,3619698,798,2864500,900000,10000
2020-06-04,10642748,7007905,0,3720000,1755500,900000
2020-06-05,14152816,3510068,0,2864500,900000,1755500
2020-06-08,14431937,279121,0,1984500,0,880000
2020-06-09,14428344,0,3593,1131800,0,852700
2020-06-10,14424410,0,3934,3767300,2635500,0
2020-06-11,14424410,0,0,3767300,0,0
2020-06-12,15665369,1282363,41404,7943700,4179400,3000
2020-06-15,15385946,0,279423,9900600,2335100,378200
2020-06-16,15386348,800,398,10560000,719400,60000
2020-06-17,15386348,0,0,10678700,122900,4200
2020-06-18,15386348,0,0,11316900,938200,300000
2020-06-19,15386348,0,0,11790000,503100,30000
2020-06-22,15386348,0,0,12377100,600000,12900
2020-06-23,15400395,14047,0,13001300,720000,95800
2020-06-24,15764875,364480,0,13997000,1118700,123000
2020-06-29,15386348,2486,381013,13953700,0,43300
2020-06-30,16168790,782844,402,15102600,2200000,1051100
2020-07-01,15412834,26888,782844,16820043,1717443,0
2020-07-02,15412633,26687,26888,16820043,0,0
2020-07-03,15394632,0,18001,15685143,0,1134900
2020-07-06,15445424,50792,0,15998143,403700,90700
2020-07-07,15490739,45507,192,16820043,821900,0
2020-07-08,15409881,0,80858,16012843,0,807200
2020-07-09,15441487,31606,0,16333243,357500,37100
2020-07-10,16264624,863429,40292,16325643,15400,23000
2020-07-13,15725787,322248,861085,16526943,494400,293100
2020-07-14,15403539,0,322248,16526943,0,0
2020-07-15,15401195,0,2344,16190043,100000,436900
2020-07-16,15413553,12358,0,15596643,36800,630200
2020-07-17,15401195,0,12358,15705343,122400,13700
2020-07-20,17394078,1992883,0,16186043,523200,42500
2020-07-21,17392191,0,1887,16004843,310800,492000
2020-07-22,18138822,798664,52033,16058843,238700,184700
2020-07-23,17449735,57544,746631,16104243,81400,36000
2020-07-24,17445589,53398,57544,16575443,778200,307000
2020-07-27,17398853,0,46736,20534943,3967000,7500
2020-07-28,17399235,460,78,22098243,1582300,19000
2020-07-29,17397363,0,1872,21107443,29000,1019800
2020-07-30,17406351,8988,0,21049743,15000,72700
2020-07-31,17407785,10424,8990,21106243,76800,20300
