日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,17766371951,50677494,39385980,89865033,17746400,31736600
2017-07-13,17736615669,15548542,45304824,88516584,16956351,18304800
2017-07-14,17545618486,58483547,249480730,89792598,13811830,12535816
2017-07-17,17556327230,68250836,57542092,97041227,29120200,21871571
2017-07-18,17442180399,106365959,220512790,84595449,14057100,26502878
2017-07-19,17295044666,88898379,236034112,98217017,28549300,14927732
2017-07-20,17268785803,104212999,130471862,97146317,14240100,15310800
2017-07-21,17205888046,44618876,107516633,88409617,6917000,15653700
2017-07-24,17232039932,46085840,19933954,93911017,13892400,8391000
2017-07-25,17248452556,54129771,37717147,99099817,19489500,14300700
2017-07-26,17232855924,47662539,63259171,87208320,14485103,26376600
2017-07-27,17301245922,104373716,35983718,93709408,26763600,20262512
2017-07-28,17294634283,44481139,51092778,81804208,12378800,24284000
2017-07-31,17371815379,222167283,144986187,97599108,27276600,11481700
2017-08-01,17347054666,43666867,68427580,94413508,18105000,21290600
2017-08-02,17427875051,110014823,29194438,107212204,27018900,14220204
2017-08-03,17423726782,29979483,34127752,78308707,9220200,38123697
2017-08-04,17407342991,63438316,79822107,72232207,8450500,14527000
2017-08-07,17400041289,49925447,57227149,80867606,18070400,9435001
2017-08-08,16831402333,74628867,643267823,100569447,34722200,15020359
2017-08-09,16782924250,21672735,70150818,96079091,9295344,13785700
2017-08-10,16813239478,91487047,61171819,91143590,28471299,33406800
2017-08-11,16831217735,54774531,36796274,74024885,15937704,33056409
2017-08-14,16826536452,44727160,49408443,71825018,13381900,15581767
2017-08-15,16819783624,35835176,42588004,99776747,36577800,8626071
2017-08-16,16832127890,43966924,31622658,99962847,11868600,11682500
2017-08-17,16820190404,24855230,36792716,100231972,17419600,17150475
2017-08-18,16799693328,27007271,47504347,92978447,7473700,14727225
2017-08-21,16835906722,58765733,22552339,97315747,10948200,6610900
2017-08-22,16844686834,23035861,14255749,102546647,12314900,7084000
2017-08-23,16836468833,20429871,28647873,103950224,10196600,8793023
2017-08-24,16866293942,97330730,67505621,117537746,23422500,9834978
2017-08-25,16879287780,76336336,63342498,81707247,17388100,53218599
2017-08-28,16943091558,102579447,38775669,107166652,39901900,14442495
2017-08-29,17021538868,116641866,38194556,92254852,22853100,37764900
2017-08-30,17093241278,96137115,24434705,99802052,32288900,24741700
2017-08-31,17128674676,80062984,44629586,90150352,22027900,31679600
