日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,4285141,742419,523934,0,0,0
2017-07-13,4162901,1083091,1205331,0,0,0
2017-07-14,3812243,356859,707517,0,0,0
2017-07-17,3306630,570108,1075721,0,0,0
2017-07-18,3537243,318509,87896,0,0,0
2017-07-19,3797922,730286,469607,0,0,0
2017-07-20,3479467,876914,1195369,0,0,0
2017-07-21,4090517,956301,345251,0,0,0
2017-07-24,3883655,619692,826554,0,0,0
2017-07-25,3422280,633723,1095098,0,0,0
2017-07-26,3646913,517118,292485,0,0,0
2017-07-27,3337941,151123,460095,0,0,0
2017-07-28,3185369,59345,211917,0,0,0
2017-07-31,3075258,331135,441246,0,0,0
2017-08-01,3217567,524081,381772,0,0,0
2017-08-02,2799255,51978,470290,0,0,0
2017-08-03,3227587,899641,471309,0,0,0
2017-08-04,2745162,94680,577105,0,0,0
2017-08-07,2806697,94170,32635,0,0,0
2017-08-08,2791971,17262,31988,0,0,0
2017-08-09,2749921,31700,73750,0,0,0
2017-08-10,2750176,317,62,0,0,0
2017-08-11,2718138,51723,83761,0,0,0
2017-08-14,2562247,19117,175008,0,0,0
2017-08-15,2489243,23635,96639,0,0,0
2017-08-16,2476372,470,13341,0,0,0
2017-08-17,2484821,31713,23264,0,0,0
2017-08-18,2445717,474,39578,0,0,0
2017-08-21,2462580,17490,627,0,0,0
2017-08-22,2445429,319,17470,0,0,0
2017-08-23,2445270,160,319,0,0,0
2017-08-24,2738929,358254,64595,0,0,0
2017-08-25,2427656,242629,553902,0,0,0
2017-08-28,5084194,2696861,40323,0,0,0
2017-08-29,2945669,66664,2205189,0,0,0
2017-08-30,3053183,113448,5934,0,0,0
2017-08-31,3677654,650326,25855,0,0,0
2017-09-01,3575380,0,102274,0,0,0
2017-09-04,3993289,417909,0,0,0,0
2017-09-05,3575292,0,417997,0,0,0
2017-09-06,3496493,119446,198245,0,0,0
2017-09-07,3537122,53987,13358,0,0,0
2017-09-08,3571800,34695,17,0,0,0
2017-09-11,3586234,166791,152357,0,0,0
2017-09-12,2895963,89810,780081,0,0,0
2017-09-13,2873394,50106,72675,0,0,0
2017-09-14,2887138,23168,9424,0,0,0
2017-09-15,2901969,290778,275947,0,0,0
2017-09-18,2965153,170972,107788,0,0,0
2017-09-19,3219599,459440,204994,0,0,0
2017-09-20,3343671,348365,224293,0,0,0
2017-09-21,3460793,614449,497327,0,0,0
2017-09-22,3346386,8130,122537,0,0,0
2017-09-25,3313933,6493,38946,0,0,0
2017-09-26,3391359,119931,42505,0,0,0
2017-09-27,4380959,1032482,42882,0,0,0
2017-09-28,4176083,1671476,1876352,0,0,0
2017-09-29,3273199,904315,1807199,0,0,0
2017-10-09,5314280,3361358,1320277,0,0,0
2017-10-10,3323968,1478316,3468628,0,0,0
2017-10-11,2835627,28573,516914,0,0,0
2017-10-12,2553532,105272,387367,0,0,0
2017-10-13,2553686,26426,26272,0,0,0
2017-10-16,3405852,1870693,1018527,0,0,0
2017-10-17,3670958,733692,468586,0,0,0
2017-10-18,4470893,1155749,355814,0,0,0
2017-10-19,7056870,2653662,67685,0,0,0
2017-10-20,2530018,380915,4907767,0,0,0
2017-10-23,4355220,2616202,791000,0,0,0
2017-10-24,2597920,505,1757805,0,0,0
