日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2021-08-31,'000852,中证1000,7728.4217,7728.4217,7636.773,7714.1707,7727.7454,0.6763,0.0088,235455501,3.25712852044e+11
2021-08-30,'000852,中证1000,7727.7454,7792.5174,7687.1463,7701.4204,7680.0781,47.6673,0.6207,236841828,3.50488457029e+11
2021-08-27,'000852,中证1000,7680.0781,7686.336,7584.2786,7634.9272,7669.5282,10.5499,0.1376,212891234,3.02869378358e+11
2021-08-26,'000852,中证1000,7669.5282,7771.8538,7662.3844,7754.6815,7769.6268,-100.0986,-1.2883,228221412,3.19065759861e+11
2021-08-25,'000852,中证1000,7769.6268,7769.7048,7664.2857,7707.0931,7715.0732,54.5536,0.7071,206398314,3.03214016077e+11
2021-08-24,'000852,中证1000,7715.0732,7737.5973,7614.942,7654.189,7652.5587,62.5145,0.8169,212658510,3.22685537102e+11
2021-08-23,'000852,中证1000,7652.5587,7668.8869,7501.4106,7501.4106,7467.3611,185.1976,2.4801,201491657,3.05726382633e+11
2021-08-20,'000852,中证1000,7467.3611,7505.5549,7354.1694,7438.6951,7468.7727,-1.4116,-0.0189,176822352,2.60935227706e+11
2021-08-19,'000852,中证1000,7468.7727,7511.1899,7330.601,7387.442,7405.4856,63.2871,0.8546,182890322,2.61439116693e+11
2021-08-18,'000852,中证1000,7405.4856,7454.0269,7338.8182,7352.969,7360.033,45.4526,0.6176,178940546,2.48677524524e+11
2021-08-17,'000852,中证1000,7360.033,7578.4314,7338.0248,7559.2971,7568.1374,-208.1044,-2.7497,207426805,2.83827878533e+11
2021-08-16,'000852,中证1000,7568.1374,7633.6582,7546.5384,7628.1579,7641.9169,-73.7795,-0.9655,201569545,2.92491129785e+11
2021-08-13,'000852,中证1000,7641.9169,7724.437,7605.8572,7635.4916,7657.5268,-15.6099,-0.2039,208006530,3.10770377826e+11
2021-08-12,'000852,中证1000,7657.5268,7677.7427,7588.7361,7595.2639,7605.9175,51.6093,0.6785,210250483,3.07992404107e+11
2021-08-11,'000852,中证1000,7605.9175,7611.645,7498.5787,7538.8211,7549.552,56.3655,0.7466,196350392,2.93467645353e+11
2021-08-10,'000852,中证1000,7549.552,7566.7312,7467.0558,7489.1555,7507.0824,42.4696,0.5657,189048528,3.03106788139e+11
2021-08-09,'000852,中证1000,7507.0824,7509.3279,7386.3144,7459.3494,7482.1737,24.9087,0.3329,181108880,2.87557697468e+11
2021-08-06,'000852,中证1000,7482.1737,7490.9802,7419.7283,7462.8559,7447.9394,34.2343,0.4596,186015124,2.91705911007e+11
2021-08-05,'000852,中证1000,7447.9394,7494.3309,7402.3849,7454.2802,7478.2072,-30.2678,-0.4047,198831153,3.03102914279e+11
2021-08-04,'000852,中证1000,7478.2072,7478.2072,7295.4508,7295.5705,7308.9553,169.2519,2.3157,186334118,2.97192357353e+11
2021-08-03,'000852,中证1000,7308.9553,7419.3445,7284.1776,7375.2243,7402.3541,-93.3988,-1.2617,209470826,3.18057358861e+11
2021-08-02,'000852,中证1000,7402.3541,7402.3973,7248.8923,7264.3726,7262.383,139.9711,1.9273,213300146,3.38912944282e+11
2021-07-30,'000852,中证1000,7262.383,7279.0623,7155.2236,7209.0379,7207.4826,54.9004,0.7617,202917306,3.15095884199e+11
2021-07-29,'000852,中证1000,7207.4826,7226.5,7057.8769,7057.8769,6945.5087,261.9739,3.7718,182692230,2.84565746268e+11
2021-07-28,'000852,中证1000,6945.5087,7058.5141,6750.5852,7019.0479,7093.8696,-148.3609,-2.0914,197276061,2.82261771388e+11
2021-07-27,'000852,中证1000,7093.8696,7373.0948,7093.8631,7298.3326,7286.1475,-192.2779,-2.639,221926719,3.40951417104e+11
2021-07-26,'000852,中证1000,7286.1475,7395.2744,7140.7299,7368.1328,7379.7905,-93.643,-1.2689,212857936,3.1126525317e+11
2021-07-23,'000852,中证1000,7379.7905,7473.1377,7348.3151,7442.6233,7446.4812,-66.6907,-0.8956,219221253,3.17119668125e+11
2021-07-22,'000852,中证1000,7446.4812,7447.028,7349.1289,7405.649,7398.8084,47.6728,0.6443,203728649,3.01835554558e+11
2021-07-21,'000852,中证1000,7398.8084,7416.4741,7285.4095,7285.4095,7253.2763,145.5321,2.0064,190468877,2.83891003474e+11
2021-07-20,'000852,中证1000,7253.2763,7253.37,7137.888,7145.5438,7205.2678,48.0085,0.6663,163146121,2.35171690685e+11
2021-07-19,'000852,中证1000,7205.2678,7259.0274,7174.1124,7213.629,7228.3631,-23.0953,-0.3195,177030272,2.6384538711e+11
2021-07-16,'000852,中证1000,7228.3631,7311.4482,7214.0368,7230.8458,7241.6231,-13.26,-0.1831,182770696,2.75657933913e+11
2021-07-15,'000852,中证1000,7241.6231,7250.0284,7103.9669,7218.3432,7243.8162,-2.1931,-0.0303,181873511,2.69135630744e+11
2021-07-14,'000852,中证1000,7243.8162,7338.3073,7240.9765,7301.6113,7331.7263,-87.9101,-1.199,188693518,2.84232588937e+11
2021-07-13,'000852,中证1000,7331.7263,7331.7263,7263.1604,7285.9589,7284.2346,47.4917,0.652,192094228,2.89353537337e+11
2021-07-12,'000852,中证1000,7284.2346,7301.0986,7171.0449,7184.0881,7142.8994,141.3352,1.9787,192465587,2.91238640176e+11
2021-07-09,'000852,中证1000,7142.8994,7165.8766,7000.5917,7064.9922,7099.4105,43.4889,0.6126,169401412,2.53401299917e+11
2021-07-08,'000852,中证1000,7099.4105,7138.757,7082.389,7102.6667,7089.6646,9.7459,0.1375,174040696,2.65134996163e+11
2021-07-07,'000852,中证1000,7089.6646,7093.0455,6913.5047,6932.9412,6979.0624,110.6022,1.5848,153671393,2.33955803774e+11
2021-07-06,'000852,中证1000,6979.0624,7045.1933,6885.0947,7013.9886,7006.6997,-27.6373,-0.3944,162135485,2.48979386027e+11
2021-07-05,'000852,中证1000,7006.6997,7006.7242,6930.2648,6930.2648,6908.9318,97.7679,1.4151,150762865,2.23489244302e+11
2021-07-02,'000852,中证1000,6908.9318,6960.4805,6891.474,6947.4463,6969.5316,-60.5998,-0.8695,144228533,2.16582554629e+11
2021-07-01,'000852,中证1000,6969.5316,7099.1316,6969.5316,7094.1901,7083.6997,-114.1681,-1.6117,155170164,2.23812255853e+11
2021-06-30,'000852,中证1000,7083.6997,7083.9891,7004.7536,7011.1764,7004.3036,79.3961,1.1335,148620294,2.18687134307e+11
2021-06-29,'000852,中证1000,7004.3036,7082.0703,6999.7452,7068.4016,7063.4706,-59.167,-0.8376,155950034,2.21964395084e+11
2021-06-28,'000852,中证1000,7063.4706,7081.0468,7005.9301,7007.4259,7000.4297,63.0409,0.9005,152113850,2.12154422922e+11
2021-06-25,'000852,中证1000,7000.4297,7016.0787,6947.1224,6975.4879,6974.642,25.7877,0.3697,163774032,2.16200622344e+11
2021-06-24,'000852,中证1000,6974.642,7045.05,6969.5457,7045.05,7046.1745,-71.5325,-1.0152,162062962,2.12191574101e+11
2021-06-23,'000852,中证1000,7046.1745,7060.4012,6978.7676,6997.4056,7000.2518,45.9227,0.656,162649502,2.22684709546e+11
2021-06-22,'000852,中证1000,7000.2518,7010.6172,6947.8692,6987.5129,6968.2963,31.9555,0.4586,168334055,2.22850112345e+11
2021-06-21,'000852,中证1000,6968.2963,6970.6386,6833.3575,6844.344,6863.7156,104.5807,1.5237,157869004,2.20549422325e+11
2021-06-18,'000852,中证1000,6863.7156,6869.2585,6765.9569,6783.9948,6787.6684,76.0472,1.1204,157958939,2.13850199583e+11
2021-06-17,'000852,中证1000,6787.6684,6790.7115,6669.6653,6669.6653,6673.2446,114.4238,1.7147,148476838,2.06785950885e+11
2021-06-16,'000852,中证1000,6673.2446,6810.1976,6668.0398,6808.6338,6815.1187,-141.8741,-2.0818,156086276,2.08080324081e+11
2021-06-15,'000852,中证1000,6815.1187,6866.1805,6796.8791,6854.8052,6852.9728,-37.8541,-0.5524,163778570,2.14928430465e+11
2021-06-11,'000852,中证1000,6852.9728,6907.9489,6852.9728,6907.8305,6898.2061,-45.2333,-0.6557,190230799,2.38809079827e+11
2021-06-10,'000852,中证1000,6898.2061,6903.878,6808.6642,6817.5854,6823.4073,74.7988,1.0962,178116699,2.19424596294e+11
2021-06-09,'000852,中证1000,6823.4073,6834.0368,6783.0054,6807.4806,6809.8642,13.5431,0.1989,159067202,1.89042236273e+11
2021-06-08,'000852,中证1000,6809.8642,6886.9411,6779.9274,6865.7566,6861.8502,-51.986,-0.7576,167777357,2.10928242322e+11
2021-06-07,'000852,中证1000,6861.8502,6861.8517,6807.9316,6811.037,6785.8035,76.0467,1.1207,158871549,2.03918218927e+11
2021-06-04,'000852,中证1000,6785.8035,6803.7765,6718.7624,6725.8173,6754.0697,31.7338,0.4698,159605578,1.92969533064e+11
2021-06-03,'000852,中证1000,6754.0697,6824.9837,6729.559,6754.7785,6759.459,-5.3893,-0.0797,163047123,1.92981417786e+11
2021-06-02,'000852,中证1000,6759.459,6852.6418,6742.0277,6844.8508,6854.7336,-95.2746,-1.3899,171553765,2.08753898524e+11
2021-06-01,'000852,中证1000,6854.7336,6854.7469,6782.6591,6810.4711,6814.3631,40.3705,0.5924,172711794,2.12099119082e+11
2021-05-31,'000852,中证1000,6814.3631,6814.3641,6712.7478,6712.7478,6694.3457,120.0174,1.7928,161891755,2.0284860838e+11
2021-05-28,'000852,中证1000,6694.3457,6735.5503,6669.9187,6709.8875,6705.0451,-10.6994,-0.1596,168672482,2.01076414984e+11
2021-05-27,'000852,中证1000,6705.0451,6706.379,6630.0254,6636.7675,6644.751,60.2941,0.9074,154465323,1.837907911e+11
2021-05-26,'000852,中证1000,6644.751,6666.2116,6609.9142,6618.1809,6615.7141,29.0369,0.4389,155716936,1.76675027687e+11
2021-05-25,'000852,中证1000,6615.7141,6617.4322,6532.8985,6542.6796,6537.8571,77.857,1.1909,149127618,1.71576235151e+11
2021-05-24,'000852,中证1000,6537.8571,6537.8602,6471.2169,6480.5531,6480.3741,57.483,0.887,138109498,1.53822853061e+11
2021-05-21,'000852,中证1000,6480.3741,6509.3689,6468.4494,6492.8455,6482.8358,-2.4617,-0.038,130968375,1.47932908468e+11
2021-05-20,'000852,中证1000,6482.8358,6505.5176,6445.9687,6455.7243,6488.9489,-6.1131,-0.0942,142946580,1.62941003097e+11
2021-05-19,'000852,中证1000,6488.9489,6500.1195,6455.8228,6470.2919,6486.8215,2.1274,0.0328,133008427,1.53000631789e+11
2021-05-18,'000852,中证1000,6486.8215,6486.9153,6431.2377,6451.0695,6457.2768,29.5447,0.4575,129048326,1.48691019174e+11
2021-05-17,'000852,中证1000,6457.2768,6496.3759,6438.869,6456.9159,6462.4764,-5.1996,-0.0805,146156637,1.66775852634e+11
2021-05-14,'000852,中证1000,6462.4764,6462.498,6374.8693,6395.5089,6375.0148,87.4616,1.3719,152664336,1.64857674941e+11
2021-05-13,'000852,中证1000,6375.0148,6432.628,6354.2268,6365.0039,6420.3372,-45.3224,-0.7059,153001739,1.60167348181e+11
2021-05-12,'000852,中证1000,6420.3372,6420.3376,6311.9086,6321.977,6343.8627,76.4745,1.2055,138850373,1.46828434637e+11
2021-05-11,'000852,中证1000,6343.8627,6354.2358,6239.2628,6303.5767,6338.5735,5.2892,0.0834,149454823,1.57533784579e+11
2021-05-10,'000852,中证1000,6338.5735,6351.4194,6300.861,6330.1546,6320.2529,18.3206,0.2899,150515685,1.6126034532e+11
2021-05-07,'000852,中证1000,6320.2529,6409.346,6320.0747,6403.9804,6398.4374,-78.1845,-1.2219,153125255,1.64129196921e+11
2021-05-06,'000852,中证1000,6398.4374,6420.4164,6347.9854,6385.319,6382.1364,16.301,0.2554,129283601,1.51692887238e+11
2021-04-30,'000852,中证1000,6382.1364,6397.2654,6348.7953,6389.1706,6405.1028,-22.9664,-0.3586,130027676,1.5217544682e+11
2021-04-29,'000852,中证1000,6405.1028,6441.8483,6394.3732,6419.0448,6437.2467,-32.1439,-0.4993,120927347,1.4613822294e+11
2021-04-28,'000852,中证1000,6437.2467,6437.2654,6366.0145,6395.0242,6400.9046,36.3421,0.5678,121918028,1.45603699628e+11
2021-04-27,'000852,中证1000,6400.9046,6429.8573,6338.1271,6423.7878,6431.0888,-30.1842,-0.4693,121314356,1.38737723145e+11
2021-04-26,'000852,中证1000,6431.0888,6527.3268,6427.7577,6467.8755,6453.3025,-22.2137,-0.3442,133406111,1.61805682267e+11
2021-04-23,'000852,中证1000,6453.3025,6478.9317,6425.6632,6478.9317,6485.2112,-31.9087,-0.492,121669107,1.42037770209e+11
2021-04-22,'000852,中证1000,6485.2112,6496.444,6463.1401,6470.4643,6457.7147,27.4965,0.4258,118546167,1.39471177204e+11
2021-04-21,'000852,中证1000,6457.7147,6470.9367,6408.0421,6425.3368,6457.6294,0.0853,0.0013,119477084,1.36567826237e+11
2021-04-20,'000852,中证1000,6457.6294,6506.88,6450.3898,6460.5209,6477.388,-19.7586,-0.305,139720478,1.58701516477e+11
2021-04-19,'000852,中证1000,6477.388,6477.4073,6357.4952,6368.8647,6368.846,108.542,1.7043,143642913,1.55002380906e+11
2021-04-16,'000852,中证1000,6368.846,6379.9677,6295.5308,6295.5308,6296.6084,72.2376,1.1472,135266662,1.34720826707e+11
2021-04-15,'000852,中证1000,6296.6084,6304.7899,6258.9509,6304.7384,6320.0672,-23.4588,-0.3712,118742397,1.17020362031e+11
2021-04-14,'000852,中证1000,6320.0672,6320.5731,6225.5554,6227.2541,6231.1394,88.9278,1.4272,116919813,1.18610597391e+11
2021-04-13,'000852,中证1000,6231.1394,6282.9657,6216.1864,6252.7106,6263.3991,-32.2597,-0.5151,122869979,1.20402625058e+11
2021-04-12,'000852,中证1000,6263.3991,6402.3327,6251.49,6398.5123,6399.5218,-136.1227,-2.1271,132052545,1.39761863766e+11
2021-04-09,'000852,中证1000,6399.5218,6410.5338,6378.273,6399.1469,6404.1284,-4.6066,-0.0719,122690981,1.30323907326e+11
2021-04-08,'000852,中证1000,6404.1284,6435.3573,6387.913,6411.0302,6422.7617,-18.6333,-0.2901,136741809,1.38981358808e+11
2021-04-07,'000852,中证1000,6422.7617,6422.7687,6372.2522,6419.9924,6421.4868,1.2749,0.0199,125134730,1.28879006109e+11
2021-04-06,'000852,中证1000,6421.4868,6425.3899,6374.7247,6376.7221,6361.2515,60.2353,0.9469,112882527,1.23752514492e+11
2021-04-02,'000852,中证1000,6361.2515,6383.4632,6337.9827,6354.7073,6335.7913,25.4602,0.4018,115189624,1.27464871317e+11
2021-04-01,'000852,中证1000,6335.7913,6341.2433,6286.0582,6302.561,6293.3922,42.3991,0.6737,110959297,1.16301204288e+11
2021-03-31,'000852,中证1000,6293.3922,6298.788,6252.4007,6289.6044,6301.5848,-8.1926,-0.13,109810596,1.18374103734e+11
2021-03-30,'000852,中证1000,6301.5848,6316.8239,6268.2486,6313.4841,6326.6093,-25.0245,-0.3955,127030210,1.35741010151e+11
2021-03-29,'000852,中证1000,6326.6093,6364.5414,6309.7705,6323.9412,6301.3414,25.2679,0.401,126449839,1.38044294148e+11
2021-03-26,'000852,中证1000,6301.3414,6309.5874,6198.5324,6198.5324,6190.712,110.6294,1.787,124641822,1.31109124224e+11
2021-03-25,'000852,中证1000,6190.712,6233.6931,6130.2493,6172.3957,6196.267,-5.555,-0.0897,125392928,1.23533451359e+11
2021-03-24,'000852,中证1000,6196.267,6286.8545,6183.2012,6249.2316,6289.0012,-92.7342,-1.4745,137984976,1.38421515993e+11
2021-03-23,'000852,中证1000,6289.0012,6372.6637,6259.8019,6364.8177,6359.6002,-70.599,-1.1101,148304553,1.51761502258e+11
2021-03-22,'000852,中证1000,6359.6002,6359.6674,6253.6215,6256.524,6250.8147,108.7855,1.7403,136096739,1.38130217766e+11
2021-03-19,'000852,中证1000,6250.8147,6307.2235,6208.7578,6230.0743,6298.8857,-48.071,-0.7632,125290138,1.28556100761e+11
2021-03-18,'000852,中证1000,6298.8857,6322.455,6268.8563,6276.7964,6277.5814,21.3043,0.3394,127601116,1.3027186777e+11
2021-03-17,'000852,中证1000,6277.5814,6283.6034,6184.0609,6225.5234,6233.463,44.1184,0.7078,125504532,1.24790972989e+11
2021-03-16,'000852,中证1000,6233.463,6233.463,6145.5168,6182.5202,6177.7382,55.7248,0.902,137725927,1.3421091477e+11
2021-03-15,'000852,中证1000,6177.7382,6238.2021,6130.3959,6204.8196,6220.4779,-42.7397,-0.6871,133597000,1.318138389e+11
2021-03-12,'000852,中证1000,6220.4779,6234.3448,6155.7013,6231.6906,6219.6635,0.8144,0.0131,137675183,1.36378733732e+11
2021-03-11,'000852,中证1000,6219.6635,6219.6635,6055.3971,6086.0934,6078.2443,141.4192,2.3266,124964076,1.28575418352e+11
2021-03-10,'000852,中证1000,6078.2443,6208.7738,6069.9059,6192.1474,6126.2831,-48.0388,-0.7841,117963399,1.20671600123e+11
2021-03-09,'000852,中证1000,6126.2831,6321.0248,6035.9114,6314.3545,6327.6493,-201.3662,-3.1823,161753224,1.61655176837e+11
2021-03-08,'000852,中证1000,6327.6493,6529.8662,6327.6493,6496.2148,6456.2791,-128.6298,-1.9923,156811839,1.64778684708e+11
2021-03-05,'000852,中证1000,6456.2791,6484.2963,6366.4716,6369.2328,6434.894,21.3851,0.3323,139905673,1.47790494052e+11
2021-03-04,'000852,中证1000,6434.894,6534.6037,6417.8902,6519.0396,6553.596,-118.702,-1.8112,150190997,1.67852363381e+11
2021-03-03,'000852,中证1000,6553.596,6553.9466,6446.8389,6456.7096,6466.6317,86.9643,1.3448,136766202,1.51718894441e+11
2021-03-02,'000852,中证1000,6466.6317,6518.994,6423.9543,6518.3247,6495.1565,-28.5248,-0.4392,136222317,1.60394826703e+11
2021-03-01,'000852,中证1000,6495.1565,6495.1922,6362.9357,6362.9357,6325.4046,169.7519,2.6837,128960440,1.48068662266e+11
2021-02-26,'000852,中证1000,6325.4046,6381.3212,6276.7122,6287.4898,6399.3466,-73.942,-1.1555,123205195,1.38979958129e+11
2021-02-25,'000852,中证1000,6399.3466,6492.4193,6390.4086,6480.9214,6437.8367,-38.4901,-0.5979,135072293,1.50532549522e+11
2021-02-24,'000852,中证1000,6437.8367,6542.2823,6378.6708,6490.3787,6489.9615,-52.1248,-0.8032,149391685,1.74898934275e+11
2021-02-23,'000852,中证1000,6489.9615,6545.5442,6447.9695,6496.751,6534.5739,-44.6124,-0.6827,158481358,1.77899887508e+11
2021-02-22,'000852,中证1000,6534.5739,6659.4098,6534.5739,6553.9121,6527.6465,6.9274,0.1061,203594183,2.29273521252e+11
2021-02-19,'000852,中证1000,6527.6465,6527.9034,6374.5758,6395.5768,6404.5949,123.0516,1.9213,155493626,1.74247205891e+11
2021-02-18,'000852,中证1000,6404.5949,6441.5066,6363.1979,6405.0228,6303.3064,101.2885,1.6069,139118773,1.72637699199e+11
2021-02-10,'000852,中证1000,6303.3064,6316.7926,6236.3501,6265.4139,6254.0114,49.295,0.7882,105447348,1.35598368547e+11
2021-02-09,'000852,中证1000,6254.0114,6264.1768,6097.0918,6101.678,6088.8187,165.1927,2.7131,111416852,1.36524985714e+11
2021-02-08,'000852,中证1000,6088.8187,6122.3204,6000.9594,6056.9109,6045.297,43.5217,0.7199,103575978,1.25072578598e+11
2021-02-05,'000852,中证1000,6045.297,6214.2768,6044.613,6179.4871,6167.7466,-122.4496,-1.9853,119798217,1.46098526983e+11
2021-02-04,'000852,中证1000,6167.7466,6295.7004,6077.2802,6277.9702,6307.3903,-139.6437,-2.214,139596610,1.66461911034e+11
2021-02-03,'000852,中证1000,6307.3903,6404.0723,6306.0913,6404.0723,6417.4609,-110.0706,-1.7152,131192545,1.68984844828e+11
2021-02-02,'000852,中证1000,6417.4609,6419.0348,6307.8116,6351.6598,6345.8142,71.6467,1.129,128040832,1.6310537168e+11
2021-02-01,'000852,中证1000,6345.8142,6347.1668,6280.3707,6282.0307,6304.1181,41.6961,0.6614,131086847,1.55005222719e+11
2021-01-29,'000852,中证1000,6304.1181,6459.343,6221.8667,6438.6135,6399.1265,-95.0084,-1.4847,145546544,1.78522473493e+11
2021-01-28,'000852,中证1000,6399.1265,6545.7236,6395.7629,6466.569,6537.7538,-138.6273,-2.1204,132320843,1.66111945259e+11
2021-01-27,'000852,中证1000,6537.7538,6552.4334,6449.3709,6519.4497,6534.0973,3.6565,0.056,130789778,1.7426912403e+11
2021-01-26,'000852,中证1000,6534.0973,6645.8056,6525.3836,6630.3601,6657.2723,-123.175,-1.8502,142066314,1.95248483915e+11
2021-01-25,'000852,中证1000,6657.2723,6728.4481,6631.6936,6710.8009,6721.9167,-64.6444,-0.9617,166133978,2.26714686594e+11
2021-01-22,'000852,中证1000,6721.9167,6737.5519,6671.2929,6736.0054,6745.1085,-23.1918,-0.3438,158667993,2.10019026583e+11
2021-01-21,'000852,中证1000,6745.1085,6770.8653,6669.4052,6670.1785,6671.4485,73.66,1.1041,159360713,2.03918038744e+11
2021-01-20,'000852,中证1000,6671.4485,6671.4485,6584.8791,6606.7307,6614.0707,57.3778,0.8675,130748779,1.71733985227e+11
2021-01-19,'000852,中证1000,6614.0707,6677.4078,6602.7768,6647.9455,6652.0961,-38.0254,-0.5716,155029358,1.98089390336e+11
2021-01-18,'000852,中证1000,6652.0961,6655.0531,6510.9969,6515.577,6528.461,123.6351,1.8938,137393155,1.85540404755e+11
2021-01-15,'000852,中证1000,6528.461,6539.1707,6435.4588,6496.9062,6506.8268,21.6342,0.3325,131954642,1.77611581594e+11
2021-01-14,'000852,中证1000,6506.8268,6557.2551,6414.7394,6488.7474,6513.6399,-6.8131,-0.1046,147196836,1.99066138854e+11
2021-01-13,'000852,中证1000,6513.6399,6567.6031,6471.776,6567.6031,6564.7354,-51.0955,-0.7783,162127981,2.13667984422e+11
2021-01-12,'000852,中证1000,6564.7354,6566.1447,6433.222,6453.0136,6475.9548,88.7806,1.3709,140365271,1.87562417324e+11
2021-01-11,'000852,中证1000,6475.9548,6584.2182,6437.0328,6579.6418,6585.3587,-109.4039,-1.6613,166706872,2.1402471929e+11
2021-01-08,'000852,中证1000,6585.3587,6638.8596,6514.1803,6603.505,6616.5524,-31.1937,-0.4714,161815950,2.08803739651e+11
2021-01-07,'000852,中证1000,6616.5524,6709.0716,6557.2731,6708.7154,6724.9502,-108.3978,-1.6119,193680051,2.3804891782e+11
2021-01-06,'000852,中证1000,6724.9502,6816.257,6686.132,6803.687,6807.4471,-82.4969,-1.2119,179080173,2.34002446129e+11
2021-01-05,'000852,中证1000,6807.4471,6827.4972,6726.4621,6785.5199,6798.7644,8.6827,0.1277,197247556,2.50731503474e+11
