日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2018-01-08,5810507,0,0,2500,0,0
2018-01-09,5810507,0,0,2500,0,0
2018-01-10,5815841,5334,0,2500,0,0
2018-01-11,5816018,177,0,2500,0,0
2018-01-12,5815846,0,172,2500,0,0
2018-01-15,5839848,24002,0,1300,0,1200
2018-01-16,6178726,338878,0,0,0,1300
2018-01-17,5837032,0,341694,0,0,0
2018-01-18,5739601,0,97431,0,0,0
2018-01-19,5734503,0,5098,0,0,0
2018-01-22,5749345,14842,0,0,0,0
2018-01-23,5749182,0,163,0,0,0
2018-01-24,5730812,1409,19779,0,0,0
2018-01-25,5661352,1775,71235,0,0,0
2018-01-26,5666136,4784,0,0,0,0
2018-01-29,5669690,3554,0,0,0,0
2018-01-30,5664906,0,4784,0,0,0
2018-01-31,5668890,3984,0,0,0,0
2018-02-01,5960060,291171,1,0,0,0
2018-02-02,6090820,157670,18448,0,0,0
2018-02-05,6090820,0,0,0,0,0
2018-02-06,6270744,190329,10405,0,0,0
2018-02-07,6278363,14082,6463,0,0,0
2018-02-08,6305159,193719,166923,0,0,0
2018-02-09,6470444,166588,1303,0,0,0
2018-02-12,6435020,137428,172852,0,0,0
2018-02-13,6136291,0,298729,0,0,0
2018-02-14,6145855,9564,0,0,0,0
2018-02-22,6205793,69807,9869,0,0,0
2018-02-23,6204337,164,1620,0,0,0
2018-02-26,6163529,33935,74743,0,0,0
2018-02-27,6151324,21136,33341,0,0,0
2018-02-28,6234325,109076,26075,0,0,0
2018-03-01,6235163,838,0,600000,600000,0
2018-03-02,6099987,0,135176,600000,0,0
2018-03-05,6099987,0,0,600000,0,0
2018-03-06,6163151,64334,1170,600000,0,0
2018-03-07,6135773,0,27378,600000,0,0
2018-03-08,6114831,25470,46412,600000,0,0
2018-03-09,6089361,0,25470,600000,0,0
2018-03-12,6035235,12380,66506,600000,0,0
2018-03-13,6034758,6475,6952,600000,0,0
2018-03-14,6086330,63418,11846,600000,0,0
2018-03-15,6093415,70503,63418,600000,0,0
2018-03-16,5883083,9571,219903,5250000,4650000,0
2018-03-19,5882630,171,624,5250000,0,0
2018-03-20,5959886,77437,181,5250000,0,0
2018-03-21,5981647,30301,8540,5252000,2000,0
2018-03-22,6081369,108097,8375,5252000,0,0
2018-03-23,6398244,325335,8460,5252000,0,0
2018-03-26,6367124,10627,41747,6303200,1051200,0
2018-03-27,6243122,4917,128919,6770200,467000,0
2018-03-28,6155747,3357705,3445080,6770200,0,0
2018-03-29,6155609,246594,246732,6948600,180400,2000
2018-03-30,6147610,11141,19140,6948600,0,0
2018-04-02,6087893,0,59717,8713900,1765300,0
2018-04-03,6079723,0,8170,8713900,0,0
2018-04-04,6138169,68736,10290,8565600,0,148300
2018-04-09,6102710,87369,122828,8565600,0,0
2018-04-10,6034224,1671,70157,8565600,0,0
2018-04-11,6312617,278394,1,8565600,0,0
2018-04-12,6322743,10127,1,8565600,0,0
