日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,2474045,297411,0,0,0,0
2017-07-13,2526336,178240,125949,0,0,0
2017-07-14,2470576,0,55760,0,0,0
2017-07-17,2526855,68378,12099,0,0,0
2017-07-18,2465654,13404,74605,0,0,0
2017-07-19,2466251,16939,16342,0,0,0
2017-07-20,2479220,48401,35432,0,0,0
2017-07-21,2435724,30049,73545,0,0,0
2017-07-24,2467700,89707,57731,0,0,0
2017-07-25,2439533,74201,102368,0,0,0
2017-07-26,2402243,30451,67741,0,0,0
2017-07-27,2285966,0,116277,0,0,0
2017-07-28,2285682,0,284,0,0,0
2017-07-31,2281706,901,4877,0,0,0
2017-08-01,2313338,34037,2405,0,0,0
2017-08-02,2268569,0,44769,0,0,0
2017-08-03,2268569,0,0,0,0,0
2017-08-04,2268098,0,471,0,0,0
2017-08-07,2268098,0,0,0,0,0
2017-08-08,2405695,137597,0,0,0,0
2017-08-09,2405695,0,0,0,0,0
2017-08-10,2405695,0,0,0,0,0
2017-08-11,2801932,396237,0,0,0,0
2017-08-14,3187590,804695,419037,0,0,0
2017-08-15,3046957,0,140633,0,0,0
2017-08-16,3048273,3365,2049,0,0,0
2017-08-17,3043408,0,4865,0,0,0
2017-08-18,3043408,0,0,0,0,0
2017-08-21,2270434,310,773284,0,0,0
2017-08-22,2264358,0,6076,0,0,0
2017-08-23,2264358,0,0,0,0,0
2017-08-24,2278479,14121,0,0,0,0
2017-08-25,2343159,64680,0,0,0,0
2017-08-28,2310917,0,32242,0,0,0
2017-08-29,2318368,8996,1545,0,0,0
2017-08-30,2305023,0,13345,0,0,0
2017-08-31,2336273,31250,0,0,0,0
2017-09-01,2352571,31570,15272,0,0,0
2017-09-04,2362566,9995,0,0,0,0
2017-09-05,2311443,0,51123,0,0,0
2017-09-06,2302270,642,9815,0,0,0
2017-09-07,2304833,3520,957,0,0,0
2017-09-08,2379822,74989,0,0,0,0
2017-09-11,2304833,0,74989,0,0,0
2017-09-12,2308436,3603,0,0,0,0
2017-09-13,2304833,0,3603,0,0,0
2017-09-14,2319019,14186,0,0,0,0
2017-09-15,2416099,97080,0,0,0,0
2017-09-18,2478749,70818,8168,0,0,0
2017-09-19,2451063,18613,46299,0,0,0
2017-09-20,2444716,0,6347,0,0,0
2017-09-21,2444716,0,0,0,0,0
2017-09-22,2553296,108825,245,0,0,0
2017-09-25,2581946,28651,1,0,0,0
2017-09-26,2600635,18689,0,0,0,0
2017-09-27,2567483,0,33152,0,0,0
2017-09-28,2502676,0,64807,0,0,0
2017-09-29,2502676,0,0,0,0,0
2017-10-09,2501101,0,1575,0,0,0
2017-10-10,2500463,0,638,0,0,0
2017-10-11,2500463,0,0,0,0,0
2017-10-12,2496528,1403,5338,0,0,0
2017-10-13,2487861,0,8667,0,0,0
2017-10-16,2545601,83178,25438,0,0,0
2017-10-17,2545601,19301,19301,0,0,0
2017-10-18,2545601,1280,1280,0,0,0
2017-10-19,2548151,2550,0,0,0,0
2017-10-20,2574582,87807,61376,0,0,0
2017-10-23,2596814,31960,9728,0,0,0
2017-10-24,2622291,105171,79694,0,0,0
2017-10-25,2654906,72256,39641,0,0,0
2017-10-26,2574446,149620,230080,0,0,0
2017-10-27,2740409,215668,49705,0,0,0
2017-10-30,2710076,61217,91550,0,0,0
2017-10-31,2794739,240378,155715,0,0,0
2017-11-01,2769696,89739,114782,0,0,0
2017-11-02,2831635,66381,4442,0,0,0
2017-11-03,2837239,8813,3209,0,0,0
2017-11-06,2735922,316129,417446,0,0,0
2017-11-07,2852873,408954,292003,0,0,0
2017-11-08,2619824,131974,365023,0,0,0
2017-11-09,2673161,181425,128088,0,0,0
2017-11-10,2583245,19839,109755,0,0,0
2017-11-13,2522995,162008,222258,0,0,0
2017-11-14,2656605,266384,132774,0,0,0
2017-11-15,2912600,325524,69529,0,0,0
2017-11-16,2926521,36755,22834,0,0,0
2017-11-17,2925089,97318,98750,0,0,0
2017-11-20,2913484,68258,79863,0,0,0
2017-11-21,2854657,136179,195006,0,0,0
2017-11-22,2821732,0,32925,0,0,0
2017-11-23,2817007,341142,345867,0,0,0
2017-11-24,2865405,169346,120948,0,0,0
2017-11-27,2647883,88279,305801,0,0,0
2017-11-28,2612359,147188,182712,0,0,0
2017-11-29,2633956,103138,81541,0,0,0
2017-11-30,2296417,37092,374631,0,0,0
2017-12-01,2313079,44067,27405,0,0,0
2017-12-04,2325309,117166,104936,0,0,0
2017-12-05,2354662,72504,43151,0,0,0
2017-12-06,3219560,929192,64294,0,0,0
2017-12-07,3207171,0,12389,0,0,0
2017-12-08,3263930,187450,130691,0,0,0
2017-12-11,2963619,299693,600004,0,0,0
2017-12-12,3285955,445954,123618,0,0,0
2017-12-13,3117953,166825,334827,0,0,0
2017-12-14,2902660,14310,229603,0,0,0
2017-12-15,3306409,524871,121122,0,0,0
2017-12-18,3296988,421150,430571,0,0,0
2017-12-19,2597822,378809,1077975,0,0,0
2017-12-20,2687432,218419,128809,0,0,0
2017-12-21,2519085,190533,358880,0,0,0
2017-12-22,2421966,90133,187252,0,0,0
2017-12-25,2509702,212540,124804,0,0,0
2017-12-26,2386754,19210,142158,0,0,0
2017-12-27,2550206,177722,14270,0,0,0
2017-12-28,2578908,64440,35738,0,0,0
2017-12-29,2364449,26574,241033,0,0,0
2018-01-02,2362223,59271,61497,0,0,0
2018-01-03,2371220,22962,13965,0,0,0
2018-01-04,2367864,6258,9614,0,0,0
2018-01-05,2338463,0,29401,0,0,0
2018-01-08,2363820,25665,308,0,0,0
2018-01-09,2480174,142029,25675,0,0,0
2018-01-10,2261678,73622,292118,0,0,0
2018-01-11,2223857,9542,47363,0,0,0
2018-01-12,2295765,105215,33307,0,0,0
2018-01-15,2295024,0,741,0,0,0
2018-01-16,2202813,12016,104227,0,0,0
2018-01-17,2190670,0,12143,0,0,0
2018-01-18,2189611,0,1059,0,0,0
2018-01-19,2172990,0,16621,0,0,0
2018-01-22,2370840,199556,1706,0,0,0
2018-01-23,2269105,95178,196913,0,0,0
2018-01-24,2179255,0,89850,0,0,0
2018-01-25,2205709,28995,2541,0,0,0
2018-01-26,3000130,804511,10090,0,0,0
2018-01-29,2949745,172266,222651,0,0,0
2018-01-30,2823084,36471,163132,0,0,0
2018-01-31,2703082,99368,219370,0,0,0
2018-02-01,2801245,268850,170687,0,0,0
2018-02-02,2342295,158188,617138,0,0,0
2018-02-05,2375981,174692,141006,0,0,0
2018-02-06,2766587,545468,154862,0,0,0
2018-02-07,2790285,27941,4243,0,0,0
2018-02-08,2547012,14300,257573,0,0,0
2018-02-09,2857999,327649,16662,0,0,0
2018-02-12,2586818,5582,276763,0,0,0
2018-02-13,2844152,270632,13298,0,0,0
2018-02-14,2576859,5880,273173,0,0,0
2018-02-22,3253641,763196,86414,0,0,0
2018-02-23,2591696,15132,677077,0,0,0
2018-02-26,2670731,140530,61495,0,0,0
2018-02-27,2675974,319385,314142,0,0,0
2018-02-28,2590294,128175,213855,0,0,0
2018-03-01,2470712,364968,484550,0,0,0
2018-03-02,2796026,370084,44770,0,0,0
2018-03-05,2818335,131728,109419,0,0,0
2018-03-06,2743693,70302,144944,0,0,0
2018-03-07,2709924,475587,509356,0,0,0
2018-03-08,2948029,382070,143965,0,0,0
2018-03-09,2748167,291500,491362,0,0,0
2018-03-12,2643805,175052,279414,0,0,0
2018-03-13,2731575,119687,31917,0,0,0
2018-03-14,2843931,233680,121324,0,0,0
2018-03-15,3074785,390880,160026,0,0,0
2018-03-16,2948337,66189,192637,0,0,0
2018-03-19,2991770,128014,84581,0,0,0
2018-03-20,2926807,268559,333522,0,0,0
2018-03-21,3024091,366750,269466,0,0,0
2018-03-22,3032612,107236,98715,0,0,0
2018-03-23,2597336,394144,829420,0,0,0
2018-03-26,2289227,174305,482414,0,0,0
2018-03-27,2297971,38665,29921,0,0,0
2018-03-28,2420786,164019,41204,0,0,0
2018-03-29,4018902,1731543,133427,0,0,0
2018-03-30,2420738,89820,1687984,0,0,0
2018-04-02,2453841,50185,17082,0,0,0
2018-04-03,2475410,21569,0,0,0,0
2018-04-04,2455019,2378,22769,0,0,0
2018-04-09,2326787,16071,144303,0,0,0
2018-04-10,2311650,0,15137,0,0,0
2018-04-11,2311650,0,0,0,0,0
2018-04-12,2311650,0,0,0,0,0
2018-04-13,2316696,5046,0,0,0,0
2018-04-16,2324215,11894,4375,0,0,0
2018-04-17,2324215,0,0,0,0,0
2018-04-18,2324215,0,0,0,0,0
2018-04-19,2327170,2955,0,0,0,0
2018-04-20,2321897,2928,8201,0,0,0
2018-04-23,2211547,31285,141635,0,0,0
2018-04-24,2213984,7484,5047,0,0,0
2018-04-25,2228529,14547,2,0,0,0
2018-04-26,2372229,143700,0,0,0,0
2018-04-27,2397929,25700,0,0,0,0
2018-05-02,2489567,91638,0,0,0,0
2018-05-03,2494574,19892,14885,0,0,0
2018-05-04,2485907,5773,14440,0,0,0
2018-05-07,2456919,0,28988,0,0,0
2018-05-08,2428141,14685,43463,0,0,0
2018-05-09,2293117,0,135024,0,0,0
2018-05-10,2336657,50201,6661,0,0,0
2018-05-11,2284617,34450,86490,0,0,0
2018-05-14,2298351,179338,165604,0,0,0
2018-05-15,2343882,45531,0,0,0,0
2018-05-16,2268816,0,75066,0,0,0
2018-05-17,2234385,0,34431,0,0,0
2018-05-18,2234973,588,0,0,0,0
2018-05-21,2214585,5966,26354,0,0,0
2018-05-22,2241451,32832,5966,0,0,0
2018-05-23,2236212,16027,21266,0,0,0
2018-05-24,2203467,10610,43355,0,0,0
2018-05-25,2193153,5895,16209,0,0,0
2018-05-28,2285536,117574,25191,0,0,0
2018-05-29,2186711,6143,104968,0,0,0
2018-05-30,2309483,124225,1453,0,0,0
2018-05-31,2341328,109134,77289,0,0,0
2018-06-01,2382394,70241,29175,0,0,0
2018-06-04,2459507,147938,70825,0,0,0
2018-06-05,2458002,93920,95425,0,0,0
2018-06-06,2446606,77495,88891,0,0,0
2018-06-07,2345495,55865,156976,0,0,0
