日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,464008345,21688019,16296685,118146118,2593300,488237
2017-07-13,478258510,29752394,15502229,124856318,6882200,172000
2017-07-14,477009688,7696909,8945731,123666818,2864500,4054000
2017-07-17,478147266,14099303,12961725,123212118,790200,1244900
2017-07-18,481911806,13039382,9274842,122292918,1983800,2903000
2017-07-19,479582415,8632744,10962135,123729118,1659300,223100
2017-07-20,479587109,6526772,6522078,125221118,1860500,368500
2017-07-21,465554452,64285,14096942,127606318,2766500,381300
2017-07-24,463788959,3647734,5413227,128944318,1680700,342700
2017-07-25,469380653,8347293,2755599,129586518,772300,130100
2017-07-26,475798414,16016572,9598811,130910618,1908700,584600
2017-07-27,477537655,8315214,6575973,129296118,695300,2309800
2017-07-28,468694335,6160436,15003756,128247618,213500,1262000
2017-07-31,446698851,14520653,36516137,128533189,954900,669329
2017-08-01,392937352,3264171,57025670,128940344,1426955,1019800
2017-08-02,317540363,6154101,81551090,130022389,1414000,331955
2017-08-03,319146112,4732492,3126743,129592489,1192300,1622200
2017-08-04,315634568,2200307,5711851,133446889,5026100,1171700
2017-08-07,308990075,2965738,9610231,134302189,1391600,536300
2017-08-08,319496634,12602287,2095728,133932492,2341500,2711197
2017-08-09,317114652,3933415,6315397,136007282,3958790,1884000
2017-08-10,318017859,6675086,5771879,138345882,5049000,2710400
2017-08-11,320028491,7081567,5070935,140176979,3676100,1845003
2017-08-14,333282009,19948920,6695402,137710779,596300,3062500
2017-08-15,333770184,14822067,14333892,144068379,6932700,575100
2017-08-16,330092118,14317630,17995696,148160979,4729000,636400
2017-08-17,329914439,16055206,16232885,152933779,5955500,1182700
2017-08-18,346506248,24673864,8082055,151059679,3137400,5011500
2017-08-21,340679246,4640570,10467572,149192679,894700,2761700
2017-08-22,350174237,12426583,2931592,150438079,1675000,429600
2017-08-23,361849501,13931891,2256627,152012179,3169900,1595800
2017-08-24,355489164,4887899,11248236,145226379,176400,6962200
2017-08-25,363468322,20561900,12582742,138086279,934600,8074700
2017-08-28,367434161,20565763,16599924,135005709,55400,3135970
2017-08-29,366786543,39862782,40510400,136695109,1745600,56200
2017-08-30,359433368,16676791,24029966,136841609,1632000,1485500
2017-08-31,364200389,16500258,11733237,135102909,2838800,4577500
2017-09-01,358152385,7824863,13872867,136322209,3165400,1946100
2017-09-04,343693730,2250999,16709654,142365109,7021500,978600
2017-09-05,344148451,4292579,3837858,148030209,6009200,344100
2017-09-06,343065483,4876404,5973180,150637509,2873200,255900
2017-09-07,345054162,4677065,2688386,151015709,554700,176500
2017-09-08,318653904,5758876,32159134,153824009,3282700,474400
2017-09-11,327410808,14582206,5825302,148769409,2682000,7736600
2017-09-12,322409530,5240239,10241517,151445109,3360400,684700
2017-09-13,328833887,9278756,2854399,156354509,5550600,641200
2017-09-14,335952920,11635966,4516933,161277109,6808400,1885800
2017-09-15,334050610,6762587,8664897,162396309,1851000,731800
2017-09-18,335621942,13920371,12349039,162370609,125000,150700
2017-09-19,329860466,10133750,15895226,170653809,8393800,110600
2017-09-20,338594185,21543728,12810009,169299687,875700,2229822
2017-09-21,355566384,26611113,9638914,171976987,2987200,309900
2017-09-22,297529839,8432496,66469041,170770387,1589300,2795900
2017-09-25,305259627,22877147,15147359,175699687,5750200,820900
2017-09-26,307255621,9349366,7353372,175961951,3855064,3592800
2017-09-27,306977543,10289972,10568050,181657151,6412700,717500
2017-09-28,309350007,6320048,3947584,181585551,238000,309600
2017-09-29,302654315,4761908,11457600,182936251,1739000,388300
2017-10-09,315694809,19630331,6589837,182788051,100800,249000
2017-10-10,321913925,11764136,5545020,186567851,3911700,131900
2017-10-11,322646990,13414655,12681590,185116251,103100,1554700
2017-10-12,323576318,6798031,5743333,188716751,3700400,99900
2017-10-13,321813400,11879448,13642366,184690451,714100,4740400
2017-10-16,308507119,16756745,30063026,185033651,738400,395200
2017-10-17,309290390,9401821,8618550,188518651,3967200,482200
2017-10-18,298949777,7985231,18325844,192246451,4184700,456900
2017-10-19,297057223,10367703,12260257,189494951,521200,3272700
2017-10-20,296578921,9094703,9573005,188532051,155400,1118300
2017-10-23,293887708,7693828,10385041,190885951,2567800,213900
2017-10-24,291714642,5312715,7485781,192623251,2494200,756900
2017-10-25,294419207,13575339,10870774,190866851,1767000,3523400
2017-10-26,302227391,16715420,8907236,189479351,1620700,3008200
2017-10-27,286607556,7040374,22660209,191972251,3412200,919300
2017-10-30,285207313,10499884,11900127,190857651,3266600,4381200
2017-10-31,286576954,9714603,8344962,187362151,692700,4188200
2017-11-01,282520382,3258580,7315152,179995851,1507200,8873500
2017-11-02,283540320,4392649,3372711,178106351,2592500,4482000
2017-11-03,279585864,7211600,11166056,183078351,5498700,526700
2017-11-06,279565930,12141934,11793693,186933851,5917000,2061500
2017-11-07,285063917,7937887,2439900,193030551,7178000,1081300
2017-11-08,285455322,6934623,6543218,192194051,5840100,6676600
2017-11-09,288266417,5012442,2201347,193519006,2270800,945845
2017-11-10,291250814,6014832,3030435,194994151,1733400,258255
2017-11-13,303873256,17862107,5239665,195720751,4732400,4005800
2017-11-14,320391437,28305218,11787037,190656016,6918765,11983500
2017-11-15,324087074,12042812,8347175,196175216,7201700,1682500
2017-11-16,323892531,5259073,5453616,210857816,16227300,1544700
2017-11-17,329781474,15055024,9166081,217320116,7436700,974400
