日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,592492917,27536605,32107720,88500,0,0
2017-07-13,620818397,61108683,32783203,90000,1500,0
2017-07-14,615283514,14189218,19724101,90000,0,0
2017-07-17,605579199,34319619,44023934,90800,2300,1500
2017-07-18,603372882,19757651,21900922,100000,9200,0
2017-07-19,617245357,49678575,35806100,88500,0,11500
2017-07-20,626872298,47865699,38238758,71000,0,17500
2017-07-21,606788487,43872866,63956677,100000,29000,0
2017-07-24,603871070,67514952,70432369,100000,0,0
2017-07-25,603503789,63627347,63994628,100000,0,0
2017-07-26,570770991,61517821,94250619,100000,0,0
2017-07-27,570698732,86947632,87019891,100000,0,0
2017-07-28,560192003,0,10506729,100000,0,0
2017-07-31,551708423,0,8483580,100000,0,0
2017-08-01,547194861,107121291,111634853,100000,0,0
2017-08-02,601243720,198208403,144159544,100000,0,0
2017-08-03,635290306,129433184,95331747,100000,0,0
2017-08-04,647960937,131256703,118586072,100000,0,0
2017-08-07,658164590,91854143,81650490,100000,0,0
2017-08-08,637939397,56736194,76961387,130000,30000,0
2017-08-09,636354614,48869649,50454432,160000,30000,0
2017-08-10,636422828,56026081,55957867,150000,0,10000
2017-08-11,634581656,41651419,43492591,159600,9600,0
2017-08-14,640232001,49282839,43632494,160000,400,0
2017-08-15,650849185,101448238,90831054,179700,20000,300
2017-08-16,680194732,82832901,53487354,183900,4200,0
2017-08-17,701605322,81565766,60155176,183800,0,100
2017-08-18,679815399,163859611,185649534,200000,36200,20000
2017-08-21,704392256,129474799,104897942,214300,20000,5700
2017-08-22,721530763,96049033,78910526,197300,3000,20000
2017-08-23,728561202,98794276,91763837,214300,20000,3000
2017-08-24,731486524,50595245,47669923,220000,5700,0
2017-08-25,731410872,60601818,60677470,216900,0,3100
2017-08-28,725787428,42412872,48036316,200000,3100,20000
2017-08-29,730030038,53557568,49314958,200000,0,0
2017-08-30,754111772,101107323,77025589,200000,20000,20000
2017-08-31,763190976,77921708,68842504,180000,20000,40000
2017-09-01,798698592,116473654,80966038,180000,0,0
2017-09-04,789825474,68069862,76942980,150000,0,30000
2017-09-05,801247781,53486844,42064537,150000,0,0
2017-09-06,845954849,95655376,50731706,170000,20000,0
2017-09-07,844550515,63678753,65083087,185000,15000,0
2017-09-08,835968693,25242498,33824320,185000,0,0
2017-09-11,872074124,64580848,28475417,154900,0,30100
2017-09-12,873730249,88371196,86715071,161300,6400,0
2017-09-13,883188939,58991596,49532906,134900,0,26400
2017-09-14,825414349,59381719,117156309,140500,5600,0
2017-09-15,791371371,43069462,77112440,119900,0,20600
2017-09-18,793193762,29344781,27522390,119900,0,0
2017-09-19,782538591,30506529,41161700,119900,0,0
2017-09-20,790830811,43116636,34824416,119900,0,0
2017-09-21,799375272,75652216,67107755,119900,0,0
2017-09-22,804277484,46219151,41316939,118900,0,1000
2017-09-25,806033135,37275184,35519533,122000,3100,0
2017-09-26,795526944,21280294,31786485,122000,0,0
2017-09-27,786889175,15599272,24237041,122000,0,0
2017-09-28,781831582,27163672,32221265,112300,8400,18100
2017-09-29,770771584,23596266,34656264,112300,0,0
2017-10-09,793747755,55536017,32559846,112300,0,0
2017-10-10,794135140,32000148,31612763,121200,8900,0
2017-10-11,780501454,18910137,32543823,121200,0,0
2017-10-12,786760611,37869178,31550025,103900,0,17300
2017-10-13,777619717,28147760,37288654,103900,0,0
2017-10-16,758709305,45663808,64574220,103900,0,0
2017-10-17,763937817,22235894,17007382,103900,0,0
2017-10-18,759593865,26134645,30478597,103900,0,0
2017-10-19,774569444,60310255,45334676,110600,6700,0
2017-10-20,767284751,13842031,21126724,112800,2200,0
2017-10-23,773055175,32375811,26605387,112200,500,1100
2017-10-24,767286720,21584442,27352897,112700,1000,500
2017-10-25,781484533,50002638,35804825,114200,2100,600
2017-10-26,775194990,46167423,52456966,114200,1500,1500
2017-10-27,779835615,37467687,32827062,114300,1600,1500
2017-10-30,787393441,40396508,33002810,113700,0,600
2017-10-31,791465877,26449828,22377392,111600,0,2100
2017-11-01,794974866,27886708,24377719,111600,0,0
2017-11-02,795646120,20844665,20173411,116600,5000,0
2017-11-03,792918613,22589170,25316677,115600,2000,3000
2017-11-06,796321383,17126434,14129847,83600,0,32000
2017-11-07,801987126,25224320,19558577,81600,0,2000
2017-11-08,807399886,29029850,23617090,81600,0,0
2017-11-09,828381430,48779096,27797552,81600,0,0
2017-11-10,819344418,25078530,34115542,81600,0,0
2017-11-13,817758654,36714482,38300246,81600,0,0
2017-11-14,812263786,44475537,49970405,94900,13300,0
2017-11-15,801420754,20570681,31413713,86300,0,8600
2017-11-16,800061069,19805081,21164766,100000,13700,0
2017-11-17,777439783,29420879,52042165,100000,0,0
2017-11-20,775663102,21706203,23482884,86300,0,13700
2017-11-21,772172623,16279400,19769879,75500,0,10800
2017-11-22,776207531,31757478,27797852,77800,2800,500
2017-11-23,765950808,22098850,32355573,75800,0,2000
2017-11-24,767920602,12946613,10976819,75000,0,800
2017-11-27,766973049,15318352,16265905,75000,0,0
2017-11-28,755411793,8229851,19791107,71100,0,3900
2017-11-29,759647311,25491738,21256220,164700,93600,0
2017-11-30,763010600,15552038,12188749,81000,3300,87000
2017-12-01,754825443,7833806,16018963,61000,0,20000
2017-12-04,752922095,12340271,14243619,42000,1000,20000
2017-12-05,748911776,20049877,24060196,37100,6000,10900
2017-12-06,751887474,17565116,14589418,21100,0,16000
2017-12-07,748884153,7135392,10138713,31100,10000,0
2017-12-08,748933807,8401636,8351982,31100,0,0
2017-12-11,744228109,5200106,9905804,31100,0,0
2017-12-12,739087703,6939004,12079410,31100,0,0
2017-12-13,737857776,14374828,15604755,31100,0,0
2017-12-14,741958556,10322190,6221410,31100,0,0
2017-12-15,742337397,8713802,8334961,31100,0,0
2017-12-18,737206057,4107434,9240268,31100,0,0
2017-12-19,732035536,10311651,15482172,51100,20000,0
2017-12-20,734359644,9081631,6746256,31100,0,20000
2017-12-21,737165198,12169802,9364248,31100,0,0
2017-12-22,741848620,27369615,22686193,32300,1200,0
2017-12-25,742282791,13832727,13398556,31100,0,1200
2017-12-26,737217624,6356330,11421497,31100,0,0
2017-12-27,740399048,18631541,15895784,1100,0,30000
2017-12-28,757006328,34019537,17412257,1100,0,0
2017-12-29,750994772,21817833,27829389,1100,0,0
2018-01-02,755219660,41470288,37245400,36400,35300,0
2018-01-03,761410859,36828673,30613545,49243,14243,1400
2018-01-04,752662638,38375448,47123669,58243,10700,1700
2018-01-05,763361936,62467184,51767886,73343,15100,0
2018-01-08,746637106,41620265,58345095,79943,6600,0
2018-01-09,731328411,30310069,45618764,86443,15800,9300
2018-01-10,733240615,37658050,35745846,88943,13500,11000
2018-01-11,732563803,19683961,20360773,88943,0,0
2018-01-12,728872648,19592223,23283378,88943,0,0
2018-01-15,725005657,40361403,44228394,66743,0,22200
2018-01-16,719335076,40525508,46196089,100243,33500,0
2018-01-17,728256020,40146947,31226003,77243,0,23000
2018-01-18,726868436,51901430,53289014,77243,0,0
2018-01-19,728135859,48539930,47272507,79943,2700,0
2018-01-22,720738822,29035005,36432042,78743,0,1200
2018-01-23,722341640,36973678,35370860,79643,900,0
2018-01-24,721719095,49194345,49816890,87243,10000,2400
2018-01-25,716608483,55023264,60133876,77243,0,10000
