日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2017-07-12,40653506,373134809,0,25000,337750,373472559
2017-07-13,46005202,380750592,195000,220000,3060200,383810792
2017-07-14,21759706,363560067,0,220000,3038200,366598267
2017-07-17,32576479,346488556,0,220000,2941400,349429956
2017-07-18,25134402,353604010,10500,230500,3056430,356660440
2017-07-19,127879811,346226766,260000,380000,5544200,351770966
2017-07-20,112101882,365609929,10000,380000,5472000,371081929
2017-07-21,65978018,374598495,152200,482200,6871350,381469845
2017-07-24,56907698,384567050,47600,499800,7122150,391689200
2017-07-25,42308326,389814845,76700,576500,8105590,397920435
2017-07-26,36623449,385657469,20000,596500,8452405,394109874
2017-07-27,75248408,392134727,266500,756800,10784400,402919127
2017-07-28,28788089,363586861,25000,746300,10627312,374214173
2017-07-31,62648307,372153909,60000,736300,10484912,382638821
2017-08-01,143090403,433505784,243700,830000,12018400,445524184
2017-08-02,71998089,443342260,245000,875000,12652500,455994760
2017-08-03,60575401,446364940,40000,560000,7946400,454311340
2017-08-04,95838659,411340516,20000,455000,6410950,417751466
2017-08-07,35395941,389787521,0,430000,6011400,395798921
2017-08-08,50809850,400757086,100000,480000,6792000,407549086
2017-08-09,23351759,397734133,0,380000,5289600,403023733
2017-08-10,30987275,395950446,0,380000,5274400,401224846
2017-08-11,34688162,394025151,0,380000,5126200,399151351
2017-08-14,29238891,400698853,0,180000,2466000,403164853
2017-08-15,15467190,399704042,0,180000,2451600,402155642
2017-08-16,18884296,401840774,0,20000,273800,402114574
2017-08-17,25261011,400167201,0,0,0,400167201
2017-08-18,10209694,380910876,0,0,0,380910876
2017-08-21,14774020,385795986,0,0,0,385795986
2017-08-22,20051351,386606447,0,0,0,386606447
2017-08-23,44158147,400404709,0,0,0,400404709
2017-08-24,23712008,408881351,0,0,0,408881351
2017-08-25,54333016,423644753,0,0,0,423644753
2017-08-28,155371623,472082012,1100,1100,15917,472097929
2017-08-29,87062944,496355594,0,0,0,496355594
2017-08-30,104781066,529290609,0,0,0,529290609
2017-08-31,54475621,548472515,1300,1300,18590,548491105
2017-09-01,60865041,557368823,0,0,0,557368823
2017-09-04,90819667,593160519,0,0,0,593160519
2017-09-05,57438841,588530564,2100,2100,29988,588560552
