day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2017-12-08,16.55,16.55,16.36,16.48,5495109,0.1700631182766621,22,0,5,0,5.0,0.0024330900243307862,17,0,3,0,3.0,16.76,0.012688821752265822
2018-05-11,14.19,14.32,14.09,14.32,1450535,-0.06915967136129142,0,70,0,5,-5.0,0.009873060648801113,64,0,1,0,1.0,14.47,0.019732205778717482
2018-12-10,14.21,14.33,14.04,14.24,2823107,-0.007332381608742722,0,151,0,5,-5.0,0.011363636363636465,131,0,1,0,1.0,14.53,0.022519352568613593
2018-12-11,14.35,14.41,14.15,14.3,2637967,-0.0655802277419878,0,152,0,6,-6.0,0.004213483146067398,132,0,2,0,2.0,14.53,0.012543554006968716
2020-03-20,12.98,13.59,12.82,13.26,13140214,-0.16893047204676126,0,327,0,5,-5.0,0.032710280373831724,279,0,1,0,1.0,13.77,0.06086286594761159
2020-03-23,12.81,13.15,12.42,12.46,9790331,-0.2549336715520767,0,328,0,6,-6.0,-0.06033182503770729,0,296,0,1,-1.0,13.77,0.07494145199063218
2020-03-24,12.7,13.13,12.45,12.93,9333458,-0.046665735816286524,0,329,0,7,-7.0,0.03772070626003199,280,0,1,0,1.0,13.77,0.08425196850393712
2020-07-20,15.25,15.71,15.25,15.66,13560912,-0.060897920652042026,0,371,0,5,-5.0,0.03366336633663369,317,0,2,0,2.0,18.18,0.19213114754098348
2020-07-21,15.66,15.95,15.26,15.67,10703139,-0.21073604784103017,0,372,0,6,-6.0,0.0006385696040869249,318,0,3,0,3.0,18.36,0.17241379310344818
2020-07-29,15.1,15.86,15.0,15.85,10487934,-0.09207804542079567,0,377,0,5,-5.0,0.04276315789473695,321,0,2,0,2.0,18.36,0.21589403973509924
2020-07-30,15.86,16.09,15.44,15.53,9943573,-0.051903549354906264,0,378,0,6,-6.0,-0.02018927444794949,0,341,0,1,-1.0,18.36,0.15762925598991173
2021-04-23,13.25,13.27,13.01,13.19,4421525,-0.22511876830069322,0,474,0,5,-5.0,-0.0007575757575757347,0,431,0,1,-1.0,14.25,0.07547169811320753
2021-06-04,13.25,13.26,13.06,13.08,5416923,-0.013203082304076963,0,490,0,5,-5.0,-0.012084592145015116,0,444,0,1,-1.0,13.76,0.03849056603773593
2021-07-14,14.8,15.13,14.67,14.77,13427723,-0.05636885804010627,0,506,0,5,-5.0,0.0068166325835037345,436,0,2,0,2.0,15.7,0.060810810810810745
2021-08-31,18.09,18.1,16.86,16.94,26008007,0.10914347561068438,424,0,5,0,5.0,-0.0692307692307691,0,466,0,1,-1.0,18.96,0.04809286898839149
2022-02-14,13.33,13.54,13.27,13.45,7010780,-0.24067287743755061,0,582,0,5,-5.0,0.00298284862043241,506,0,1,0,1.0,13.83,0.037509377344336015
2022-02-15,13.48,13.54,13.3,13.41,6100837,-0.12979197749751092,0,583,0,6,-6.0,-0.0029739776951672736,0,523,0,1,-1.0,13.83,0.02596439169139453
