day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2017-10-31,11.3,11.42,11.18,11.4,6103406,506510092,93400,10956155,0.008849557522123908,6103406.0,12785682.0,0.1588574050191079,12.12,11.3,0.07256637168141578,0.008849557522123908,0.008849557522123908,0.018935978358882055,4.335318021201413,0.9077650097490866,4.775815298718915
2018-05-18,10.91,12.0,10.89,12.0,39337184,498698408,343251,115992847,0.09990834097158574,39337184.0,130321228.0,0.25763931983129135,12.07,10.91,0.10632447296058656,0.09990834097158574,0.09990834097158574,0.024667931688804767,1.6213989991612499,0.27480520311875845,5.900175763631936
2018-08-08,9.85,10.36,9.8,10.14,32899619,369018430,339600,29867272,0.07643312101910826,32899619.0,97953829.0,0.09006253281756899,10.97,9.42,0.11370558375634521,0.029441624365482255,0.07643312101910826,0.05251396648044704,2.570949352664425,0.6118711935195409,4.201781976164103
2018-08-24,10.25,10.72,10.12,10.6,10113568,347391117,225400,5052996,0.022179363548698205,10113568.0,111383457.0,0.047948699966219796,11.02,10.37,0.07512195121951226,0.034146341463414664,0.022179363548698205,0.03250478011472291,1.701021527984547,0.43115234528918656,3.9452911402896857
2018-11-15,9.61,9.74,9.58,9.74,6093054,322132119,76100,6376226,0.013527575442247697,6093054.0,130630946.0,0.10833069972999244,9.94,9.61,0.03433922996878258,0.013527575442247697,0.013527575442247697,0.042828685258964105,1.4544612528824716,0.5196794497274608,2.7987661502590586
2018-12-04,9.46,9.63,9.44,9.6,4913378,327286248,132400,7833472,0.012658227848101111,4913378.0,134236736.0,0.16720660198409706,9.6,9.48,0.014799154334038,0.014799154334038,0.012658227848101111,0.023758099352051865,1.6950290239463475,0.48858085392692074,3.4692907229636973
2019-08-23,10.61,11.48,10.61,11.3,30073533,264527319,307000,21387152,0.05805243445692887,30073533.0,326869501.0,0.06438768109020498,13.37,10.68,0.2601319509896325,0.06503298774740829,0.05805243445692887,0.051181102362204633,4.290054936225173,1.1919433812509523,3.599210334741515
2019-11-19,15.78,16.07,15.43,15.95,14188006,216910038,516300,12181460,0.009493670886075778,14188006.0,478167423.0,0.054512665962083165,17.45,15.8,0.10583016476552598,0.010773130544993625,0.009493670886075778,0.06973595125253906,2.0979076971567148,0.5498362981189013,3.8155132797417552
2020-06-02,13.16,13.55,13.11,13.47,13608785,287169285,368524,20916131,0.021228203184230576,13608785.0,448806820.0,0.11530067530092739,14.42,13.19,0.0957446808510638,0.023556231003039496,0.021228203184230576,0.051834130781499343,1.513204998426731,0.2973897541875574,5.088288944454975
2020-09-17,12.23,12.58,12.21,12.27,12041575,328084609,544600,18080902,0.014049586776859524,12041575.0,427194233.0,0.12114075225309155,12.39,12.1,0.013082583810302584,0.003270645952575535,0.014049586776859524,0.03076923076923066,1.7177125020896589,0.3035640361768367,5.658484857834184
2021-03-17,15.52,15.98,15.27,15.88,9573500,258138566,510769,8309162,0.008894536213468918,9573500.0,722309153.0,0.055547748263435524,16.3,15.74,0.05025773195876293,0.023195876288659933,0.008894536213468918,0.0807799442896936,1.2242716795104767,0.4720920998482472,2.5932899108119276
2021-04-16,14.3,14.93,14.3,14.51,13516787,245877206,284452,16130393,0.007638888888888751,13516787.0,723810370.0,0.08165309646658522,14.77,14.4,0.03286713286713283,0.014685314685314532,0.007638888888888751,0.027472527472527486,0.9779648684441193,0.2083222661300258,4.694480751441691
2021-08-31,13.39,14.05,13.16,13.99,19560290,237525279,1034373,22051966,0.04402985074626864,19560290.0,650023385.0,0.08286544725798178,16.28,13.4,0.215832710978342,0.044809559372666063,0.04402985074626864,0.02839600920951657,0.7965212504403234,0.39008933544314517,2.0418944535755323
2021-10-29,14.39,14.99,14.05,14.88,11130374,405739910,1189021,8689094,0.027624309392265234,11130374.0,707205296.0,0.053764810759336,15.5,14.48,0.07713690062543432,0.03405142460041688,0.027624309392265234,0.04053156146179404,1.8332442343238857,0.3328610650172136,5.507535806956219
2021-11-19,13.87,14.17,13.83,14.1,5604624,388997119,787879,4486219,0.014388489208633004,5604624.0,685517224.0,0.05717497093216499,14.39,13.9,0.03749098774333093,0.016582552271088735,0.014388489208633004,0.03672903672903671,1.3957291891822954,0.38686438113040345,3.607799676734328
