day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2019-12-13,14.05,14.07,13.88,14.05,3453865,90616520.0,10000.0,2870439.0,0.005726556907659219,3453865.0,27781329.0,0.05946907002296954,0.15345937019056397,1.0,14.6,0.02770448548812654,0.49292188621731503
2019-12-19,14.72,14.87,14.5,14.62,4620731,93099052.0,10000.0,5483915.0,0.004810996563573866,4620731.0,47171255.0,0.08081762384128362,0.16203393868703111,1.0,14.87,0.06932052161976654,0.2955934052417952
2020-01-09,15.06,15.22,14.9,15.15,5120545,117771428.0,10000.0,12709578.0,-0.008507853403141308,-5120545.0,41083694.0,0.16481243345614835,0.17435292129066213,1.0,15.58,0.10711718188353703,0.8410853964257663
2020-03-10,17.11,17.58,15.9,17.36,35680374,366140968.0,270000.0,108072661.0,0.038898862956313396,35680374.0,196798992.0,0.18093850318819746,0.30846484465303964,1.0,17.66,0.19116632160110436,0.6931609955421079
2020-05-15,15.21,15.24,15.0,15.17,4921246,248157870.0,13700.0,5768075.0,0.0013201320132012473,4921246.0,176170632.0,0.07751826301691518,0.29756048627139925,1.0,15.49,0.15094339622641506,0.5531833185561834
2020-10-22,20.15,20.2,19.37,19.95,10840583,347770328.0,225700.0,14331391.0,-0.01041666666666674,-10840583.0,332324788.0,0.06681895070558387,0.16480162052587774,1.0,21.13,0.25594149908592323,0.6262383250502566
2021-01-25,17.46,17.7,16.02,16.57,28394208,360980288.0,257900.0,61934000.0,-0.0012055455093429313,-28394208.0,246385728.0,0.12937244921580365,0.15714148607447534,1.0,18.73,0.07717897538256824,0.4232557226845164
2021-07-26,13.96,14.17,13.63,13.78,13372532,349565806.0,195100.0,29428115.0,-0.012893982808023008,-13372532.0,220413266.0,0.15831935010808484,0.2789480757395708,1.0,15.32,0.050458715596330306,0.8550530449167408
2021-11-15,16.96,17.2,16.15,16.39,25904142,450556613.0,501281.0,67405806.0,-0.042080654587960176,-25904142.0,352808811.0,0.15604945326511105,0.21428872079985048,1.0,17.3,0.056592414208308295,1.1901731974103122
2022-03-22,16.08,16.19,15.9,16.01,3468182,280003579.0,407200.0,12941506.0,-0.004353233830845515,-3468182.0,458092500.0,0.23256438994196568,0.23256438994196568,1.0,17.34,0.13473256601218697,0.4137064206486645
2022-03-24,16.63,16.76,16.34,16.55,4730133,263081843.0,400900.0,6743026.0,-0.007198560287942524,-4730133.0,460551061.0,0.08613575879709157,0.23256438994196568,1.0,17.34,0.14432989690721643,1.0727556973653631
