day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-10-19,4.34,4.34,4.14,4.21,12643700,4.38,4.32,1,3.0,0.700130430690207,4.55,0.08076009501187653
2018-02-02,3.44,3.73,3.43,3.66,11469348,3.98,3.81,1,3.0,0.3884568730706375,3.83,0.04644808743169393
2018-08-15,3.21,3.25,3.08,3.22,70234316,3.26,3.3,1,3.0,0.4365107798160446,3.22,0.0
2018-10-17,1.98,2.04,1.98,1.98,315761379,2.25,2.2,1,3.0,8.128378097295956,2.12,0.07070707070707072
2018-12-11,2.43,2.43,2.34,2.37,45782787,2.46,2.4,1,3.0,0.2318360181131831,2.42,0.021097046413502074
2018-12-18,2.25,2.27,2.2,2.23,40303206,2.33,2.27,1,3.0,0.3204140279324963,2.24,0.004484304932735439
2020-09-24,2.23,2.24,2.16,2.18,35486800,2.26,2.24,1,3.0,0.8778817023641006,2.19,0.004587155963302614
2021-01-07,2.22,2.24,2.17,2.19,29480948,2.24,2.22,1,3.0,0.24198666314360473,2.21,0.009132420091324311
2021-07-28,2.1,2.1,2.03,2.06,27205900,2.13,2.1,1,3.0,0.5802591760038569,2.08,0.009708737864077666
2022-01-25,2.41,2.41,2.32,2.32,26311394,2.42,2.41,1,3.0,0.26188894430909126,2.4,0.034482758620689724
2022-04-25,3.03,3.03,2.77,2.77,66963550,3.11,3.08,1,3.0,0.6850607704476543,2.91,0.05054151624548742
