day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-12-25,45.75,46.1,43.67,45.01,8507206,46.18,45.25,1,3.0,0.23596278399432813,47.35,0.051988447011775296
2018-03-23,37.55,38.36,35.0,36.47,6116263,40.19,38.88,1,3.0,0.6532174184752346,37.44,0.02659720318069647
2018-08-31,27.03,27.03,26.18,26.5,4646050,27.52,27.28,1,3.0,0.34527933935507793,27.38,0.033207547169811225
2019-01-03,22.58,22.59,21.51,21.65,10286696,23.02,22.58,1,3.0,0.3148773818556643,22.74,0.0503464203233257
2019-06-06,25.35,25.44,24.02,24.2,5932082,25.8,25.28,1,3.0,0.6845623861615624,25.47,0.052479338842975176
2019-12-23,28.8,29.26,28.6,28.79,7832890,29.73,29.69,1,3.0,0.6984084650577853,29.63,0.029176797499131712
2020-02-04,23.41,25.21,23.41,24.53,19660195,25.81,25.81,1,3.0,10.385993513638732,25.0,0.019160211985324027
2020-02-28,25.03,25.14,23.55,23.76,14166951,25.56,25.56,1,3.0,1.5556604457728,24.87,0.04671717171717171
2020-09-24,29.57,31.0,29.57,29.57,32206045,31.13,31.13,1,3.0,40.85864959708864,29.81,0.008116334122421298
2021-02-19,77.35,78.46,76.61,77.5,10941983,85.7,80.64,1,3.0,1.0696942533644878,79.9,0.030967741935483906
2021-03-05,60.38,63.75,60.38,61.11,8891794,65.63,63.56,1,3.0,0.40993804184054783,61.86,0.01227295041728027
2021-11-01,179.0,185.49,172.58,180.05,11007147,188.18,184.49,1,3.0,0.24026874722247515,187.56,0.04171063593446256
2022-03-09,174.1,176.1,163.01,172.02,7591164,180.0,174.03,1,3.0,0.36048826691590197,195.9,0.13882106731775368
