day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-07-31,73.65,74.86,70.2,71.56,1542488,75.8,73.55,1,3.0,0.20295809736904502,73.6,0.028507546115148052,75.928
2018-09-05,64.81,64.81,60.08,61.0,2890747,66.17,65.01,1,3.0,1.3941687077759535,65.8,0.07868852459016384,65.964
2018-10-26,53.3,53.3,50.6,51.0,1345599,54.0,52.92,1,3.0,1.3162143591492175,54.18,0.0623529411764705,54.472
2019-08-02,66.7,67.52,66.06,67.0,466110,68.39,67.3,1,3.0,0.30568709413706396,68.8,0.02686567164179099,67.512
2019-12-27,96.1,97.29,94.13,94.78,1460322,96.69,95.5,1,3.0,0.5258767787557241,98.5,0.03924878666385312,98.396
2019-12-30,94.97,95.39,93.21,94.7,1298908,96.1,94.78,1,3.0,0.5190958171661586,98.5,0.040126715945089764,98.066
2021-05-10,110.78,112.35,107.29,108.2,2451585,119.62,110.93,1,3.0,0.4587213422386769,112.97,0.04408502772643241,109.94
2021-05-31,88.27,90.7,85.42,88.7,3976980,91.66,88.83,1,3.0,0.6636187811634187,90.28,0.017812852311161143,111.918
2021-06-07,81.5,82.97,79.39,80.34,7188455,84.01,83.23,1,3.0,0.3764199324383457,80.55,0.002613890963405474,88.966
2021-06-08,80.26,80.55,76.9,77.77,5748953,81.5,80.34,1,3.0,1.176447951731208,79.58,0.0232737559470233,88.804
2021-06-16,74.99,75.1,70.33,71.0,5241714,78.0,74.5,1,3.0,0.6443694125052737,74.87,0.05450704225352121,79.894
2022-03-08,49.23,49.4,46.79,46.79,3532455,50.15,49.4,1,3.0,0.3879623654087836,49.84,0.0651848685616585,48.41
2022-03-09,46.89,47.34,42.8,44.3,4437685,49.23,46.79,1,3.0,0.3299430178513947,51.0,0.1512415349887133,48.294
2022-05-19,42.86,43.1,42.3,42.98,3446638,44.45,43.25,1,3.0,0.6720610043678739,44.97,0.046300604932526745,44.268
