day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-01-19,9.42,9.46,9.35,9.38,2156900,9.48,9.44,1,3.0,0.4207629396203745,9.46,0.008528784648187626,9.594
2018-05-28,9.02,9.1,9.01,9.04,1518665,9.06,9.09,1,3.0,0.6246055263749077,9.07,0.0033185840707965486,8.798
2018-06-28,7.46,7.49,7.13,7.18,2082600,7.61,7.46,1,3.0,0.4948009264808586,7.3,0.01671309192200554,8.15
2019-06-03,6.33,6.33,5.78,5.8,14854837,6.44,6.4,1,3.0,4.3747250194657274,5.99,0.03275862068965529,6.39
2019-08-06,5.56,5.62,5.34,5.5,4227000,5.73,5.68,1,3.0,0.5546002301558608,5.62,0.021818181818181737,5.786
2020-09-24,6.95,6.95,6.72,6.73,13031776,7.04,6.97,1,3.0,0.8558401010760981,6.77,0.005943536404160454,7.122
2021-01-11,6.64,6.65,6.34,6.4,11724504,6.67,6.64,1,3.0,1.0676157468517564,6.44,0.006250000000000089,6.66
2021-01-25,6.23,6.28,6.08,6.09,7986800,6.36,6.29,1,3.0,0.7301631727485653,6.19,0.016420361247947435,6.376
2021-07-27,14.34,14.99,13.35,13.45,45451578,16.13,14.52,1,3.0,0.5575745940954175,15.38,0.14349442379182165,16.727999999999998
2021-08-23,14.79,14.9,13.46,14.67,32275761,14.8,14.77,1,3.0,1.0837479049223906,16.26,0.1083844580777098,14.75
2021-08-31,14.34,14.42,13.55,13.87,23546181,14.5,14.34,1,3.0,0.7885072619095546,15.45,0.11391492429704408,14.536
2022-03-07,12.23,12.23,11.6,11.69,9698342,12.38,12.22,1,3.0,0.6590784211084539,11.84,0.01283147989734812,12.744
2022-03-08,11.69,11.84,11.01,11.25,13277416,12.23,11.69,1,3.0,0.36903978020160566,11.3,0.004444444444444473,12.661999999999999
2022-03-09,11.21,11.3,10.23,10.61,25030773,11.69,11.25,1,3.0,0.8852141862543133,11.05,0.041470311027332896,12.572
