day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2017-08-31,22.4,23.68,22.36,23.56,14071193,1246804731.0,30000.0,92814762.0,0.02523933855526539,14071193.0,-17697248.0,0.2865370703654118,0.43220682399152743,1.0,24.7,0.10113302559798565,0.4030140443773105
2018-07-16,21.4,22.12,21.1,21.55,11546346,988319139.0,20590.0,49364888.0,-0.0013901760889711845,-11546346.0,194757916.0,0.1978421493887977,0.2674380010899253,1.0,22.12,0.032327586206896575,0.23760385174111054
2018-11-14,16.86,17.34,16.8,16.98,7125627,791735119.0,46716.0,27586138.0,0.0023612750885477762,7125627.0,205743189.0,0.22679542962179883,0.29067462584849046,1.0,17.34,0.0685714285714285,0.5182415943036258
2019-02-27,20.24,20.59,19.5,19.77,19758705,903789265.0,32361.0,96388900.0,-0.03277886497064586,-19758705.0,285704286.0,0.24336744702737662,0.292657244691653,1.0,20.59,0.03676470588235281,0.9581455141307604
2019-06-12,17.66,17.78,17.41,17.68,3451780,884696425.0,40800.0,10940193.0,0.0016997167138810276,3451780.0,336036964.0,0.1801327189519729,0.2752281354618579,1.0,18.33,0.03591470258136931,0.6981755681281079
2019-07-16,17.34,17.63,17.15,17.21,2308799,884316685.0,40350.0,8607049.0,-0.008069164265129714,-2308799.0,347166932.0,0.2143722507601847,0.2909822302982455,1.0,18.18,0.007734806629834168,0.682362967703507
2020-03-09,23.0,23.67,22.0,23.67,42835468,911986432.0,243499.0,159430643.0,0.09990706319702602,42835468.0,518690547.0,0.16299236657355182,0.3035582994961426,1.0,23.67,0.32740021574973044,0.8906371811623643
2021-05-13,22.41,23.49,22.21,22.95,16755370,935109591.0,750994.0,44746223.0,0.015936254980079667,16755370.0,707997120.0,0.11687352844215493,0.22791352735851195,1.0,23.49,0.0471042471042471,0.24936698519995049
2022-02-25,24.45,25.17,24.4,24.73,7935015,1064049976.0,115100.0,20820320.0,0.020635575732562916,7935015.0,855175321.0,0.1058645912106452,0.2267295503897451,1.0,25.18,0.11639271434917808,1.4110812569644136
2022-03-25,24.56,24.8,23.88,23.9,7528878,1010809560.0,43400.0,23241542.0,-0.029638652050345105,-7528878.0,862865214.0,0.1268276966003079,0.2449103940615262,1.0,25.65,0.15384615384615397,0.5618245519905884
