,count,mean,std,min,25%,50%,75%,max,总市值,流通市值
000001,33.0,0.04828963645447698,0.061339413853353106,-0.0382034073309242,0.0028328611898016387,0.030922142462727953,0.09957924263674611,0.16962305986696236,2877.8976539579,2877.8388903798
000002,23.0,0.06451840084871692,0.06442860651062389,-0.02647723603487251,0.020308475411661142,0.05370370370370359,0.09671490738704702,0.24930362116991667,2133.2578936598,1783.1710611970002
000006,24.0,0.07253097415991391,0.07398367281577538,-0.0020366598778003286,0.022125631916928512,0.03945623342175064,0.12593269413328267,0.2402044293015333,58.859785808000005,58.859785808000005
000008,30.0,0.04755507935919285,0.08023987013788937,-0.02857142857142847,0.007186211635364037,0.018183320935614478,0.05774929874497753,0.29380053908355785,67.5733287642,65.4626025668
000009,23.0,0.09346870168258409,0.11205871384144303,-0.01557093425605538,0.03915189890398829,0.05483870967741944,0.09332069360508743,0.4946524064171123,307.70023389560004,304.3856454395
000012,25.0,0.09813805846073287,0.07997644697999191,0.007263922518159882,0.05020920502092041,0.07873090481786127,0.13106295149638814,0.29085603112840475,189.46170534470002,120.7213731795
000016,19.0,0.06309409313977697,0.06866532263345765,-0.027368421052631597,0.015491077169809908,0.04066985645933019,0.12177667733558784,0.19932432432432434,125.69474524549999,83.3411751103
000021,23.0,0.1204922547295891,0.16268816780935472,-0.011928429423459175,0.025589262330859897,0.061835748792270495,0.13606988789456775,0.7124681933842238,168.5434624806,168.4814503915
000025,23.0,0.06265591764574965,0.056033160675271226,-0.016597510373444035,0.02402141932446744,0.0478775913129319,0.09435993294963829,0.21791370835608959,54.1409268008,49.332958640200005
000027,23.0,0.08790787039922447,0.13997753649568845,-0.06355140186915886,0.026006098481417883,0.04553415061295962,0.07760222056154586,0.6181506849315068,289.2493032632,289.2493032632
000028,26.0,0.049584149121804505,0.058955556511311416,-0.04561939301393392,0.01755244883830026,0.04389472138704342,0.08186700334336494,0.24263145484555548,122.016190155,104.804083125
000030,16.0,0.08313460898022781,0.08179984874726437,-0.045643153526971125,0.021133412042502908,0.07870601660732968,0.1669107912453171,0.2118780096308186,99.2182560281,96.5092934235
000031,22.0,0.0638623070689488,0.054078853148581185,-0.011428571428571455,0.03060300207039346,0.04509180169073623,0.10910910573598687,0.20547945205479468,164.5944285386,72.604737974
