day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2017-10-31,9.23,9.45,9.17,9.39,8326021,9.5,9.3,-0.280552961831383,0,2.0,2598293.2317570113,,False,9.95,0.07800650054171165,0,7,0,5,-5,0.00967741935483879,6,0,1,0,1
2018-01-16,8.25,8.29,7.99,8.09,10042967,8.38,8.27,0.11578009094254238,1,0.0,1791508.5342005172,658022.0905543463,False,8.26,0.00121212121212122,32,0,5,0,5,-0.021765417170495738,0,33,0,2,-2
2018-04-23,9.07,9.34,8.96,9.13,6505782,9.5,9.2,-0.3744168496553889,1,0.0,4610145.497565309,1769305.9342616245,False,10.3,0.13561190738699014,0,68,0,5,-5,-0.007608695652173703,0,62,0,2,-2
2018-06-13,9.0,9.24,8.96,9.0,7556549,9.03,9.07,-0.2701147920929696,1,1.0,4510684.771374518,1232164.8392005307,False,9.17,0.018888888888888955,0,90,0,5,-5,-0.007717750826901959,0,79,0,1,-1
2018-07-13,9.16,9.47,9.06,9.32,9196192,8.93,9.17,0.22518874720404725,0,0.0,2395133.0128681147,824471.9526199527,False,9.46,0.0327510917030569,85,0,5,0,5,0.016357688113413316,92,0,2,0,2
2019-01-25,6.24,6.33,6.23,6.27,4762938,6.23,6.22,-0.10287432410975172,0,2.0,2039270.5128575468,805043.8365059921,False,6.84,0.09615384615384603,0,170,0,5,-5,0.008038585209003246,147,0,1,0,1
2020-02-13,10.79,10.82,10.44,10.59,20476326,10.59,10.78,-0.10188358015717136,0,2.0,15715528.590438072,2983983.8198183887,False,10.65,-0.012974976830398388,0,309,0,5,-5,-0.017625231910946115,0,279,0,1,-1
2020-09-04,15.99,16.15,15.58,16.09,15322749,16.4,16.16,-0.02868269707722082,1,0.0,11335814.942965811,2223159.9403270776,False,17.36,0.08567854909318329,0,380,0,5,-5,-0.004331683168316891,0,344,0,2,-2
2021-03-23,12.96,13.23,12.9,12.99,10987778,12.73,13.01,0.10965553124165561,0,0.0,1925680.5672645178,2389154.034053999,False,13.55,0.04552469135802473,392,0,5,0,5,-0.001537279016141424,0,415,0,1,-1
2021-05-10,14.06,14.23,13.81,14.2,7363828,14.16,14.06,-0.16961832673959099,0,1.0,4857056.975893383,1707403.0336707267,False,14.28,0.01564722617354186,0,461,0,5,-5,0.009957325746799306,420,0,1,0,1
2021-05-11,14.19,14.19,13.81,14.1,6757442,14.06,14.2,-0.08234657300523585,0,1.0,3861513.16722387,2036034.7709090689,False,14.28,0.00634249471458781,0,462,0,6,-6,-0.007042253521126751,0,430,0,1,-1
2021-12-07,11.79,11.85,11.46,11.78,11206634,12.03,11.71,0.077706555549091,0,1.0,1942091.391045814,1893117.5528868847,False,12.15,0.03053435114503822,478,0,5,0,5,0.00597779675491017,479,0,1,0,1
2021-12-14,11.89,11.99,11.72,11.81,6567940,11.82,11.84,-0.040293011390195366,0,1.0,751537.0469257926,1391907.5027051824,False,12.92,0.08662741799831775,0,536,0,5,-5,-0.0025337837837837718,0,510,0,3,-3
2022-01-10,12.95,13.18,12.87,12.98,11291796,13.4,12.98,-0.07743244779028746,0,1.0,2680338.098141026,999743.6525414196,False,14.03,0.0833976833976835,0,547,0,5,-5,0.0,0,0,0,0,0
