,count,mean,std,min,25%,50%,75%,max,总市值,流通市值
000001,44.0,0.04707884315567521,0.05695094479093115,-0.0382034073309242,0.006839005488186112,0.030724229126100733,0.09877797217121392,0.16962305986696236,2877.8976539579,2877.8388903798
000002,34.0,0.059880636507133246,0.06268531388963623,-0.02647723603487251,0.012041856461185052,0.04948268636387443,0.08409013961084222,0.24930362116991667,2133.2578936598,1783.1710611970002
000006,37.0,0.07581015459124131,0.07457754008802765,-0.0020366598778003286,0.019230769230769162,0.04525862068965525,0.14069264069264054,0.2402044293015333,58.859785808000005,58.859785808000005
000008,46.0,0.045731302503869746,0.07460583996000578,-0.02857142857142847,0.007186211635364037,0.02626436781609187,0.05774929874497753,0.29380053908355785,67.5733287642,65.4626025668
000009,41.0,0.07456246529542256,0.08967757599582273,-0.02818270165208936,0.026726057906458767,0.05921787709497228,0.09042145593869733,0.4946524064171123,307.70023389560004,304.3856454395
000012,44.0,0.06685128767849825,0.07419912336681805,-0.03940217391304346,0.012496100507642882,0.054791096039302656,0.09145178837806622,0.29085603112840475,189.46170534470002,120.7213731795
000016,35.0,0.06837232118246316,0.0695214611876059,-0.027368421052631597,0.015491077169809908,0.04066985645933019,0.1328362005240692,0.19932432432432434,125.69474524549999,83.3411751103
000021,33.0,0.10512857594265415,0.15150131763206284,-0.05823068309070545,0.024853801169590684,0.04807692307692313,0.11173184357541888,0.7124681933842238,168.5434624806,168.4814503915
000025,39.0,0.06632872836089312,0.07033696809946563,-0.016597510373444035,0.02063767780286796,0.0478775913129319,0.08709394939915194,0.3312836279784781,54.1409268008,49.332958640200005
000027,40.0,0.07104420619999151,0.12115057217160269,-0.06355140186915886,0.01634694582458751,0.03484362712479583,0.06567494643993654,0.6181506849315068,289.2493032632,289.2493032632
000028,39.0,0.04725821981051686,0.05475421837842489,-0.04561939301393392,0.017855317249358293,0.04553903345724919,0.07352628534418393,0.24263145484555548,122.016190155,104.804083125
000030,37.0,0.06401030898480484,0.07070648026230977,-0.045643153526971125,0.023415977961432466,0.039215686274509665,0.0819112627986347,0.2623376623376623,99.2182560281,96.5092934235
000031,41.0,0.05812485134550781,0.04859555079401315,-0.011428571428571455,0.024566473988439252,0.04790419161676662,0.0940766550522647,0.20547945205479468,164.5944285386,72.604737974
000034,41.0,0.1152100961813074,0.08938347684747662,-0.0064102564102563875,0.04230769230769238,0.11176470588235277,0.1912087912087912,0.35727508330248026,98.9764853952,80.7337803906
000035,41.0,0.049938789375146855,0.05748002892255183,-0.08054711246200608,0.014144271570014189,0.03344481605351168,0.07428571428571429,0.25365853658536586,112.0557134309,108.9285360982
000036,37.0,0.05094671395203729,0.06265861793546702,-0.019736842105263164,0.01014198782961473,0.032258064516129004,0.0625,0.2404371584699454,60.5445070878,60.37074915270001
000039,34.0,0.06650105021597155,0.06174191653222253,-0.014432989690721487,0.021402342199285496,0.0450771706532076,0.10498939641109306,0.19541484716157198,475.2608061977,202.8306868785
