day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2018-03-07,2.33,2.36,2.33,2.35,13432782,292434484,0,7479260,0.00427350427350448,13432782.0,14188484.0,0.23743777673085087,2.44,2.34,0.04721030042918439,0.008583690987124415,0.00427350427350448,0.025974025974025983,1.290906963506326,0.4445757527990848,2.9036827928169084
2018-05-07,2.25,2.27,2.24,2.27,5588175,283859922,0,2060428,0.004424778761062065,5588175.0,85574193.0,0.1635087124749693,2.28,2.26,0.013333333333333197,0.008888888888888946,0.004424778761062065,0.017621145374449365,0.9488803831841242,0.33935693270324263,2.796113153267717
2018-08-27,2.0,2.05,2.0,2.05,13359053,218668852,60200,5869422,0.009852216748768461,13359053.0,270068499.0,0.2169674751645944,2.05,2.03,0.02499999999999991,0.02499999999999991,0.009852216748768461,0.02010050251256268,3.3754608382381797,0.6516137359385241,5.180156052690446
2018-10-12,1.8,1.82,1.75,1.81,9607222,192908961,60200,1956164,0.016853932584269593,9607222.0,285328150.0,0.11406941528762751,1.84,1.78,0.022222222222222143,0.005555555555555536,0.016853932584269593,0.08717948717948709,3.153888627394185,0.39676874928974115,7.948934065598628
2018-10-31,1.85,1.89,1.84,1.87,10498877,186110729,60200,4024525,0.010810810810810922,10498877.0,317950021.0,0.20553838777335173,2.24,1.85,0.21081081081081088,0.010810810810810922,0.010810810810810922,0.040000000000000036,1.5244630301562045,0.5703406121579777,2.672899312549649
2019-01-23,2.11,2.26,2.05,2.23,104387804,261992596,0,55551244,0.0182648401826484,104387804.0,592281070.0,0.2469430187759813,2.24,2.19,0.06161137440758302,0.056872037914692086,0.0182648401826484,0.08955223880597019,12.737057247179836,1.6801192061342087,7.581043773963259
2019-03-07,2.66,2.85,2.63,2.8,79068143,247489505,0,42760236,0.04868913857677892,79068143.0,1240806054.0,0.19737311330867166,2.79,2.67,0.048872180451127845,0.05263157894736836,0.04868913857677892,0.055335968379446765,0.9644858547467281,0.42913181720064353,2.247528186183818
2019-08-20,2.14,2.18,2.12,2.15,8317371,195275462,0,3077907,0.009389671361502261,8317371.0,1636178938.0,0.17211985027033067,2.27,2.13,0.06074766355140171,0.004672897196261516,0.009389671361502261,0.024630541871921263,1.153499136705261,0.5027872082225837,2.2942093948313165
2020-02-05,1.63,1.72,1.63,1.68,12781917,164848256,0,2504719,0.024390243902439046,12781917.0,1688740697.0,0.11698985581471635,1.82,1.64,0.11656441717791433,0.030674846625766916,0.024390243902439046,0.09895833333333326,4.520372018324469,0.9093211767135672,4.971150055761178
2020-02-26,2.19,2.26,2.18,2.26,72283672,163613154,0,12925514,0.102439024390244,72283672.0,1879127928.0,0.08054797774528671,2.59,2.05,0.182648401826484,0.031963470319634535,0.102439024390244,0.10215053763440851,3.704554078749145,1.0294996769866858,3.5984023711326087
2020-11-23,2.25,2.28,2.01,2.26,236176527,272745255,0,133598535,0.09178743961352653,236176527.0,2086216508.0,0.26371672109777156,2.25,2.07,0.0,0.004444444444444251,0.09178743961352653,0.10106382978723394,7.134851951520961,1.5498466162599822,4.60358584950713
2021-01-08,1.68,1.71,1.65,1.7,8873900,161618992,0,757549,0.00591715976331364,8873900.0,1742396323.0,0.050814413483307654,1.78,1.69,0.059523809523809534,0.011904761904761862,0.00591715976331364,0.03977272727272729,0.7355087851231257,0.3318663260318002,2.2162802533109294
2021-05-24,1.76,1.81,1.76,1.8,17565843,145721570,10000,2690579,0.011235955056179803,17565843.0,1998628804.0,0.08581012427745979,1.97,1.78,0.11931818181818188,0.022727272727272707,0.011235955056179803,0.02298850574712641,0.9894962827162288,0.40380546377612037,2.4504281677199637
2021-07-05,1.86,1.93,1.85,1.88,22038516,136151586,0,3445605,0.010752688172043001,22038516.0,2174162155.0,0.08272205935152024,1.96,1.86,0.053763440860215006,0.010752688172043001,0.010752688172043001,0.03910614525139677,4.103460924672184,0.5254326641128981,7.809679917026411
2021-07-29,1.76,1.78,1.75,1.77,9605412,138820456,0,687612,0.011428571428571344,9605412.0,2143863332.0,0.04055857985981083,1.87,1.75,0.0625,0.005681818181818121,0.011428571428571344,0.04371584699453557,0.8388313494999895,0.22383435826047338,3.7475540217282077
2022-01-26,1.84,1.88,1.84,1.86,19754120,160284636,0,1724421,0.010869565217391353,19754120.0,2666048522.0,0.04693239002882078,2.04,1.84,0.10869565217391308,0.010869565217391353,0.010869565217391353,0.04166666666666663,1.722857628140415,0.46723218278231937,3.6873693457522037
2022-03-03,2.03,2.05,2.01,2.04,35128289,163815436,0,2883716,0.00990099009900991,35128289.0,2866969281.0,0.04043891103533626,2.04,2.02,0.0049261083743843415,0.0049261083743843415,0.00990099009900991,0.025380710659898442,1.1870405244350763,0.5118406934404618,2.3191601208104315
2022-05-12,1.88,2.08,1.87,2.0,121912375,183785009,130000,17196758,0.058201058201058364,121912375.0,3316736804.0,0.07142194744796276,,1.89,,0.06382978723404253,0.058201058201058364,0.03977272727272729,1.1292745090325766,0.2856398432608266,3.953490858071229
