day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-05-30,20.95,21.0,20.58,20.61,18307602,21.48,21.26,1,3.0,1.340813925159288,22.18,0.07617661329451719,21.608
2018-12-21,17.43,17.49,16.76,17.0,25793481,17.98,17.51,1,3.0,0.4672531394184962,17.17,0.010000000000000009,18.17
2018-12-24,16.85,17.0,16.6,16.94,16975587,17.43,17.0,1,3.0,0.3656046019164487,17.47,0.03128689492325831,18.17
2019-06-17,21.12,21.27,21.02,21.03,6783662,21.38,21.18,1,3.0,0.39329990916376834,21.17,0.006657156443176548,21.046
2019-08-02,19.6,19.96,19.21,19.81,18956080,20.5,20.02,1,3.0,0.2583753649964702,19.79,-0.001009591115598174,20.872
2019-09-27,19.06,19.17,18.91,19.0,10326073,19.26,19.12,1,3.0,0.9291641301919309,19.99,0.052105263157894655,19.594
2019-10-31,19.03,19.15,18.64,18.72,16189024,19.33,19.03,1,3.0,0.7756325357711968,19.28,0.02991452991453003,19.34
2020-01-17,19.15,19.16,18.66,18.87,15697267,19.3,19.02,1,3.0,0.371149098019101,18.87,0.0,19.054
2020-08-27,16.52,16.67,16.23,16.41,11085065,16.88,16.52,1,3.0,0.41409661356711114,16.78,0.022547227300426576,16.942
2020-09-11,16.12,16.15,16.01,16.05,7890642,16.22,16.17,1,3.0,0.2278358644363383,16.12,0.004361370716510882,16.434
2020-09-16,15.66,15.76,15.5,15.61,13563744,15.92,15.75,1,3.0,0.6271238452075423,16.02,0.026265214606021825,16.276
2020-09-25,15.6,15.68,15.3,15.34,6974875,15.65,15.59,1,3.0,0.4501935825837655,15.6,0.016949152542372836,15.83
2020-10-29,14.56,14.66,14.41,14.52,12811014,15.06,14.7,1,3.0,1.2327294046678436,14.64,0.008264462809917328,15.204
2020-12-07,14.12,14.18,13.84,13.87,18367322,14.44,14.11,1,3.0,0.4012675175009557,13.93,0.00432588320115368,14.277999999999999
2021-05-21,11.51,11.55,11.41,11.42,9859522,11.61,11.49,1,3.0,1.344817421642269,11.98,0.049036777583187474,11.607999999999999
2021-07-28,9.81,9.85,9.63,9.66,26344053,10.85,10.46,1,3.0,0.5596359278793843,9.75,0.009316770186335477,10.947999999999999
2021-10-29,10.96,11.0,10.33,10.43,74563456,11.1,10.96,1,3.0,0.25643100881592296,10.42,-0.0009587727708533222,10.71
2021-11-01,10.42,10.42,9.99,10.04,60026516,10.96,10.43,1,3.0,1.0585834201159776,10.15,0.010956175298804993,10.71
